ano;trimestre;regiao;instituicao;cod_capitulo;desc_capitulo;taxa_internamento;dias_internamento;taxa_mortalidade
2020;Segundo;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;22;Códigos para fins especiais;2.71;1126;18.18
2020;Segundo;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;1;Algumas doenças infecciosas e parasitárias;3.72;1169;29.91
2020;Segundo;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.73;183;4.76
2020;Segundo;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.81;611;9.62
2020;Segundo;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;11;Doenças do aparelho digestivo;10.28;2281;5.41
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;6;Doenças do sistema nervoso;1.71;672;9.86
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;11;Doenças do aparelho digestivo;9.47;2972;6.12
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;6.54;2986;5.9
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, E.P.E.;9;Doenças do aparelho circulatório;19.53;13462;7.56
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, E.P.E.;10;Doenças do aparelho respiratório;6.88;6727;15.25
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, E.P.E.;14;Doenças do aparelho geniturinário;9.04;5809;2.56
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;9.32;7384;4.71
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;1.15;1476;4.27
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;6;Doenças do sistema nervoso;1.69;2714;2.91
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;11;Doenças do aparelho digestivo;7.41;7301;4.89
2020;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.29;9;0.0
2020;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;7.19;717;1.0
2020;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;16;Algumas condições originadas no período perinatal;0.36;70;0.0
2020;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;22;Códigos para fins especiais;0.22;17;0.0
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;10;Doenças do aparelho respiratório;14.32;2533;9.86
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, E.P.E.;15;Gravidez, parto e puerpério;6.67;413;0.0
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;2;Neoplasias;6.22;1498;25.62
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;2.73;1157;1.89
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.82;297;6.25
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.49;58;0.0
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, E.P.E.;11;Doenças do aparelho digestivo;10.61;3153;5.58
2020;Segundo;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.74;281;10.0
2020;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;2;Neoplasias;5.78;1449;18.4
2020;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.14;10;0.0
2020;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;16;Algumas condições originadas no período perinatal;0.18;32;0.0
2020;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;1.16;159;11.76
2020;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;1.98;619;0.0
2020;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;14;Doenças do aparelho geniturinário;9.6;1320;14.89
2020;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;15;Gravidez, parto e puerpério;7.49;338;0.0
2020;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;3.75;457;18.18
2020;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;1;Algumas doenças infecciosas e parasitárias;1.99;683;36.67
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;12;Doenças da pele e do tecido subcutâneo;1.23;1403;5.6
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;2;Neoplasias;8.95;2678;24.53
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;2.13;1120;1.59
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.57;197;0.0
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;14;Doenças do aparelho geniturinário;7.13;2488;11.37
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, E.P.E.;2;Neoplasias;5.01;1587;22.15
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;16;Algumas condições originadas no período perinatal;0.97;76;0.0
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;22;Códigos para fins especiais;0.24;16;40.0
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;6.61;409;0.0
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;14;Doenças do aparelho geniturinário;4.56;450;8.06
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;4.85;430;1.52
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;12.27;1043;1.2
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;1.25;157;11.76
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;2;Neoplasias;9.88;6182;14.49
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;9;Doenças do aparelho circulatório;14.04;9540;8.99
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;14;Doenças do aparelho geniturinário;6.29;2495;4.69
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.48;155;0.0
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;12.22;2040;3.03
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, E.P.E.;1;Algumas doenças infecciosas e parasitárias;2.99;2169;31.72
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, E.P.E.;22;Códigos para fins especiais;7.1;4324;31.01
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;1;Algumas doenças infecciosas e parasitárias;1.24;453;13.64
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;7;Doenças do olho e anexos;0.06;5;0.0
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;9;Doenças do aparelho circulatório;14.2;1971;10.76
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;11;Doenças do aparelho digestivo;16.23;1533;3.14
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;15;Gravidez, parto e puerpério;5.71;349;0.0
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;16;Algumas condições originadas no período perinatal;0.34;55;0.0
2020;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.13;35;0.0
2020;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;14;Doenças do aparelho geniturinário;5.82;712;7.95
2020;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;9;Doenças do aparelho circulatório;20.96;1998;13.0
2020;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;10;Doenças do aparelho respiratório;13.21;1206;25.4
2020;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;11;Doenças do aparelho digestivo;13.52;1013;7.75
2020;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;22;Códigos para fins especiais;0.73;207;0.0
2020;Segundo;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;1;Algumas doenças infecciosas e parasitárias;2.02;2634;29.37
2020;Segundo;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;2;Neoplasias;8.91;6346;21.8
2020;Segundo;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.3;1149;12.35
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;7.13;2268;3.56
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;10;Doenças do aparelho respiratório;11.17;3925;26.52
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;1.64;375;3.77
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;15;Gravidez, parto e puerpério;7.1;600;0.0
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;7.96;1397;6.59
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;14;Doenças do aparelho geniturinário;7.9;1781;9.34
2020;Terceiro;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;15;Gravidez, parto e puerpério;12.94;1605;0.0
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;2.55;943;5.49
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;5.13;1177;0.84
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.13;41;0.0
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.62;460;6.67
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Gaia / Espinho, E.P.E.;12;Doenças da pele e do tecido subcutâneo;1.0;466;3.17
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Gaia / Espinho, E.P.E.;14;Doenças do aparelho geniturinário;7.09;3154;5.61
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Gaia / Espinho, E.P.E.;16;Algumas condições originadas no período perinatal;0.17;95;0.0
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, E.P.E.;2;Neoplasias;12.1;15138;8.68
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, E.P.E.;7;Doenças do olho e anexos;0.73;328;1.09
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, E.P.E.;10;Doenças do aparelho respiratório;5.51;7157;13.32
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;2.34;3070;2.7
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.85;1089;4.21
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;3.58;1853;2.17
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;16;Algumas condições originadas no período perinatal;0.25;517;0.0
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;1;Algumas doenças infecciosas e parasitárias;4.13;391;41.3
2020;Segundo;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.74;709;10.87
2020;Segundo;Região de Saúde do Centro;Instituto Português Oncologia  F. Gentil - Coimbra, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.1;1;0.0
2020;Segundo;Região de Saúde do Centro;Instituto Português Oncologia  F. Gentil - Coimbra, E.P.E.;6;Doenças do sistema nervoso;0.39;72;25.0
2020;Segundo;Região de Saúde do Centro;Instituto Português Oncologia  F. Gentil - Coimbra, E.P.E.;14;Doenças do aparelho geniturinário;1.74;118;5.56
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.66;424;10.0
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.89;258;0.0
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;0.94;252;11.76
2020;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;2;Neoplasias;5.52;1432;21.77
2020;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.23;19;0.0
2020;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;12;Doenças da pele e do tecido subcutâneo;1.24;242;3.03
2020;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;14;Doenças do aparelho geniturinário;4.77;998;4.72
2020;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;9;Doenças do aparelho circulatório;14.59;3107;16.67
2020;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;11;Doenças do aparelho digestivo;9.79;1565;9.83
2020;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;14;Doenças do aparelho geniturinário;10.18;1763;13.33
2020;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;16;Algumas condições originadas no período perinatal;0.17;24;0.0
2020;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;4.36;647;15.58
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.34;558;0.0
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;9;Doenças do aparelho circulatório;12.59;7134;7.87
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;15;Gravidez, parto e puerpério;10.66;1531;0.0
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;2.16;405;3.61
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.5;284;2.22
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;10;Doenças do aparelho respiratório;10.09;7511;9.68
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.62;661;1.79
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de São João, E.P.E.;1;Algumas doenças infecciosas e parasitárias;1.76;3574;21.13
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.27;13;0.0
2020;Quarto;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;10;Doenças do aparelho respiratório;11.49;1278;22.66
2020;Quarto;Região de Saúde do Norte;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;10;Doenças do aparelho respiratório;2.25;615;14.75
2020;Quarto;Região de Saúde do Norte;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;11;Doenças do aparelho digestivo;5.08;1641;11.59
2020;Quarto;Região de Saúde do Norte;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.77;362;6.25
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;6;Doenças do sistema nervoso;0.74;175;6.67
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;9;Doenças do aparelho circulatório;6.64;1348;22.39
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;10;Doenças do aparelho respiratório;6.59;1455;15.04
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;7.34;555;0.0
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;2;Neoplasias;6.22;1212;35.64
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;2.28;362;21.62
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;2.59;2601;0.0
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, E.P.E.;9;Doenças do aparelho circulatório;12.86;4676;9.51
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;15.25;1862;0.75
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.71;299;13.79
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.75;678;9.72
2020;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;9;Doenças do aparelho circulatório;13.59;2513;13.31
2020;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;7;Doenças do olho e anexos;0.09;2;0.0
2020;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;3.42;277;5.56
2020;Terceiro;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;1;Algumas doenças infecciosas e parasitárias;1.55;2216;27.03
2020;Terceiro;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;9;Doenças do aparelho circulatório;13.54;9640;12.72
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de São João, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.42;553;2.17
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de São João, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.56;192;0.0
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de São João, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;2.05;1501;8.89
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E.P.E.;1;Algumas doenças infecciosas e parasitárias;5.66;3972;23.88
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E.P.E.;16;Algumas condições originadas no período perinatal;0.11;20;0.0
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;2.04;714;3.91
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E.P.E.;22;Códigos para fins especiais;0.05;5;0.0
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Alto Ave, E.P.E.;1;Algumas doenças infecciosas e parasitárias;2.9;2133;28.19
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Alto Ave, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;1.25;532;4.69
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;6;Doenças do sistema nervoso;0.64;79;22.22
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;9;Doenças do aparelho circulatório;14.9;1965;10.05
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.64;117;0.0
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;2.14;237;3.33
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;1;Algumas doenças infecciosas e parasitárias;1.4;1607;25.0
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;7;Doenças do olho e anexos;0.58;156;0.0
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;1;Algumas doenças infecciosas e parasitárias;2.91;2597;27.13
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, E.P.E.;6;Doenças do sistema nervoso;1.41;546;3.45
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;2.31;648;2.11
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, E.P.E.;14;Doenças do aparelho geniturinário;7.89;2604;7.41
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;9.65;3295;2.78
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;1;Algumas doenças infecciosas e parasitárias;2.86;477;21.43
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;2;Neoplasias;7.03;890;14.56
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;9;Doenças do aparelho circulatório;14.19;1813;13.94
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.61;148;0.0
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.14;5;0.0
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;2.86;208;16.67
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;9.48;558;15.83
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;22;Códigos para fins especiais;0.41;101;16.67
2023;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;8.69;854;0.63
2023;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;2;Neoplasias;5.95;1284;12.4
2023;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.92;371;7.69
2023;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;6;Doenças do sistema nervoso;0.54;114;18.18
2023;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;7;Doenças do olho e anexos;0.59;12;0.0
2024;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;8.04;475;0.99
