ano;trimestre;regiao;instituicao;cod_capitulo;desc_capitulo;taxa_internamento;dias_internamento;taxa_mortalidade
2023;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;3.14;414;0.0
2023;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;15;Gravidez, parto e puerpério;6.27;320;0.0
2023;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;16;Algumas condições originadas no período perinatal;0.12;21;0.0
2023;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, E.P.E.;2;Neoplasias;11.56;14244;7.91
2022;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;2;Neoplasias;6.1;1750;14.29
2022;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;7;Doenças do olho e anexos;0.2;63;0.0
2022;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;14;Doenças do aparelho geniturinário;4.09;943;5.74
2022;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;9.45;1361;0.0
2022;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.11;19;0.0
2022;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;2.05;347;5.56
2022;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;15;Gravidez, parto e puerpério;6.11;330;0.0
2022;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;10.44;7881;3.55
2022;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;11;Doenças do aparelho digestivo;7.27;2919;6.64
2022;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;16;Algumas condições originadas no período perinatal;0.25;110;0.0
2022;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;6.61;4691;5.38
2022;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;14.65;2075;0.52
2022;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;1.05;1397;1.19
2022;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.97;1486;0.63
2022;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, E.P.E.;10;Doenças do aparelho respiratório;11.27;9930;9.27
2022;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, E.P.E.;11;Doenças do aparelho digestivo;8.08;6115;4.16
2022;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, E.P.E.;14;Doenças do aparelho geniturinário;7.99;4916;2.34
2022;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.13;806;4.4
2023;Segundo;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;7;Doenças do olho e anexos;0.51;41;0.0
2023;Segundo;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;9;Doenças do aparelho circulatório;10.95;5761;8.77
2023;Segundo;Região de Saúde do Norte;Unidade Local de Saúde de Gaia / Espinho, E.P.E.;9;Doenças do aparelho circulatório;17.33;10907;5.21
2023;Segundo;Região de Saúde do Norte;Unidade Local de Saúde de Gaia / Espinho, E.P.E.;14;Doenças do aparelho geniturinário;7.01;2883;3.38
2023;Segundo;Região de Saúde do Norte;Unidade Local de Saúde de Gaia / Espinho, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;8.44;6536;2.81
2023;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;14.11;8478;3.27
2023;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;15;Gravidez, parto e puerpério;8.82;1965;0.0
2023;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;1;Algumas doenças infecciosas e parasitárias;6.52;1002;23.38
2023;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;6;Doenças do sistema nervoso;0.93;38;9.09
2023;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;10;Doenças do aparelho respiratório;13.12;1503;20.65
2022;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.05;4;0.0
2022;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.1;7;0.0
2022;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;6;Doenças do sistema nervoso;1.2;140;0.0
2022;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.56;59;0.0
2022;Primeiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;8.37;394;2.86
2022;Primeiro;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;1;Algumas doenças infecciosas e parasitárias;1.49;1398;28.07
2022;Primeiro;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;2.17;2165;14.46
2022;Quarto;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;11;Doenças do aparelho digestivo;7.79;6287;2.93
2022;Quarto;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;3.64;1945;1.05
2022;Quarto;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;15;Gravidez, parto e puerpério;11.38;3500;0.0
2022;Quarto;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;1.69;1463;1.5
2022;Quarto;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;11;Doenças do aparelho digestivo;12.47;3241;3.88
2022;Quarto;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;16;Algumas condições originadas no período perinatal;0.6;45;0.0
2022;Quarto;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;13.66;1624;0.42
2022;Quarto;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.84;637;9.84
2022;Quarto;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, E.P.E.;6;Doenças do sistema nervoso;1.2;450;7.5
2023;Segundo;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;11;Doenças do aparelho digestivo;12.37;3368;2.98
2023;Segundo;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;4.08;1015;0.65
2023;Segundo;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;22;Códigos para fins especiais;1.24;770;12.77
2023;Segundo;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;1;Algumas doenças infecciosas e parasitárias;3.69;5488;17.53
2023;Segundo;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;3.65;2840;1.97
2023;Segundo;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;7;Doenças do olho e anexos;0.74;180;0.0
2023;Segundo;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.85;1395;0.0
2023;Segundo;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;11;Doenças do aparelho digestivo;8.47;6597;3.25
2023;Segundo;Região de Saúde do Norte;Unidade Local de Saúde de São João, E.P.E.;9;Doenças do aparelho circulatório;12.5;16643;5.82
2023;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;3.64;193;4.65
2023;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;13.89;1547;1.22
2023;Terceiro;Região de Saúde do Norte;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;2;Neoplasias;70.61;19467;11.09
2023;Terceiro;Região de Saúde do Norte;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;0.61;101;0.0
2023;Terceiro;Região de Saúde do Norte;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;1.23;436;8.82
2023;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;2;Neoplasias;5.6;942;13.64
2023;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.46;63;0.0
2023;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.99;454;5.13
2023;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;10;Doenças do aparelho respiratório;7.03;1123;20.29
2023;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;12;Doenças da pele e do tecido subcutâneo;1.27;264;12.0
2022;Primeiro;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;9;Doenças do aparelho circulatório;14.73;14325;12.0
2022;Primeiro;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;16;Algumas condições originadas no período perinatal;0.29;174;0.0
2022;Primeiro;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.29;93;0.0
2022;Primeiro;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;8.55;9784;3.68
2022;Primeiro;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;22;Códigos para fins especiais;6.97;6945;27.07
2022;Primeiro;Região de Saúde do Centro;Instituto Português Oncologia  F. Gentil - Coimbra, E.P.E.;1;Algumas doenças infecciosas e parasitárias;0.08;84;100.0
2020;Terceiro;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;2.27;1439;6.79
2020;Terceiro;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;15.34;5482;3.56
2020;Terceiro;Região de Saúde do Centro;Instituto Português Oncologia  F. Gentil - Coimbra, E.P.E.;1;Algumas doenças infecciosas e parasitárias;0.15;38;0.0
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, E.P.E.;10;Doenças do aparelho respiratório;8.04;2638;20.22
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, E.P.E.;11;Doenças do aparelho digestivo;13.09;2109;2.41
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Alto Ave, E.P.E.;14;Doenças do aparelho geniturinário;4.33;1706;7.21
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;9.81;5049;3.48
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Médio Ave, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.12;77;0.0
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Médio Ave, E.P.E.;9;Doenças do aparelho circulatório;8.45;2667;15.05
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;2;Neoplasias;5.59;1880;10.48
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.32;79;0.0
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;4.26;962;1.06
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;14;Doenças do aparelho geniturinário;5.81;1969;7.75
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.05;7;0.0
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;8.94;3164;2.27
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;9.73;1856;0.0
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;22;Códigos para fins especiais;13.06;4931;16.38
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Gaia / Espinho, E.P.E.;6;Doenças do sistema nervoso;1.49;917;16.09
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Gaia / Espinho, E.P.E.;11;Doenças do aparelho digestivo;8.54;3486;5.82
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Gaia / Espinho, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;6.09;1828;0.28
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;2.62;836;4.0
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, E.P.E.;11;Doenças do aparelho digestivo;7.47;5672;6.85
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, E.P.E.;16;Algumas condições originadas no período perinatal;0.2;227;22.22
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;6;Doenças do sistema nervoso;1.72;600;26.39
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;9;Doenças do aparelho circulatório;16.3;6090;11.14
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;11;Doenças do aparelho digestivo;10.13;3638;8.96
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;11.14;4741;5.79
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;14;Doenças do aparelho geniturinário;11.63;788;5.56
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;16;Algumas condições originadas no período perinatal;0.28;46;0.0
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.22;54;0.0
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;8.16;655;1.37
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.68;448;8.96
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, E.P.E.;6;Doenças do sistema nervoso;1.28;627;9.8
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.83;75;0.0
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, E.P.E.;10;Doenças do aparelho respiratório;7.66;2175;11.15
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.15;52;0.0
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, E.P.E.;2;Neoplasias;6.71;3616;15.48
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Médio Ave, E.P.E.;12;Doenças da pele e do tecido subcutâneo;1.23;293;6.67
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Médio Ave, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;13.54;1216;0.0
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Nordeste, E.P.E.;7;Doenças do olho e anexos;0.07;11;0.0
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Nordeste, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.41;69;0.0
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Nordeste, E.P.E.;22;Códigos para fins especiais;0.22;25;33.33
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;10;Doenças do aparelho respiratório;18.28;8239;13.26
2020;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;3.91;1588;0.45
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;6;Doenças do sistema nervoso;1.49;538;5.26
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.89;604;0.0
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;14;Doenças do aparelho geniturinário;6.85;1726;6.11
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;15;Gravidez, parto e puerpério;11.61;1483;0.0
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;16;Algumas condições originadas no período perinatal;0.52;54;0.0
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.38;323;9.09
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;9;Doenças do aparelho circulatório;9.89;16154;9.11
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;14;Doenças do aparelho geniturinário;6.68;4523;3.29
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de São João, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;3.57;2657;3.63
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de São João, E.P.E.;9;Doenças do aparelho circulatório;14.56;15676;7.25
2020;Segundo;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;22;Códigos para fins especiais;0.83;164;22.22
2020;Segundo;Região de Saúde do Norte;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;3.15;947;6.94
2020;Segundo;Região de Saúde do Norte;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;6;Doenças do sistema nervoso;0.74;250;47.06
2020;Segundo;Região de Saúde do Norte;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;0.61;157;0.0
2020;Segundo;Região de Saúde do Norte;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.88;672;34.88
2020;Segundo;Região de Saúde do Norte;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;1.31;435;3.33
2020;Segundo;Região de Saúde do Norte;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;11.68;1380;1.87
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;9;Doenças do aparelho circulatório;7.22;1283;13.27
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;10;Doenças do aparelho respiratório;6.01;823;21.28
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;22;Códigos para fins especiais;3.13;688;34.69
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;2.22;909;3.6
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.48;91;0.0
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, E.P.E.;9;Doenças do aparelho circulatório;13.17;5705;9.71
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Região de Leiria, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;10.61;4929;2.64
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.42;55;0.0
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;7;Doenças do olho e anexos;0.06;1;0.0
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;4.98;695;1.22
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;14;Doenças do aparelho geniturinário;8.25;795;2.94
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;3.03;314;4.0
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;22;Códigos para fins especiais;1.58;913;0.0
2020;Quarto;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;1;Algumas doenças infecciosas e parasitárias;3.1;995;33.73
2020;Quarto;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;6;Doenças do sistema nervoso;0.75;119;5.0
2020;Quarto;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;22;Códigos para fins especiais;9.36;2887;23.9
2020;Quarto;Região de Saúde LVT;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.63;253;16.67
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de São João, E.P.E.;14;Doenças do aparelho geniturinário;6.84;4888;2.71
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.65;627;3.26
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E.P.E.;7;Doenças do olho e anexos;0.25;43;0.0
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E.P.E.;22;Códigos para fins especiais;10.03;4656;20.39
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde do Alto Ave, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.5;96;0.0
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde do Alto Ave, E.P.E.;9;Doenças do aparelho circulatório;10.48;5177;8.98
2020;Quarto;Região de Saúde do Norte;Unidade Local de Saúde do Alto Ave, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.59;267;3.57
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;2;Neoplasias;5.0;394;18.18
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;2.39;216;4.76
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;16;Algumas condições originadas no período perinatal;0.23;15;0.0
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.11;1;0.0
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.39;264;4.35
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;9;Doenças do aparelho circulatório;12.71;6455;9.52
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.56;273;0.0
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, E.P.E.;10;Doenças do aparelho respiratório;6.28;6844;15.92
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.8;507;7.32
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;1.43;1405;4.11
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;6;Doenças do sistema nervoso;1.82;1283;9.68
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;7;Doenças do olho e anexos;0.06;33;0.0
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.29;139;6.67
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;15;Gravidez, parto e puerpério;10.02;1859;0.2
2020;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;11.16;6631;4.91
