freq;freq_label;unit;unit_label;wstatus;wstatus_label;nace_r2;nace_r2_label;geo;geo_label;time;time_label;value
A;Annual;THS;Thousand;EMP;Employed persons;O-Q;Public administration, defence, education, human health and social work activities;PT193;Região de Leiria;2000;2000;18.03
A;Annual;THS;Thousand;SAL;Employees;O-Q;Public administration, defence, education, human health and social work activities;PT193;Região de Leiria;2000;2000;17.27
A;Annual;THS;Thousand;SELF;Self-employed persons;O-Q;Public administration, defence, education, human health and social work activities;PT193;Região de Leiria;2000;2000;16.88
A;Annual;THS;Thousand;EMP;Employed persons;R-U;"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies";PT193;Região de Leiria;2000;2000;18.99
A;Annual;THS;Thousand;SAL;Employees;R-U;"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies";PT193;Região de Leiria;2000;2000;18.0
A;Annual;THS;Thousand;SELF;Self-employed persons;R-U;"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies";PT193;Região de Leiria;2000;2000;17.57
A;Annual;THS;Thousand;EMP;Employed persons;TOTAL;Total - all NACE activities;PT194;Viseu Dão Lafões;2000;2000;19.07
A;Annual;THS;Thousand;SAL;Employees;TOTAL;Total - all NACE activities;PT194;Viseu Dão Lafões;2000;2000;18.15
A;Annual;THS;Thousand;SELF;Self-employed persons;TOTAL;Total - all NACE activities;PT194;Viseu Dão Lafões;2000;2000;18.01
A;Annual;THS;Thousand;EMP;Employed persons;A;Agriculture, forestry and fishing;PT194;Viseu Dão Lafões;2000;2000;16.59
A;Annual;THS;Thousand;SAL;Employees;A;Agriculture, forestry and fishing;PT194;Viseu Dão Lafões;2000;2000;16.48
A;Annual;THS;Thousand;SELF;Self-employed persons;A;Agriculture, forestry and fishing;PT194;Viseu Dão Lafões;2000;2000;15.76
A;Annual;THS;Thousand;EMP;Employed persons;B-E;Industry (except construction);PT194;Viseu Dão Lafões;2000;2000;16.15
A;Annual;THS;Thousand;SAL;Employees;B-E;Industry (except construction);PT194;Viseu Dão Lafões;2000;2000;16.07
A;Annual;THS;Thousand;SELF;Self-employed persons;B-E;Industry (except construction);PT194;Viseu Dão Lafões;2000;2000;17.65
A;Annual;THS;Thousand;EMP;Employed persons;C;Manufacturing;PT194;Viseu Dão Lafões;2000;2000;17.89
A;Annual;THS;Thousand;SAL;Employees;C;Manufacturing;PT194;Viseu Dão Lafões;2000;2000;19.11
A;Annual;THS;Thousand;SELF;Self-employed persons;C;Manufacturing;PT194;Viseu Dão Lafões;2000;2000;19.22
A;Annual;THS;Thousand;EMP;Employed persons;F;Construction;PT194;Viseu Dão Lafões;2000;2000;18.18
A;Annual;THS;Thousand;SAL;Employees;F;Construction;PT194;Viseu Dão Lafões;2000;2000;18.04
A;Annual;THS;Thousand;SELF;Self-employed persons;F;Construction;PT194;Viseu Dão Lafões;2000;2000;19.07
A;Annual;THS;Thousand;SELF;Self-employed persons;G-I;Wholesale and retail trade, transport, accommodation and food service activities;PT194;Viseu Dão Lafões;2000;2000;2.91
A;Annual;THS;Thousand;EMP;Employed persons;J;Information and communication;PT194;Viseu Dão Lafões;2000;2000;2.98
A;Annual;THS;Thousand;SAL;Employees;J;Information and communication;PT194;Viseu Dão Lafões;2000;2000;2.89
A;Annual;THS;Thousand;SELF;Self-employed persons;J;Information and communication;PT194;Viseu Dão Lafões;2000;2000;3.02
A;Annual;THS;Thousand;EMP;Employed persons;K-N;"Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities";PT194;Viseu Dão Lafões;2000;2000;2.88
A;Annual;THS;Thousand;SAL;Employees;K-N;"Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities";PT194;Viseu Dão Lafões;2000;2000;3.68
A;Annual;THS;Thousand;SELF;Self-employed persons;K-N;"Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities";PT194;Viseu Dão Lafões;2000;2000;4.29
A;Annual;THS;Thousand;EMP;Employed persons;K;Financial and insurance activities;PT194;Viseu Dão Lafões;2000;2000;4.01
A;Annual;THS;Thousand;SAL;Employees;K;Financial and insurance activities;PT194;Viseu Dão Lafões;2000;2000;4.08
A;Annual;THS;Thousand;SELF;Self-employed persons;K;Financial and insurance activities;PT194;Viseu Dão Lafões;2000;2000;3.89
A;Annual;THS;Thousand;EMP;Employed persons;L;Real estate activities;PT194;Viseu Dão Lafões;2000;2000;3.65
A;Annual;THS;Thousand;SAL;Employees;L;Real estate activities;PT194;Viseu Dão Lafões;2000;2000;3.79
A;Annual;THS;Thousand;SELF;Self-employed persons;L;Real estate activities;PT194;Viseu Dão Lafões;2000;2000;3.71
A;Annual;THS;Thousand;EMP;Employed persons;M_N;"Professional, scientific and technical activities; administrative and support service activities";PT194;Viseu Dão Lafões;2000;2000;4.21
A;Annual;THS;Thousand;SAL;Employees;M_N;"Professional, scientific and technical activities; administrative and support service activities";PT194;Viseu Dão Lafões;2000;2000;3.73
A;Annual;THS;Thousand;SELF;Self-employed persons;M_N;"Professional, scientific and technical activities; administrative and support service activities";PT194;Viseu Dão Lafões;2000;2000;3.79
A;Annual;THS;Thousand;EMP;Employed persons;O-U;"Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation, repair of household goods and other services";PT194;Viseu Dão Lafões;2000;2000;3.72
A;Annual;THS;Thousand;SAL;Employees;O-U;"Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation, repair of household goods and other services";PT194;Viseu Dão Lafões;2000;2000;3.7
A;Annual;THS;Thousand;SELF;Self-employed persons;O-U;"Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation, repair of household goods and other services";PT194;Viseu Dão Lafões;2000;2000;3.74
A;Annual;THS;Thousand;EMP;Employed persons;O-Q;Public administration, defence, education, human health and social work activities;PT194;Viseu Dão Lafões;2000;2000;3.91
A;Annual;THS;Thousand;SAL;Employees;O-Q;Public administration, defence, education, human health and social work activities;PT194;Viseu Dão Lafões;2000;2000;3.81
A;Annual;THS;Thousand;SELF;Self-employed persons;O-Q;Public administration, defence, education, human health and social work activities;PT194;Viseu Dão Lafões;2000;2000;3.8
A;Annual;THS;Thousand;EMP;Employed persons;R-U;"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies";PT194;Viseu Dão Lafões;2000;2000;3.53
A;Annual;THS;Thousand;SAL;Employees;R-U;"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies";PT194;Viseu Dão Lafões;2000;2000;3.71
A;Annual;THS;Thousand;SAL;Employees;A;Agriculture, forestry and fishing;PT195;Beira Baixa;2000;2000;0.25
A;Annual;THS;Thousand;SELF;Self-employed persons;A;Agriculture, forestry and fishing;PT195;Beira Baixa;2000;2000;0.23
A;Annual;THS;Thousand;EMP;Employed persons;B-E;Industry (except construction);PT195;Beira Baixa;2000;2000;0.23
A;Annual;THS;Thousand;SAL;Employees;B-E;Industry (except construction);PT195;Beira Baixa;2000;2000;0.24
A;Annual;THS;Thousand;SELF;Self-employed persons;B-E;Industry (except construction);PT195;Beira Baixa;2000;2000;0.21
A;Annual;THS;Thousand;EMP;Employed persons;C;Manufacturing;PT195;Beira Baixa;2000;2000;0.22
A;Annual;THS;Thousand;SAL;Employees;C;Manufacturing;PT195;Beira Baixa;2000;2000;0.29
A;Annual;THS;Thousand;SELF;Self-employed persons;C;Manufacturing;PT195;Beira Baixa;2000;2000;0.26
A;Annual;THS;Thousand;EMP;Employed persons;F;Construction;PT195;Beira Baixa;2000;2000;0.25
A;Annual;THS;Thousand;SAL;Employees;F;Construction;PT195;Beira Baixa;2000;2000;0.25
A;Annual;THS;Thousand;SELF;Self-employed persons;F;Construction;PT195;Beira Baixa;2000;2000;0.22
A;Annual;THS;Thousand;EMP;Employed persons;G-J;"Wholesale and retail trade; transport; accommodation and food service activities; information and communication";PT195;Beira Baixa;2000;2000;0.21
A;Annual;THS;Thousand;SAL;Employees;G-J;"Wholesale and retail trade; transport; accommodation and food service activities; information and communication";PT195;Beira Baixa;2000;2000;0.18
A;Annual;THS;Thousand;SELF;Self-employed persons;G-J;"Wholesale and retail trade; transport; accommodation and food service activities; information and communication";PT195;Beira Baixa;2000;2000;0.17
A;Annual;THS;Thousand;EMP;Employed persons;G-I;Wholesale and retail trade, transport, accommodation and food service activities;PT195;Beira Baixa;2000;2000;0.16
A;Annual;THS;Thousand;SAL;Employees;G-I;Wholesale and retail trade, transport, accommodation and food service activities;PT195;Beira Baixa;2000;2000;0.15
A;Annual;THS;Thousand;SELF;Self-employed persons;G-I;Wholesale and retail trade, transport, accommodation and food service activities;PT195;Beira Baixa;2000;2000;0.13
A;Annual;THS;Thousand;EMP;Employed persons;J;Information and communication;PT195;Beira Baixa;2000;2000;0.13
A;Annual;THS;Thousand;SAL;Employees;J;Information and communication;PT195;Beira Baixa;2000;2000;0.14
A;Annual;THS;Thousand;SELF;Self-employed persons;J;Information and communication;PT195;Beira Baixa;2000;2000;0.15
A;Annual;THS;Thousand;EMP;Employed persons;K-N;"Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities";PT195;Beira Baixa;2000;2000;0.14
A;Annual;THS;Thousand;SAL;Employees;K-N;"Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities";PT195;Beira Baixa;2000;2000;0.13
A;Annual;THS;Thousand;SELF;Self-employed persons;K-N;"Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities";PT195;Beira Baixa;2000;2000;0.13
A;Annual;THS;Thousand;EMP;Employed persons;K;Financial and insurance activities;PT195;Beira Baixa;2000;2000;0.14
A;Annual;THS;Thousand;EMP;Employed persons;M_N;"Professional, scientific and technical activities; administrative and support service activities";PT195;Beira Baixa;2000;2000;4.99
A;Annual;THS;Thousand;SAL;Employees;M_N;"Professional, scientific and technical activities; administrative and support service activities";PT195;Beira Baixa;2000;2000;4.96
A;Annual;THS;Thousand;SELF;Self-employed persons;M_N;"Professional, scientific and technical activities; administrative and support service activities";PT195;Beira Baixa;2000;2000;5.55
A;Annual;THS;Thousand;EMP;Employed persons;O-U;"Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation, repair of household goods and other services";PT195;Beira Baixa;2000;2000;5.9
A;Annual;THS;Thousand;SAL;Employees;O-U;"Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation, repair of household goods and other services";PT195;Beira Baixa;2000;2000;5.68
A;Annual;THS;Thousand;SELF;Self-employed persons;O-U;"Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation, repair of household goods and other services";PT195;Beira Baixa;2000;2000;5.76
A;Annual;THS;Thousand;EMP;Employed persons;O-Q;Public administration, defence, education, human health and social work activities;PT195;Beira Baixa;2000;2000;6.53
A;Annual;THS;Thousand;SAL;Employees;O-Q;Public administration, defence, education, human health and social work activities;PT195;Beira Baixa;2000;2000;6.36
A;Annual;THS;Thousand;SELF;Self-employed persons;O-Q;Public administration, defence, education, human health and social work activities;PT195;Beira Baixa;2000;2000;6.27
A;Annual;THS;Thousand;EMP;Employed persons;R-U;"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies";PT195;Beira Baixa;2000;2000;6.21
A;Annual;THS;Thousand;SAL;Employees;R-U;"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies";PT195;Beira Baixa;2000;2000;5.34
A;Annual;THS;Thousand;SELF;Self-employed persons;R-U;"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies";PT195;Beira Baixa;2000;2000;5.13
A;Annual;THS;Thousand;EMP;Employed persons;TOTAL;Total - all NACE activities;PT196;Beiras e Serra da Estrela;2000;2000;4.73
A;Annual;THS;Thousand;SAL;Employees;TOTAL;Total - all NACE activities;PT196;Beiras e Serra da Estrela;2000;2000;4.46
A;Annual;THS;Thousand;SELF;Self-employed persons;TOTAL;Total - all NACE activities;PT196;Beiras e Serra da Estrela;2000;2000;4.29
A;Annual;THS;Thousand;EMP;Employed persons;A;Agriculture, forestry and fishing;PT196;Beiras e Serra da Estrela;2000;2000;4.48
A;Annual;THS;Thousand;SAL;Employees;A;Agriculture, forestry and fishing;PT196;Beiras e Serra da Estrela;2000;2000;4.31
A;Annual;THS;Thousand;SELF;Self-employed persons;A;Agriculture, forestry and fishing;PT196;Beiras e Serra da Estrela;2000;2000;4.26
A;Annual;THS;Thousand;EMP;Employed persons;B-E;Industry (except construction);PT196;Beiras e Serra da Estrela;2000;2000;4.22
A;Annual;THS;Thousand;SAL;Employees;B-E;Industry (except construction);PT196;Beiras e Serra da Estrela;2000;2000;4.3
A;Annual;THS;Thousand;SELF;Self-employed persons;B-E;Industry (except construction);PT196;Beiras e Serra da Estrela;2000;2000;4.07
A;Annual;THS;Thousand;EMP;Employed persons;C;Manufacturing;PT196;Beiras e Serra da Estrela;2000;2000;3.92
A;Annual;THS;Thousand;SAL;Employees;C;Manufacturing;PT196;Beiras e Serra da Estrela;2000;2000;3.64
A;Annual;THS;Thousand;SELF;Self-employed persons;C;Manufacturing;PT196;Beiras e Serra da Estrela;2000;2000;3.87
A;Annual;THS;Thousand;SELF;Self-employed persons;G-J;"Wholesale and retail trade; transport; accommodation and food service activities; information and communication";PT196;Beiras e Serra da Estrela;2000;2000;1.56
A;Annual;THS;Thousand;EMP;Employed persons;G-I;Wholesale and retail trade, transport, accommodation and food service activities;PT196;Beiras e Serra da Estrela;2000;2000;1.51
A;Annual;THS;Thousand;SAL;Employees;G-I;Wholesale and retail trade, transport, accommodation and food service activities;PT196;Beiras e Serra da Estrela;2000;2000;2.09
A;Annual;THS;Thousand;SELF;Self-employed persons;G-I;Wholesale and retail trade, transport, accommodation and food service activities;PT196;Beiras e Serra da Estrela;2000;2000;2.25
A;Annual;THS;Thousand;EMP;Employed persons;J;Information and communication;PT196;Beiras e Serra da Estrela;2000;2000;2.22
A;Annual;THS;Thousand;SAL;Employees;J;Information and communication;PT196;Beiras e Serra da Estrela;2000;2000;2.25
A;Annual;THS;Thousand;SELF;Self-employed persons;J;Information and communication;PT196;Beiras e Serra da Estrela;2000;2000;2.81
A;Annual;THS;Thousand;EMP;Employed persons;K-N;"Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities";PT196;Beiras e Serra da Estrela;2000;2000;2.47
A;Annual;THS;Thousand;SAL;Employees;K-N;"Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities";PT196;Beiras e Serra da Estrela;2000;2000;2.6
A;Annual;THS;Thousand;SELF;Self-employed persons;K-N;"Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities";PT196;Beiras e Serra da Estrela;2000;2000;2.48
A;Annual;THS;Thousand;EMP;Employed persons;K;Financial and insurance activities;PT196;Beiras e Serra da Estrela;2000;2000;2.05
A;Annual;THS;Thousand;SAL;Employees;K;Financial and insurance activities;PT196;Beiras e Serra da Estrela;2000;2000;1.91
A;Annual;THS;Thousand;SELF;Self-employed persons;K;Financial and insurance activities;PT196;Beiras e Serra da Estrela;2000;2000;1.67
A;Annual;THS;Thousand;EMP;Employed persons;L;Real estate activities;PT196;Beiras e Serra da Estrela;2000;2000;1.67
A;Annual;THS;Thousand;SAL;Employees;L;Real estate activities;PT196;Beiras e Serra da Estrela;2000;2000;1.71
A;Annual;THS;Thousand;SELF;Self-employed persons;L;Real estate activities;PT196;Beiras e Serra da Estrela;2000;2000;1.9
A;Annual;THS;Thousand;EMP;Employed persons;M_N;"Professional, scientific and technical activities; administrative and support service activities";PT196;Beiras e Serra da Estrela;2000;2000;1.87
A;Annual;THS;Thousand;SAL;Employees;M_N;"Professional, scientific and technical activities; administrative and support service activities";PT196;Beiras e Serra da Estrela;2000;2000;1.84
A;Annual;THS;Thousand;SELF;Self-employed persons;M_N;"Professional, scientific and technical activities; administrative and support service activities";PT196;Beiras e Serra da Estrela;2000;2000;1.86
A;Annual;THS;Thousand;EMP;Employed persons;O-U;"Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation, repair of household goods and other services";PT196;Beiras e Serra da Estrela;2000;2000;1.95
A;Annual;THS;Thousand;SAL;Employees;O-U;"Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation, repair of household goods and other services";PT196;Beiras e Serra da Estrela;2000;2000;1.82
A;Annual;THS;Thousand;SELF;Self-employed persons;O-U;"Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation, repair of household goods and other services";PT196;Beiras e Serra da Estrela;2000;2000;1.83
A;Annual;THS;Thousand;EMP;Employed persons;O-Q;Public administration, defence, education, human health and social work activities;PT196;Beiras e Serra da Estrela;2000;2000;1.61
A;Annual;THS;Thousand;SAL;Employees;O-Q;Public administration, defence, education, human health and social work activities;PT196;Beiras e Serra da Estrela;2000;2000;1.72
A;Annual;THS;Thousand;SAL;Employees;TOTAL;Total - all NACE activities;PT1A;Grande Lisboa;2000;2000;3.43
A;Annual;THS;Thousand;SELF;Self-employed persons;TOTAL;Total - all NACE activities;PT1A;Grande Lisboa;2000;2000;3.45
A;Annual;THS;Thousand;EMP;Employed persons;A;Agriculture, forestry and fishing;PT1A;Grande Lisboa;2000;2000;3.46
A;Annual;THS;Thousand;SAL;Employees;A;Agriculture, forestry and fishing;PT1A;Grande Lisboa;2000;2000;3.65
A;Annual;THS;Thousand;SELF;Self-employed persons;A;Agriculture, forestry and fishing;PT1A;Grande Lisboa;2000;2000;3.46
A;Annual;THS;Thousand;EMP;Employed persons;B-E;Industry (except construction);PT1A;Grande Lisboa;2000;2000;3.51
A;Annual;THS;Thousand;SAL;Employees;B-E;Industry (except construction);PT1A;Grande Lisboa;2000;2000;3.72
A;Annual;THS;Thousand;SELF;Self-employed persons;B-E;Industry (except construction);PT1A;Grande Lisboa;2000;2000;3.89
A;Annual;THS;Thousand;EMP;Employed persons;C;Manufacturing;PT1A;Grande Lisboa;2000;2000;3.68
A;Annual;THS;Thousand;SAL;Employees;C;Manufacturing;PT1A;Grande Lisboa;2000;2000;3.72
A;Annual;THS;Thousand;SELF;Self-employed persons;C;Manufacturing;PT1A;Grande Lisboa;2000;2000;3.29
A;Annual;THS;Thousand;EMP;Employed persons;F;Construction;PT1A;Grande Lisboa;2000;2000;3.22
A;Annual;THS;Thousand;SAL;Employees;F;Construction;PT1A;Grande Lisboa;2000;2000;3.06
A;Annual;THS;Thousand;SELF;Self-employed persons;F;Construction;PT1A;Grande Lisboa;2000;2000;2.8
A;Annual;THS;Thousand;EMP;Employed persons;G-J;"Wholesale and retail trade; transport; accommodation and food service activities; information and communication";PT1A;Grande Lisboa;2000;2000;2.58
A;Annual;THS;Thousand;SAL;Employees;G-J;"Wholesale and retail trade; transport; accommodation and food service activities; information and communication";PT1A;Grande Lisboa;2000;2000;2.58
A;Annual;THS;Thousand;SELF;Self-employed persons;G-J;"Wholesale and retail trade; transport; accommodation and food service activities; information and communication";PT1A;Grande Lisboa;2000;2000;2.44
A;Annual;THS;Thousand;EMP;Employed persons;G-I;Wholesale and retail trade, transport, accommodation and food service activities;PT1A;Grande Lisboa;2000;2000;2.42
A;Annual;THS;Thousand;SAL;Employees;G-I;Wholesale and retail trade, transport, accommodation and food service activities;PT1A;Grande Lisboa;2000;2000;2.36
A;Annual;THS;Thousand;SELF;Self-employed persons;G-I;Wholesale and retail trade, transport, accommodation and food service activities;PT1A;Grande Lisboa;2000;2000;2.35
A;Annual;THS;Thousand;EMP;Employed persons;J;Information and communication;PT1A;Grande Lisboa;2000;2000;2.25
A;Annual;THS;Thousand;SAL;Employees;J;Information and communication;PT1A;Grande Lisboa;2000;2000;2.09
A;Annual;THS;Thousand;SELF;Self-employed persons;J;Information and communication;PT1A;Grande Lisboa;2000;2000;2.03
A;Annual;THS;Thousand;EMP;Employed persons;K-N;"Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities";PT1A;Grande Lisboa;2000;2000;2.15
A;Annual;THS;Thousand;EMP;Employed persons;L;Real estate activities;PT1A;Grande Lisboa;2000;2000;9.7
A;Annual;THS;Thousand;SAL;Employees;L;Real estate activities;PT1A;Grande Lisboa;2000;2000;9.82
A;Annual;THS;Thousand;SELF;Self-employed persons;L;Real estate activities;PT1A;Grande Lisboa;2000;2000;10.17
A;Annual;THS;Thousand;EMP;Employed persons;M_N;"Professional, scientific and technical activities; administrative and support service activities";PT1A;Grande Lisboa;2000;2000;10.46
A;Annual;THS;Thousand;SAL;Employees;M_N;"Professional, scientific and technical activities; administrative and support service activities";PT1A;Grande Lisboa;2000;2000;10.14
A;Annual;THS;Thousand;SELF;Self-employed persons;M_N;"Professional, scientific and technical activities; administrative and support service activities";PT1A;Grande Lisboa;2000;2000;10.3
A;Annual;THS;Thousand;EMP;Employed persons;O-U;"Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation, repair of household goods and other services";PT1A;Grande Lisboa;2000;2000;8.19
A;Annual;THS;Thousand;SAL;Employees;O-U;"Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation, repair of household goods and other services";PT1A;Grande Lisboa;2000;2000;11.42
A;Annual;THS;Thousand;SELF;Self-employed persons;O-U;"Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation, repair of household goods and other services";PT1A;Grande Lisboa;2000;2000;11.78
A;Annual;THS;Thousand;EMP;Employed persons;O-Q;Public administration, defence, education, human health and social work activities;PT1A;Grande Lisboa;2000;2000;12.27
A;Annual;THS;Thousand;SAL;Employees;O-Q;Public administration, defence, education, human health and social work activities;PT1A;Grande Lisboa;2000;2000;10.85
A;Annual;THS;Thousand;SELF;Self-employed persons;O-Q;Public administration, defence, education, human health and social work activities;PT1A;Grande Lisboa;2000;2000;10.51
A;Annual;THS;Thousand;EMP;Employed persons;R-U;"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies";PT1A;Grande Lisboa;2000;2000;10.08
A;Annual;THS;Thousand;SAL;Employees;R-U;"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies";PT1A;Grande Lisboa;2000;2000;9.6
A;Annual;THS;Thousand;SELF;Self-employed persons;R-U;"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies";PT1A;Grande Lisboa;2000;2000;9.2
A;Annual;THS;Thousand;EMP;Employed persons;TOTAL;Total - all NACE activities;PT1A0;Grande Lisboa;2000;2000;9.26
A;Annual;THS;Thousand;SAL;Employees;TOTAL;Total - all NACE activities;PT1A0;Grande Lisboa;2000;2000;8.96
A;Annual;THS;Thousand;SELF;Self-employed persons;TOTAL;Total - all NACE activities;PT1A0;Grande Lisboa;2000;2000;9.29
A;Annual;THS;Thousand;EMP;Employed persons;A;Agriculture, forestry and fishing;PT1A0;Grande Lisboa;2000;2000;9.45
A;Annual;THS;Thousand;SAL;Employees;A;Agriculture, forestry and fishing;PT1A0;Grande Lisboa;2000;2000;9.49
A;Annual;THS;Thousand;SELF;Self-employed persons;A;Agriculture, forestry and fishing;PT1A0;Grande Lisboa;2000;2000;9.04
A;Annual;THS;Thousand;EMP;Employed persons;B-E;Industry (except construction);PT1A0;Grande Lisboa;2000;2000;8.52
A;Annual;THS;Thousand;SAL;Employees;B-E;Industry (except construction);PT1A0;Grande Lisboa;2000;2000;8.28
A;Annual;THS;Thousand;SELF;Self-employed persons;B-E;Industry (except construction);PT1A0;Grande Lisboa;2000;2000;8.78
A;Annual;THS;Thousand;SELF;Self-employed persons;F;Construction;PT1A0;Grande Lisboa;2000;2000;3.65
A;Annual;THS;Thousand;EMP;Employed persons;G-J;"Wholesale and retail trade; transport; accommodation and food service activities; information and communication";PT1A0;Grande Lisboa;2000;2000;3.88
A;Annual;THS;Thousand;SAL;Employees;G-J;"Wholesale and retail trade; transport; accommodation and food service activities; information and communication";PT1A0;Grande Lisboa;2000;2000;3.6
A;Annual;THS;Thousand;SELF;Self-employed persons;G-J;"Wholesale and retail trade; transport; accommodation and food service activities; information and communication";PT1A0;Grande Lisboa;2000;2000;3.71
A;Annual;THS;Thousand;EMP;Employed persons;G-I;Wholesale and retail trade, transport, accommodation and food service activities;PT1A0;Grande Lisboa;2000;2000;3.63
A;Annual;THS;Thousand;SAL;Employees;G-I;Wholesale and retail trade, transport, accommodation and food service activities;PT1A0;Grande Lisboa;2000;2000;3.67
A;Annual;THS;Thousand;SELF;Self-employed persons;G-I;Wholesale and retail trade, transport, accommodation and food service activities;PT1A0;Grande Lisboa;2000;2000;3.08
A;Annual;THS;Thousand;EMP;Employed persons;J;Information and communication;PT1A0;Grande Lisboa;2000;2000;4.06
A;Annual;THS;Thousand;SAL;Employees;J;Information and communication;PT1A0;Grande Lisboa;2000;2000;4.33
A;Annual;THS;Thousand;SELF;Self-employed persons;J;Information and communication;PT1A0;Grande Lisboa;2000;2000;4.32
A;Annual;THS;Thousand;EMP;Employed persons;K-N;"Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities";PT1A0;Grande Lisboa;2000;2000;3.59
A;Annual;THS;Thousand;SAL;Employees;K-N;"Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities";PT1A0;Grande Lisboa;2000;2000;3.5
A;Annual;THS;Thousand;SELF;Self-employed persons;K-N;"Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities";PT1A0;Grande Lisboa;2000;2000;3.54
A;Annual;THS;Thousand;EMP;Employed persons;K;Financial and insurance activities;PT1A0;Grande Lisboa;2000;2000;3.41
A;Annual;THS;Thousand;SAL;Employees;K;Financial and insurance activities;PT1A0;Grande Lisboa;2000;2000;3.18
A;Annual;THS;Thousand;SELF;Self-employed persons;K;Financial and insurance activities;PT1A0;Grande Lisboa;2000;2000;3.24
A;Annual;THS;Thousand;EMP;Employed persons;L;Real estate activities;PT1A0;Grande Lisboa;2000;2000;3.17
A;Annual;THS;Thousand;SAL;Employees;L;Real estate activities;PT1A0;Grande Lisboa;2000;2000;3.21
A;Annual;THS;Thousand;SELF;Self-employed persons;L;Real estate activities;PT1A0;Grande Lisboa;2000;2000;3.39
A;Annual;THS;Thousand;EMP;Employed persons;M_N;"Professional, scientific and technical activities; administrative and support service activities";PT1A0;Grande Lisboa;2000;2000;3.48
A;Annual;THS;Thousand;SAL;Employees;M_N;"Professional, scientific and technical activities; administrative and support service activities";PT1A0;Grande Lisboa;2000;2000;3.4
A;Annual;THS;Thousand;SELF;Self-employed persons;M_N;"Professional, scientific and technical activities; administrative and support service activities";PT1A0;Grande Lisboa;2000;2000;3.22
A;Annual;THS;Thousand;EMP;Employed persons;O-U;"Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation, repair of household goods and other services";PT1A0;Grande Lisboa;2000;2000;3.12
A;Annual;THS;Thousand;SAL;Employees;O-U;"Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation, repair of household goods and other services";PT1A0;Grande Lisboa;2000;2000;3.3
A;Annual;THS;Thousand;SAL;Employees;R-U;"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies";PT1A0;Grande Lisboa;2000;2000;6.05
A;Annual;THS;Thousand;SELF;Self-employed persons;R-U;"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies";PT1A0;Grande Lisboa;2000;2000;5.95
A;Annual;THS;Thousand;EMP;Employed persons;TOTAL;Total - all NACE activities;PT1B;Península de Setúbal;2000;2000;6.57
A;Annual;THS;Thousand;SAL;Employees;TOTAL;Total - all NACE activities;PT1B;Península de Setúbal;2000;2000;6.75
A;Annual;THS;Thousand;SELF;Self-employed persons;TOTAL;Total - all NACE activities;PT1B;Península de Setúbal;2000;2000;6.51
