freq;freq_label;indic_de;indic_de_label;unit;unit_label;geo;geo_label;time;time_label;value
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT1C3;Alto Alentejo;2015;2015;32.2
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT1C3;Alto Alentejo;2015;2015;32.0
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT1C4;Alentejo Central;2015;2015;32.3
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT1C4;Alentejo Central;2015;2015;32.6
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT1C4;Alentejo Central;2015;2015;31.2
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT1C4;Alentejo Central;2015;2015;31.7
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT1C4;Alentejo Central;2015;2015;31.4
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT1C4;Alentejo Central;2015;2015;31.5
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT1D;Oeste e Vale do Tejo;2015;2015;32.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT1D;Oeste e Vale do Tejo;2015;2015;32.0
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT1D;Oeste e Vale do Tejo;2015;2015;32.1
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT1D;Oeste e Vale do Tejo;2015;2015;32.2
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT1D;Oeste e Vale do Tejo;2015;2015;32.0
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT1D;Oeste e Vale do Tejo;2015;2015;32.3
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT1D1;Oeste;2015;2015;32.6
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT1D1;Oeste;2015;2015;31.5
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT1D1;Oeste;2015;2015;31.7
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT1D1;Oeste;2015;2015;31.8
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT1D1;Oeste;2015;2015;31.8
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT1D1;Oeste;2015;2015;32.0
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT1D2;Médio Tejo;2015;2015;31.9
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT1D2;Médio Tejo;2015;2015;32.2
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT1D2;Médio Tejo;2015;2015;32.1
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT1D2;Médio Tejo;2015;2015;32.4
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT1D2;Médio Tejo;2015;2015;32.4
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT1D2;Médio Tejo;2015;2015;32.5
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT1D3;Lezíria do Tejo;2015;2015;30.8
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT1D3;Lezíria do Tejo;2015;2015;31.0
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT1D3;Lezíria do Tejo;2015;2015;31.1
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT1D3;Lezíria do Tejo;2015;2015;31.3
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT1D3;Lezíria do Tejo;2015;2015;31.4
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT1D3;Lezíria do Tejo;2015;2015;31.1
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT2;Região Autónoma dos Açores;2015;2015;31.3
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT2;Região Autónoma dos Açores;2015;2015;31.1
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT2;Região Autónoma dos Açores;2015;2015;31.5
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT2;Região Autónoma dos Açores;2015;2015;31.7
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT2;Região Autónoma dos Açores;2015;2015;31.7
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT2;Região Autónoma dos Açores;2015;2015;31.6
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT20;Região Autónoma dos Açores;2015;2015;31.5
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT20;Região Autónoma dos Açores;2015;2015;31.6
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT20;Região Autónoma dos Açores;2015;2015;31.6
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT20;Região Autónoma dos Açores;2015;2015;31.9
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT20;Região Autónoma dos Açores;2015;2015;31.8
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT20;Região Autónoma dos Açores;2015;2015;32.3
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT200;Região Autónoma dos Açores;2015;2015;32.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT200;Região Autónoma dos Açores;2015;2015;32.2
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT200;Região Autónoma dos Açores;2015;2015;32.4
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT200;Região Autónoma dos Açores;2015;2015;32.6
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT200;Região Autónoma dos Açores;2015;2015;31.8
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT200;Região Autónoma dos Açores;2015;2015;32.0
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT3;Região Autónoma da Madeira;2015;2015;32.0
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT3;Região Autónoma da Madeira;2015;2015;32.1
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT3;Região Autónoma da Madeira;2015;2015;32.2
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT3;Região Autónoma da Madeira;2015;2015;32.2
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT3;Região Autónoma da Madeira;2015;2015;32.5
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT3;Região Autónoma da Madeira;2015;2015;32.5
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT30;Região Autónoma da Madeira;2015;2015;32.7
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT30;Região Autónoma da Madeira;2015;2015;32.7
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT30;Região Autónoma da Madeira;2015;2015;32.8
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT30;Região Autónoma da Madeira;2015;2015;31.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT30;Região Autónoma da Madeira;2015;2015;31.5
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT30;Região Autónoma da Madeira;2015;2015;31.9
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT300;Região Autónoma da Madeira;2015;2015;31.7
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT300;Região Autónoma da Madeira;2015;2015;31.9
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT300;Região Autónoma da Madeira;2015;2015;31.6
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT300;Região Autónoma da Madeira;2015;2015;31.8
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT300;Região Autónoma da Madeira;2015;2015;31.8
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT300;Região Autónoma da Madeira;2015;2015;32.4
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT;Portugal;2016;2016;29.5
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT;Portugal;2016;2016;29.8
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT;Portugal;2016;2016;29.8
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT1;Continente;2016;2016;29.6
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT1;Continente;2016;2016;29.7
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT1;Continente;2016;2016;29.6
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT1;Continente;2016;2016;29.7
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT1;Continente;2016;2016;29.8
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT11;Norte;2016;2016;29.9
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT11;Norte;2016;2016;29.5
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT11;Norte;2016;2016;29.5
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT11;Norte;2016;2016;29.3
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT111;Alto Minho;2016;2016;29.4
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT111;Alto Minho;2016;2016;29.4
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT111;Alto Minho;2016;2016;29.4
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT111;Alto Minho;2016;2016;29.5
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT111;Alto Minho;2016;2016;29.6
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT112;Cávado;2016;2016;29.9
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT112;Cávado;2016;2016;29.9
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT112;Cávado;2016;2016;29.7
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT112;Cávado;2016;2016;29.8
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT119;Ave;2016;2016;29.7
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT119;Ave;2016;2016;29.8
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT119;Ave;2016;2016;30.0
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT119;Ave;2016;2016;30.2
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT11A;Área Metropolitana do Porto;2016;2016;30.4
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT11A;Área Metropolitana do Porto;2016;2016;30.3
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT11A;Área Metropolitana do Porto;2016;2016;30.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT11A;Área Metropolitana do Porto;2016;2016;30.1
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT11A;Área Metropolitana do Porto;2016;2016;30.0
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT11B;Alto Tâmega e Barroso;2016;2016;30.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT11B;Alto Tâmega e Barroso;2016;2016;30.2
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT11B;Alto Tâmega e Barroso;2016;2016;30.3
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT11C;Tâmega e Sousa;2016;2016;29.7
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT11C;Tâmega e Sousa;2016;2016;29.5
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT11C;Tâmega e Sousa;2016;2016;29.7
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT11C;Tâmega e Sousa;2016;2016;29.5
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT11C;Tâmega e Sousa;2016;2016;29.6
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT11C;Tâmega e Sousa;2016;2016;29.7
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT11D;Douro;2016;2016;29.7
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT11D;Douro;2016;2016;29.7
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT;Portugal;2018;2018;32.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT;Portugal;2018;2018;32.1
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT;Portugal;2018;2018;32.1
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT;Portugal;2018;2018;32.2
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT;Portugal;2018;2018;32.0
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT;Portugal;2018;2018;32.0
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT1;Continente;2018;2018;32.2
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT1;Continente;2018;2018;32.0
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT1;Continente;2018;2018;32.3
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT1;Continente;2018;2018;32.4
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT1;Continente;2018;2018;32.5
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT1;Continente;2018;2018;32.6
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT11;Norte;2018;2018;32.6
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT11;Norte;2018;2018;32.9
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT11;Norte;2018;2018;32.9
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT11;Norte;2018;2018;30.7
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT11;Norte;2018;2018;31.1
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT11;Norte;2018;2018;30.9
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT111;Alto Minho;2018;2018;31.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT111;Alto Minho;2018;2018;31.3
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT111;Alto Minho;2018;2018;31.5
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT111;Alto Minho;2018;2018;31.7
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT111;Alto Minho;2018;2018;31.6
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT111;Alto Minho;2018;2018;31.9
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT112;Cávado;2018;2018;31.5
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT112;Cávado;2018;2018;31.9
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT112;Cávado;2018;2018;31.8
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT112;Cávado;2018;2018;32.0
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT112;Cávado;2018;2018;31.9
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT112;Cávado;2018;2018;32.1
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT119;Ave;2018;2018;32.4
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT119;Ave;2018;2018;31.9
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT119;Ave;2018;2018;32.6
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT119;Ave;2018;2018;32.5
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT119;Ave;2018;2018;32.4
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT119;Ave;2018;2018;32.5
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT11A;Área Metropolitana do Porto;2018;2018;32.4
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT11A;Área Metropolitana do Porto;2018;2018;31.7
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT11A;Área Metropolitana do Porto;2018;2018;31.6
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT11A;Área Metropolitana do Porto;2018;2018;31.5
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT11A;Área Metropolitana do Porto;2018;2018;31.5
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT11A;Área Metropolitana do Porto;2018;2018;31.5
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT11B;Alto Tâmega e Barroso;2018;2018;31.4
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT11B;Alto Tâmega e Barroso;2018;2018;31.7
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT11B;Alto Tâmega e Barroso;2018;2018;32.1
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT11B;Alto Tâmega e Barroso;2018;2018;32.0
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT11B;Alto Tâmega e Barroso;2018;2018;31.9
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT11B;Alto Tâmega e Barroso;2018;2018;32.1
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT11C;Tâmega e Sousa;2018;2018;31.6
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT11C;Tâmega e Sousa;2018;2018;31.6
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT11C;Tâmega e Sousa;2018;2018;31.6
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT11C;Tâmega e Sousa;2018;2018;31.5
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT11C;Tâmega e Sousa;2018;2018;31.8
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT11C;Tâmega e Sousa;2018;2018;31.9
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT11D;Douro;2018;2018;32.0
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT11D;Douro;2018;2018;32.1
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT11D;Douro;2018;2018;32.2
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT11D;Douro;2018;2018;32.2
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT11D;Douro;2018;2018;32.5
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT11D;Douro;2018;2018;31.8
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT11E;Terras de Trás-os-Montes;2018;2018;32.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT11E;Terras de Trás-os-Montes;2018;2018;32.0
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT11E;Terras de Trás-os-Montes;2018;2018;32.0
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT11E;Terras de Trás-os-Montes;2018;2018;32.0
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT11E;Terras de Trás-os-Montes;2018;2018;32.1
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT11E;Terras de Trás-os-Montes;2018;2018;32.2
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT15;Algarve;2018;2018;32.2
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT15;Algarve;2018;2018;32.4
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT15;Algarve;2018;2018;32.2
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT15;Algarve;2018;2018;32.5
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT15;Algarve;2018;2018;31.7
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT15;Algarve;2018;2018;31.5
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT150;Algarve;2018;2018;31.7
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT150;Algarve;2018;2018;31.7
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT150;Algarve;2018;2018;31.6
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT150;Algarve;2018;2018;31.9
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT150;Algarve;2018;2018;32.0
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT150;Algarve;2018;2018;32.2
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT16;Centro (PT) (NUTS 2021);2018;2018;32.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT16;Centro (PT) (NUTS 2021);2018;2018;32.2
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT16;Centro (PT) (NUTS 2021);2018;2018;32.2
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT16;Centro (PT) (NUTS 2021);2018;2018;31.0
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT16;Centro (PT) (NUTS 2021);2018;2018;31.1
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT16;Centro (PT) (NUTS 2021);2018;2018;31.3
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT16B;Oeste (NUTS 2021);2018;2018;31.2
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT16B;Oeste (NUTS 2021);2018;2018;31.1
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT16B;Oeste (NUTS 2021);2018;2018;31.5
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT16B;Oeste (NUTS 2021);2018;2018;31.1
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT16B;Oeste (NUTS 2021);2018;2018;31.5
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT16B;Oeste (NUTS 2021);2018;2018;31.6
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT16D;Região de Aveiro (NUTS 2021);2018;2018;31.8
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT16D;Região de Aveiro (NUTS 2021);2018;2018;31.8
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT16D;Região de Aveiro (NUTS 2021);2018;2018;31.6
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT16D;Região de Aveiro (NUTS 2021);2018;2018;31.6
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT16D;Região de Aveiro (NUTS 2021);2018;2018;31.7
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT16D;Região de Aveiro (NUTS 2021);2018;2018;31.6
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT16E;Região de Coimbra (NUTS 2021);2018;2018;31.7
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT16E;Região de Coimbra (NUTS 2021);2018;2018;31.8
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT16E;Região de Coimbra (NUTS 2021);2018;2018;32.0
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT16E;Região de Coimbra (NUTS 2021);2018;2018;32.0
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT16E;Região de Coimbra (NUTS 2021);2018;2018;32.2
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT16E;Região de Coimbra (NUTS 2021);2018;2018;32.2
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT16F;Região de Leiria (NUTS 2021);2018;2018;32.2
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT16F;Região de Leiria (NUTS 2021);2018;2018;32.2
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT16F;Região de Leiria (NUTS 2021);2018;2018;32.2
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT16F;Região de Leiria (NUTS 2021);2018;2018;32.3
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT16F;Região de Leiria (NUTS 2021);2018;2018;32.3
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT16F;Região de Leiria (NUTS 2021);2018;2018;32.4
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT16G;Viseu Dão Lafões (NUTS 2021);2018;2018;32.4
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT16G;Viseu Dão Lafões (NUTS 2021);2018;2018;32.6
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT16G;Viseu Dão Lafões (NUTS 2021);2018;2018;32.6
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT16G;Viseu Dão Lafões (NUTS 2021);2018;2018;32.7
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT16G;Viseu Dão Lafões (NUTS 2021);2018;2018;32.7
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT16G;Viseu Dão Lafões (NUTS 2021);2018;2018;32.8
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT16H;Beira Baixa (NUTS 2021);2018;2018;31.2
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT16H;Beira Baixa (NUTS 2021);2018;2018;31.3
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT16H;Beira Baixa (NUTS 2021);2018;2018;31.4
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT16H;Beira Baixa (NUTS 2021);2018;2018;31.3
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT16H;Beira Baixa (NUTS 2021);2018;2018;31.4
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT16H;Beira Baixa (NUTS 2021);2018;2018;31.5
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT16I;Médio Tejo (NUTS 2021);2018;2018;32.0
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT16I;Médio Tejo (NUTS 2021);2018;2018;32.0
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT16I;Médio Tejo (NUTS 2021);2018;2018;32.2
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT16I;Médio Tejo (NUTS 2021);2018;2018;31.9
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT16I;Médio Tejo (NUTS 2021);2018;2018;32.1
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT16I;Médio Tejo (NUTS 2021);2018;2018;32.8
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT16J;Beiras e Serra da Estrela (NUTS 2021);2018;2018;32.9
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT16J;Beiras e Serra da Estrela (NUTS 2021);2018;2018;33.0
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT16J;Beiras e Serra da Estrela (NUTS 2021);2018;2018;32.9
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT16J;Beiras e Serra da Estrela (NUTS 2021);2018;2018;33.0
A;Annual;MEDAGEMOTH;Median age of women at childbirth;YR;Year;PT16J;Beiras e Serra da Estrela (NUTS 2021);2018;2018;33.1
A;Annual;TOTFERRT;Total fertility rate;YR;Year;PT16J;Beiras e Serra da Estrela (NUTS 2021);2018;2018;33.3
A;Annual;AGEMOTH;Mean age of women at childbirth;NR;Number;PT17;Área Metropolitana de Lisboa (NUTS 2021);2018;2018;33.3
A;Annual;MEDAGEMOTH;Median age of women at childbirth;NR;Number;PT17;Área Metropolitana de Lisboa (NUTS 2021);2018;2018;33.4
A;Annual;TOTFERRT;Total fertility rate;NR;Number;PT17;Área Metropolitana de Lisboa (NUTS 2021);2018;2018;33.4
A;Annual;AGEMOTH;Mean age of women at childbirth;YR;Year;PT17;Área Metropolitana de Lisboa (NUTS 2021);2018;2018;33.5
