parent_uls_std,year,month,divida_total_fornecedores_externos,divida_vencida_fornecedores_externos,pagamentos_em_atraso,taxa_internamento,dias_internamento,taxa_mortalidade,mortalidade_avc_hemorragico_30_dias,mortalidade_avc_isquemico_30_dias,resultado_liquido,resultados_operacionais,covid_period,election_month,uls_integrated,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,entidade,parent_uls,entidade_std
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2021.0,1.0,116434278.59,15947366.88,147368.0,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2021.0,2.0,104699407.99,-60611.05,106792.53,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2021.0,3.0,102986408.29,1241229.39,1300292.82,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2021.0,4.0,101737067.53,1049630.9,300886.79,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2021.0,5.0,98345095.4,879073.84,385481.22,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2021.0,6.0,100920778.53,1459595.98,916235.32,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2021.0,7.0,105335667.53,5480076.65,3800639.08,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2021.0,8.0,97973424.26,1192629.04,498741.39,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2021.0,9.0,92256319.16,27821170.37,240747.01,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2021.0,10.0,63043161.48,7551848.89,486152.9,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2021.0,11.0,1236136.08,749482.56,272257.48,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2021.0,12.0,46525438.01,141027.79,279551.03,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2022.0,1.0,145574375.91,7112424.02,1506009.03,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2022.0,2.0,159984813.31,1302414.15,930128.5,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2022.0,3.0,160843220.06,1073169.48,871211.65,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2022.0,4.0,199069223.68,2608420.72,503714.13,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2022.0,5.0,138142525.46,20293504.35,585807.95,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2022.0,6.0,136104349.03,56387354.07,329809.84,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2022.0,7.0,50021876.59,1463005.44,981165.81,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2022.0,8.0,87716205.87,36376530.82,12280.73,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2022.0,9.0,18390371.88,10433431.41,78045.37,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2022.0,10.0,9064506.49,1612578.34,207149.51,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2022.0,11.0,14349327.3,1594671.62,179313.53,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2022.0,12.0,144177740.02,27810964.0,383370.85,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2023.0,1.0,156824830.69,32901660.54,263588.76,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2023.0,2.0,157034440.82,5702648.19,2502374.97,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2023.0,3.0,100497579.64,3060690.52,851547.8,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2023.0,4.0,152633490.96,7069360.92,705591.27,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2023.0,5.0,140301879.99,23588254.56,1835189.2,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2023.0,6.0,151908500.79,26824937.32,2056869.66,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2023.0,7.0,145940788.26,24955344.62,1605828.23,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2023.0,8.0,118054745.3,26426341.36,484432.13,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2023.0,9.0,76994512.03,18014717.68,148831.67,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2023.0,10.0,56961403.96,7205230.81,135443.41,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2023.0,11.0,115663005.38,51878555.13,298760.41,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2023.0,12.0,495975.17,142212.35,75012.99,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2024.0,9.0,13482959.89,363189.27,363189.27,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2024.0,10.0,288981.66,21160.09,20295.39,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2024.0,11.0,298913.01,10585.66,10401.2,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde De Lisboa E Vale Do Tejo,2024.0,12.0,278157.42,10432.66,10432.66,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Administração Regional de Saúde de Lisboa e Vale do Tejo,Administração Regional de Saúde de Lisboa e Vale do Tejo,
Administração Regional De Saúde Do Alentejo,2017.0,1.0,8122875.67,203211.12,4887.079999999987,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2017.0,2.0,7408597.26,237791.68000000002,5491.880000000034,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2017.0,3.0,7803224.85,10836.09,3450.17,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2017.0,4.0,9184270.0,195593.41,5728.25,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2017.0,5.0,6833806.600000001,511312.03,-2716.7699999999604,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2017.0,6.0,7329083.67,707973.67,48916.79000000004,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2017.0,7.0,7626903.4,514263.87,-281.35999999998603,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2017.0,8.0,7920663.0,775264.54,-1214.6799999999348,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2017.0,9.0,6881043.67,691132.97,35615.73999999999,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2017.0,10.0,7079224.58,529311.9400000001,14703.880000000063,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2017.0,11.0,8412754.19,849151.1,9305.089999999967,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2017.0,12.0,9228283.74,941305.69,226368.28999999992,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2018.0,1.0,8380455.31,644460.2899999999,62407.56999999995,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2018.0,2.0,9087189.790000001,450720.99,40209.03999999998,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2018.0,3.0,2838071.83,270572.37,40058.169999999984,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2018.0,4.0,8115161.36,267786.94,75313.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2018.0,5.0,4051030.48,365208.14999999997,41776.87999999995,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2018.0,6.0,7227205.9799999995,529775.2200000001,1091.8200000000652,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2018.0,7.0,8775174.18,436611.79,10099.880000000005,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2018.0,8.0,7664250.819999999,568085.0499999999,59042.31999999995,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2018.0,9.0,7199062.649999999,566202.55,15242.5,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2018.0,10.0,7241173.41,691331.74,18450.030000000028,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2018.0,11.0,7820047.3100000005,131282.91,5817.9800000000105,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2018.0,12.0,7594026.29,61609.6,9452.900000000001,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2019.0,1.0,7244595.73,123202.03,14420.459999999992,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2019.0,2.0,8041811.53,119646.0,6342.639999999999,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2019.0,3.0,8632139.99,227387.86,6526.299999999988,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
Administração Regional De Saúde Do Alentejo,2019.0,4.0,9348005.23,465779.56,33831.09999999998,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administração Regional de Saúde do Alentejo,Administração Regional de Saúde do Alentejo,
