freq;freq_label;unit;unit_label;na_item;na_item_label;geo;geo_label;time;time_label;value
A;Annual;PC_EU27_2020_HAB_MPPS_CP;Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices;B1GQ;Gross domestic product at market prices;PT;Portugal;1981;1981;38.5
A;Annual;CP_EUR_HAB;Current prices, euro per capita;B1GQ;Gross domestic product at market prices;PT;Portugal;1981;1981;43.2
A;Annual;CP_NAC_HAB;Current prices, units of national currency per capita;B1GQ;Gross domestic product at market prices;PT;Portugal;1981;1981;43.3
A;Annual;CP_PPS_EU27_2020_HAB;Current prices, purchasing power standard (PPS, EU27 from 2020) per capita;B1GQ;Gross domestic product at market prices;PT;Portugal;1981;1981;41.0
A;Annual;CLV_I20_HAB;Chain linked volumes, Index 2020=100, per capita;B1GQ;Gross domestic product at market prices;PT;Portugal;1981;1981;41.3
A;Annual;CLV_I15_HAB;Chain linked volumes, Index 2015=100, per capita;B1GQ;Gross domestic product at market prices;PT;Portugal;1981;1981;43.4
A;Annual;CLV_I10_HAB;Chain linked volumes, Index 2010=100, per capita;B1GQ;Gross domestic product at market prices;PT;Portugal;1981;1981;47.7
A;Annual;CLV20_EUR_HAB;Chain linked volumes (2020), euro per capita;B1GQ;Gross domestic product at market prices;PT;Portugal;1981;1981;52.2
A;Annual;CLV15_EUR_HAB;Chain linked volumes (2015), euro per capita;B1GQ;Gross domestic product at market prices;PT;Portugal;1981;1981;55.6
A;Annual;CLV10_EUR_HAB;Chain linked volumes (2010), euro per capita;B1GQ;Gross domestic product at market prices;PT;Portugal;1981;1981;59.9
A;Annual;CLV_PCH_PRE_HAB;Chain linked volumes, percentage change on previous period, per capita;B1GQ;Gross domestic product at market prices;PT;Portugal;1981;1981;64.5
A;Annual;PC_EU27_2020_HAB_MEUR_CP;Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices;P3;Final consumption expenditure;PT;Portugal;1981;1981;68.0
A;Annual;PC_EU27_2020_HAB_MPPS_CP;Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices;P3;Final consumption expenditure;PT;Portugal;1981;1981;67.5
A;Annual;CP_EUR_HAB;Current prices, euro per capita;P3;Final consumption expenditure;PT;Portugal;1981;1981;60.8
A;Annual;CP_NAC_HAB;Current prices, units of national currency per capita;P3;Final consumption expenditure;PT;Portugal;1981;1981;61.2
A;Annual;CP_PPS_EU27_2020_HAB;Current prices, purchasing power standard (PPS, EU27 from 2020) per capita;P3;Final consumption expenditure;PT;Portugal;1981;1981;64.4
A;Annual;CLV_I20_HAB;Chain linked volumes, Index 2020=100, per capita;P3;Final consumption expenditure;PT;Portugal;1981;1981;68.4
A;Annual;CLV_I15_HAB;Chain linked volumes, Index 2015=100, per capita;P3;Final consumption expenditure;PT;Portugal;1981;1981;71.8
A;Annual;CLV_I10_HAB;Chain linked volumes, Index 2010=100, per capita;P3;Final consumption expenditure;PT;Portugal;1981;1981;73.5
A;Annual;CLV20_EUR_HAB;Chain linked volumes (2020), euro per capita;P3;Final consumption expenditure;PT;Portugal;1981;1981;74.2
A;Annual;CLV15_EUR_HAB;Chain linked volumes (2015), euro per capita;P3;Final consumption expenditure;PT;Portugal;1981;1981;75.5
A;Annual;CLV10_EUR_HAB;Chain linked volumes (2010), euro per capita;P3;Final consumption expenditure;PT;Portugal;1981;1981;76.1
A;Annual;CLV_PCH_PRE_HAB;Chain linked volumes, percentage change on previous period, per capita;P3;Final consumption expenditure;PT;Portugal;1981;1981;78.1
A;Annual;PC_EU27_2020_HAB_MEUR_CP;Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices;P3_S13;Final consumption expenditure of general government;PT;Portugal;1981;1981;79.5
A;Annual;PC_EU27_2020_HAB_MPPS_CP;Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices;P3_S13;Final consumption expenditure of general government;PT;Portugal;1981;1981;83.6
A;Annual;CP_EUR_HAB;Current prices, euro per capita;P3_S13;Final consumption expenditure of general government;PT;Portugal;1981;1981;83.6
A;Annual;CP_NAC_HAB;Current prices, units of national currency per capita;P3_S13;Final consumption expenditure of general government;PT;Portugal;1981;1981;83.9
A;Annual;CP_PPS_EU27_2020_HAB;Current prices, purchasing power standard (PPS, EU27 from 2020) per capita;P3_S13;Final consumption expenditure of general government;PT;Portugal;1981;1981;81.1
A;Annual;CLV_I20_HAB;Chain linked volumes, Index 2020=100, per capita;P3_S13;Final consumption expenditure of general government;PT;Portugal;1981;1981;80.6
A;Annual;CLV_I15_HAB;Chain linked volumes, Index 2015=100, per capita;P3_S13;Final consumption expenditure of general government;PT;Portugal;1981;1981;
A;Annual;CLV_I10_HAB;Chain linked volumes, Index 2010=100, per capita;P3_S13;Final consumption expenditure of general government;PT;Portugal;1981;1981;
A;Annual;CLV20_EUR_HAB;Chain linked volumes (2020), euro per capita;P3_S13;Final consumption expenditure of general government;PT;Portugal;1981;1981;
A;Annual;CLV15_EUR_HAB;Chain linked volumes (2015), euro per capita;P3_S13;Final consumption expenditure of general government;PT;Portugal;1981;1981;
A;Annual;CLV10_EUR_HAB;Chain linked volumes (2010), euro per capita;P3_S13;Final consumption expenditure of general government;PT;Portugal;1981;1981;
A;Annual;CLV_PCH_PRE_HAB;Chain linked volumes, percentage change on previous period, per capita;P3_S13;Final consumption expenditure of general government;PT;Portugal;1981;1981;
A;Annual;PC_EU27_2020_HAB_MEUR_CP;Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1981;1981;
A;Annual;PC_EU27_2020_HAB_MPPS_CP;Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1981;1981;
A;Annual;CP_EUR_HAB;Current prices, euro per capita;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1981;1981;
A;Annual;CP_NAC_HAB;Current prices, units of national currency per capita;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1981;1981;
A;Annual;CP_PPS_EU27_2020_HAB;Current prices, purchasing power standard (PPS, EU27 from 2020) per capita;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1981;1981;
A;Annual;CLV_I20_HAB;Chain linked volumes, Index 2020=100, per capita;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1981;1981;
A;Annual;CLV_I15_HAB;Chain linked volumes, Index 2015=100, per capita;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1981;1981;
A;Annual;CLV_I10_HAB;Chain linked volumes, Index 2010=100, per capita;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1981;1981;
A;Annual;CLV20_EUR_HAB;Chain linked volumes (2020), euro per capita;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1981;1981;
A;Annual;CLV15_EUR_HAB;Chain linked volumes (2015), euro per capita;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1981;1981;
A;Annual;CLV10_EUR_HAB;Chain linked volumes (2010), euro per capita;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1981;1981;
A;Annual;CLV_PCH_PRE_HAB;Chain linked volumes, percentage change on previous period, per capita;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1981;1981;
A;Annual;PC_EU27_2020_HAB_MEUR_CP;Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1981;1981;
A;Annual;PC_EU27_2020_HAB_MPPS_CP;Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1981;1981;
A;Annual;CP_EUR_HAB;Current prices, euro per capita;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1981;1981;100.4
A;Annual;CP_NAC_HAB;Current prices, units of national currency per capita;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1981;1981;105.2
A;Annual;CP_PPS_EU27_2020_HAB;Current prices, purchasing power standard (PPS, EU27 from 2020) per capita;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1981;1981;106.8
A;Annual;CLV_I20_HAB;Chain linked volumes, Index 2020=100, per capita;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1981;1981;109.3
A;Annual;CLV_I15_HAB;Chain linked volumes, Index 2015=100, per capita;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1981;1981;110.3
A;Annual;CLV_I10_HAB;Chain linked volumes, Index 2010=100, per capita;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1981;1981;114.5
A;Annual;CLV20_EUR_HAB;Chain linked volumes (2020), euro per capita;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1981;1981;114.6
A;Annual;CLV15_EUR_HAB;Chain linked volumes (2015), euro per capita;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1981;1981;116.2
A;Annual;CLV10_EUR_HAB;Chain linked volumes (2010), euro per capita;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1981;1981;116.4
A;Annual;CLV_PCH_PRE_HAB;Chain linked volumes, percentage change on previous period, per capita;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1981;1981;117.4
A;Annual;PC_EU27_2020_HAB_MEUR_CP;Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices;P31_S14_S15;Household and NPISH final consumption expenditure;PT;Portugal;1981;1981;117.4
A;Annual;PC_EU27_2020_HAB_MPPS_CP;Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices;P31_S14_S15;Household and NPISH final consumption expenditure;PT;Portugal;1981;1981;119.7
A;Annual;CP_EUR_HAB;Current prices, euro per capita;P31_S14_S15;Household and NPISH final consumption expenditure;PT;Portugal;1981;1981;123.8
A;Annual;CP_NAC_HAB;Current prices, units of national currency per capita;P31_S14_S15;Household and NPISH final consumption expenditure;PT;Portugal;1981;1981;118.7
A;Annual;CP_PPS_EU27_2020_HAB;Current prices, purchasing power standard (PPS, EU27 from 2020) per capita;P31_S14_S15;Household and NPISH final consumption expenditure;PT;Portugal;1981;1981;109.1
A;Annual;CLV_I20_HAB;Chain linked volumes, Index 2020=100, per capita;P31_S14_S15;Household and NPISH final consumption expenditure;PT;Portugal;1981;1981;110.4
A;Annual;CLV_I15_HAB;Chain linked volumes, Index 2015=100, per capita;P31_S14_S15;Household and NPISH final consumption expenditure;PT;Portugal;1981;1981;107.1
A;Annual;CLV_I10_HAB;Chain linked volumes, Index 2010=100, per capita;P31_S14_S15;Household and NPISH final consumption expenditure;PT;Portugal;1981;1981;106.4
A;Annual;CLV20_EUR_HAB;Chain linked volumes (2020), euro per capita;P31_S14_S15;Household and NPISH final consumption expenditure;PT;Portugal;1981;1981;106.3
A;Annual;CLV15_EUR_HAB;Chain linked volumes (2015), euro per capita;P31_S14_S15;Household and NPISH final consumption expenditure;PT;Portugal;1981;1981;106.3
A;Annual;CLV10_EUR_HAB;Chain linked volumes (2010), euro per capita;P31_S14_S15;Household and NPISH final consumption expenditure;PT;Portugal;1981;1981;108.3
A;Annual;CLV_PCH_PRE_HAB;Chain linked volumes, percentage change on previous period, per capita;P31_S14_S15;Household and NPISH final consumption expenditure;PT;Portugal;1981;1981;108.1
A;Annual;PC_EU27_2020_HAB_MEUR_CP;Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices;P31_S14;Final consumption expenditure of households;PT;Portugal;1981;1981;106.0
A;Annual;PC_EU27_2020_HAB_MPPS_CP;Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices;P31_S14;Final consumption expenditure of households;PT;Portugal;1981;1981;107.4
A;Annual;CP_EUR_HAB;Current prices, euro per capita;P31_S14;Final consumption expenditure of households;PT;Portugal;1981;1981;103.0
A;Annual;CP_NAC_HAB;Current prices, units of national currency per capita;P31_S14;Final consumption expenditure of households;PT;Portugal;1981;1981;98.2
A;Annual;CP_PPS_EU27_2020_HAB;Current prices, purchasing power standard (PPS, EU27 from 2020) per capita;P31_S14;Final consumption expenditure of households;PT;Portugal;1981;1981;104.1
A;Annual;CLV_I20_HAB;Chain linked volumes, Index 2020=100, per capita;P31_S14;Final consumption expenditure of households;PT;Portugal;1981;1981;109.3
A;Annual;CLV_I15_HAB;Chain linked volumes, Index 2015=100, per capita;P31_S14;Final consumption expenditure of households;PT;Portugal;1981;1981;113.1
A;Annual;CLV_I10_HAB;Chain linked volumes, Index 2010=100, per capita;P31_S14;Final consumption expenditure of households;PT;Portugal;1981;1981;115.0
A;Annual;CLV20_EUR_HAB;Chain linked volumes (2020), euro per capita;P31_S14;Final consumption expenditure of households;PT;Portugal;1981;1981;
A;Annual;CLV15_EUR_HAB;Chain linked volumes (2015), euro per capita;P31_S14;Final consumption expenditure of households;PT;Portugal;1981;1981;
A;Annual;CLV10_EUR_HAB;Chain linked volumes (2010), euro per capita;P31_S14;Final consumption expenditure of households;PT;Portugal;1981;1981;
A;Annual;CLV_PCH_PRE_HAB;Chain linked volumes, percentage change on previous period, per capita;P31_S14;Final consumption expenditure of households;PT;Portugal;1981;1981;
A;Annual;PC_EU27_2020_HAB_MEUR_CP;Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices;P31_S15;Final consumption expenditure of NPISH;PT;Portugal;1981;1981;
A;Annual;PC_EU27_2020_HAB_MPPS_CP;Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices;P31_S15;Final consumption expenditure of NPISH;PT;Portugal;1981;1981;
A;Annual;CP_EUR_HAB;Current prices, euro per capita;P31_S15;Final consumption expenditure of NPISH;PT;Portugal;1981;1981;
A;Annual;CP_NAC_HAB;Current prices, units of national currency per capita;P31_S15;Final consumption expenditure of NPISH;PT;Portugal;1981;1981;
A;Annual;CP_PPS_EU27_2020_HAB;Current prices, purchasing power standard (PPS, EU27 from 2020) per capita;P31_S15;Final consumption expenditure of NPISH;PT;Portugal;1981;1981;
A;Annual;CLV_I20_HAB;Chain linked volumes, Index 2020=100, per capita;P31_S15;Final consumption expenditure of NPISH;PT;Portugal;1981;1981;
A;Annual;CLV_I15_HAB;Chain linked volumes, Index 2015=100, per capita;P31_S15;Final consumption expenditure of NPISH;PT;Portugal;1981;1981;
A;Annual;CLV_I10_HAB;Chain linked volumes, Index 2010=100, per capita;P31_S15;Final consumption expenditure of NPISH;PT;Portugal;1981;1981;
A;Annual;CLV20_EUR_HAB;Chain linked volumes (2020), euro per capita;P31_S15;Final consumption expenditure of NPISH;PT;Portugal;1981;1981;
A;Annual;CLV15_EUR_HAB;Chain linked volumes (2015), euro per capita;P31_S15;Final consumption expenditure of NPISH;PT;Portugal;1981;1981;
A;Annual;CLV10_EUR_HAB;Chain linked volumes (2010), euro per capita;P31_S15;Final consumption expenditure of NPISH;PT;Portugal;1981;1981;
A;Annual;CLV_PCH_PRE_HAB;Chain linked volumes, percentage change on previous period, per capita;P31_S15;Final consumption expenditure of NPISH;PT;Portugal;1981;1981;
A;Annual;PC_EU27_2020_HAB_MEUR_CP;Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices;P41;Actual individual consumption;PT;Portugal;1981;1981;
A;Annual;PC_EU27_2020_HAB_MPPS_CP;Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices;P41;Actual individual consumption;PT;Portugal;1981;1981;
A;Annual;CP_EUR_HAB;Current prices, euro per capita;P41;Actual individual consumption;PT;Portugal;1981;1981;
A;Annual;CP_NAC_HAB;Current prices, units of national currency per capita;P41;Actual individual consumption;PT;Portugal;1981;1981;
A;Annual;CP_PPS_EU27_2020_HAB;Current prices, purchasing power standard (PPS, EU27 from 2020) per capita;P41;Actual individual consumption;PT;Portugal;1981;1981;105.4
A;Annual;CLV_I20_HAB;Chain linked volumes, Index 2020=100, per capita;P41;Actual individual consumption;PT;Portugal;1981;1981;104.8
A;Annual;CLV_I15_HAB;Chain linked volumes, Index 2015=100, per capita;P41;Actual individual consumption;PT;Portugal;1981;1981;104.9
A;Annual;CLV_I10_HAB;Chain linked volumes, Index 2010=100, per capita;P41;Actual individual consumption;PT;Portugal;1981;1981;105.9
A;Annual;CLV20_EUR_HAB;Chain linked volumes (2020), euro per capita;P41;Actual individual consumption;PT;Portugal;1981;1981;102.9
A;Annual;CLV15_EUR_HAB;Chain linked volumes (2015), euro per capita;P41;Actual individual consumption;PT;Portugal;1981;1981;100.3
A;Annual;CLV10_EUR_HAB;Chain linked volumes (2010), euro per capita;P41;Actual individual consumption;PT;Portugal;1981;1981;103.5
A;Annual;CLV_PCH_PRE_HAB;Chain linked volumes, percentage change on previous period, per capita;P41;Actual individual consumption;PT;Portugal;1981;1981;107.2
A;Annual;PC_EU27_2020_HAB_MEUR_CP;Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices;B1GQ;Gross domestic product at market prices;PT;Portugal;1982;1982;100.9
A;Annual;PC_EU27_2020_HAB_MPPS_CP;Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices;B1GQ;Gross domestic product at market prices;PT;Portugal;1982;1982;91.3
A;Annual;CP_EUR_HAB;Current prices, euro per capita;B1GQ;Gross domestic product at market prices;PT;Portugal;1982;1982;87.4
A;Annual;CP_NAC_HAB;Current prices, units of national currency per capita;B1GQ;Gross domestic product at market prices;PT;Portugal;1982;1982;80.8
A;Annual;CP_PPS_EU27_2020_HAB;Current prices, purchasing power standard (PPS, EU27 from 2020) per capita;B1GQ;Gross domestic product at market prices;PT;Portugal;1982;1982;81.8
A;Annual;CLV_I20_HAB;Chain linked volumes, Index 2020=100, per capita;B1GQ;Gross domestic product at market prices;PT;Portugal;1982;1982;78.7
A;Annual;CLV_I15_HAB;Chain linked volumes, Index 2015=100, per capita;B1GQ;Gross domestic product at market prices;PT;Portugal;1982;1982;68.8
A;Annual;CLV_I10_HAB;Chain linked volumes, Index 2010=100, per capita;B1GQ;Gross domestic product at market prices;PT;Portugal;1982;1982;66.7
A;Annual;CLV20_EUR_HAB;Chain linked volumes (2020), euro per capita;B1GQ;Gross domestic product at market prices;PT;Portugal;1982;1982;69.4
A;Annual;CLV15_EUR_HAB;Chain linked volumes (2015), euro per capita;B1GQ;Gross domestic product at market prices;PT;Portugal;1982;1982;69.9
A;Annual;CLV10_EUR_HAB;Chain linked volumes (2010), euro per capita;B1GQ;Gross domestic product at market prices;PT;Portugal;1982;1982;70.7
A;Annual;CLV_PCH_PRE_HAB;Chain linked volumes, percentage change on previous period, per capita;B1GQ;Gross domestic product at market prices;PT;Portugal;1982;1982;72.5
A;Annual;PC_EU27_2020_HAB_MEUR_CP;Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices;P3;Final consumption expenditure;PT;Portugal;1982;1982;65.0
A;Annual;PC_EU27_2020_HAB_MPPS_CP;Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices;P3;Final consumption expenditure;PT;Portugal;1982;1982;65.9
A;Annual;CP_EUR_HAB;Current prices, euro per capita;P3;Final consumption expenditure;PT;Portugal;1982;1982;56.8
A;Annual;CP_NAC_HAB;Current prices, units of national currency per capita;P3;Final consumption expenditure;PT;Portugal;1982;1982;59.6
A;Annual;CP_PPS_EU27_2020_HAB;Current prices, purchasing power standard (PPS, EU27 from 2020) per capita;P3;Final consumption expenditure;PT;Portugal;1982;1982;62.6
A;Annual;CLV_I20_HAB;Chain linked volumes, Index 2020=100, per capita;P3;Final consumption expenditure;PT;Portugal;1982;1982;59.4
A;Annual;CLV_I15_HAB;Chain linked volumes, Index 2015=100, per capita;P3;Final consumption expenditure;PT;Portugal;1982;1982;63.1
A;Annual;CLV_I10_HAB;Chain linked volumes, Index 2010=100, per capita;P3;Final consumption expenditure;PT;Portugal;1982;1982;65.5
A;Annual;CLV20_EUR_HAB;Chain linked volumes (2020), euro per capita;P3;Final consumption expenditure;PT;Portugal;1982;1982;66.9
A;Annual;CLV15_EUR_HAB;Chain linked volumes (2015), euro per capita;P3;Final consumption expenditure;PT;Portugal;1982;1982;67.1
A;Annual;CLV10_EUR_HAB;Chain linked volumes (2010), euro per capita;P3;Final consumption expenditure;PT;Portugal;1982;1982;69.2
A;Annual;CLV_PCH_PRE_HAB;Chain linked volumes, percentage change on previous period, per capita;P3;Final consumption expenditure;PT;Portugal;1982;1982;65.1
A;Annual;PC_EU27_2020_HAB_MEUR_CP;Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices;P3_S13;Final consumption expenditure of general government;PT;Portugal;1982;1982;71.3
A;Annual;PC_EU27_2020_HAB_MPPS_CP;Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices;P3_S13;Final consumption expenditure of general government;PT;Portugal;1982;1982;69.8
A;Annual;CP_EUR_HAB;Current prices, euro per capita;P3_S13;Final consumption expenditure of general government;PT;Portugal;1982;1982;72.0
A;Annual;CP_NAC_HAB;Current prices, units of national currency per capita;P3_S13;Final consumption expenditure of general government;PT;Portugal;1982;1982;72.3
A;Annual;CP_PPS_EU27_2020_HAB;Current prices, purchasing power standard (PPS, EU27 from 2020) per capita;P3_S13;Final consumption expenditure of general government;PT;Portugal;1982;1982;
A;Annual;CLV_I20_HAB;Chain linked volumes, Index 2020=100, per capita;P3_S13;Final consumption expenditure of general government;PT;Portugal;1982;1982;
A;Annual;CLV_I15_HAB;Chain linked volumes, Index 2015=100, per capita;P3_S13;Final consumption expenditure of general government;PT;Portugal;1982;1982;
A;Annual;CLV_I10_HAB;Chain linked volumes, Index 2010=100, per capita;P3_S13;Final consumption expenditure of general government;PT;Portugal;1982;1982;
A;Annual;CLV20_EUR_HAB;Chain linked volumes (2020), euro per capita;P3_S13;Final consumption expenditure of general government;PT;Portugal;1982;1982;
A;Annual;CLV15_EUR_HAB;Chain linked volumes (2015), euro per capita;P3_S13;Final consumption expenditure of general government;PT;Portugal;1982;1982;
A;Annual;CLV10_EUR_HAB;Chain linked volumes (2010), euro per capita;P3_S13;Final consumption expenditure of general government;PT;Portugal;1982;1982;
A;Annual;CLV_PCH_PRE_HAB;Chain linked volumes, percentage change on previous period, per capita;P3_S13;Final consumption expenditure of general government;PT;Portugal;1982;1982;
A;Annual;PC_EU27_2020_HAB_MEUR_CP;Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1982;1982;
A;Annual;PC_EU27_2020_HAB_MPPS_CP;Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1982;1982;
A;Annual;CP_EUR_HAB;Current prices, euro per capita;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1982;1982;
A;Annual;CP_NAC_HAB;Current prices, units of national currency per capita;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1982;1982;
A;Annual;CP_PPS_EU27_2020_HAB;Current prices, purchasing power standard (PPS, EU27 from 2020) per capita;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1982;1982;
A;Annual;CLV_I20_HAB;Chain linked volumes, Index 2020=100, per capita;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1982;1982;
A;Annual;CLV_I15_HAB;Chain linked volumes, Index 2015=100, per capita;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1982;1982;
A;Annual;CLV_I10_HAB;Chain linked volumes, Index 2010=100, per capita;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1982;1982;
A;Annual;CLV20_EUR_HAB;Chain linked volumes (2020), euro per capita;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1982;1982;
A;Annual;CLV15_EUR_HAB;Chain linked volumes (2015), euro per capita;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1982;1982;
A;Annual;CLV10_EUR_HAB;Chain linked volumes (2010), euro per capita;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1982;1982;
A;Annual;CLV_PCH_PRE_HAB;Chain linked volumes, percentage change on previous period, per capita;P31_S13;Individual consumption expenditure of general government;PT;Portugal;1982;1982;
A;Annual;PC_EU27_2020_HAB_MEUR_CP;Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1982;1982;7.6
A;Annual;PC_EU27_2020_HAB_MPPS_CP;Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1982;1982;12.7
A;Annual;CP_EUR_HAB;Current prices, euro per capita;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1982;1982;12.5
A;Annual;CP_NAC_HAB;Current prices, units of national currency per capita;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1982;1982;12.7
A;Annual;CP_PPS_EU27_2020_HAB;Current prices, purchasing power standard (PPS, EU27 from 2020) per capita;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1982;1982;10.7
A;Annual;CLV_I20_HAB;Chain linked volumes, Index 2020=100, per capita;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1982;1982;11.7
A;Annual;CLV_I15_HAB;Chain linked volumes, Index 2015=100, per capita;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1982;1982;16.4
A;Annual;CLV_I10_HAB;Chain linked volumes, Index 2010=100, per capita;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1982;1982;14.3
A;Annual;CLV20_EUR_HAB;Chain linked volumes (2020), euro per capita;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1982;1982;17.3
A;Annual;CLV15_EUR_HAB;Chain linked volumes (2015), euro per capita;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1982;1982;50.6
A;Annual;CLV10_EUR_HAB;Chain linked volumes (2010), euro per capita;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1982;1982;60.1
A;Annual;CLV_PCH_PRE_HAB;Chain linked volumes, percentage change on previous period, per capita;P32_S13;Collective consumption expenditure of general government;PT;Portugal;1982;1982;57.2
A;Annual;PC_EU27_2020_HAB_MEUR_CP;Percentage of EU27 (from 2020) total per capita (based on million euro, EU27 from 2020), current prices;P31_S14_S15;Household and NPISH final consumption expenditure;PT;Portugal;1982;1982;49.2
A;Annual;PC_EU27_2020_HAB_MPPS_CP;Percentage of EU27 (from 2020) total per capita (based on million purchasing power standards, EU27 from 2020), current prices;P31_S14_S15;Household and NPISH final consumption expenditure;PT;Portugal;1982;1982;50.5
A;Annual;CP_EUR_HAB;Current prices, euro per capita;P31_S14_S15;Household and NPISH final consumption expenditure;PT;Portugal;1982;1982;49.7
A;Annual;CP_NAC_HAB;Current prices, units of national currency per capita;P31_S14_S15;Household and NPISH final consumption expenditure;PT;Portugal;1982;1982;49.5
A;Annual;CP_PPS_EU27_2020_HAB;Current prices, purchasing power standard (PPS, EU27 from 2020) per capita;P31_S14_S15;Household and NPISH final consumption expenditure;PT;Portugal;1982;1982;52.0
A;Annual;CLV_I20_HAB;Chain linked volumes, Index 2020=100, per capita;P31_S14_S15;Household and NPISH final consumption expenditure;PT;Portugal;1982;1982;60.2
A;Annual;CLV_I15_HAB;Chain linked volumes, Index 2015=100, per capita;P31_S14_S15;Household and NPISH final consumption expenditure;PT;Portugal;1982;1982;58.9
A;Annual;CLV_I10_HAB;Chain linked volumes, Index 2010=100, per capita;P31_S14_S15;Household and NPISH final consumption expenditure;PT;Portugal;1982;1982;65.5
A;Annual;CLV20_EUR_HAB;Chain linked volumes (2020), euro per capita;P31_S14_S15;Household and NPISH final consumption expenditure;PT;Portugal;1982;1982;61.2
