freq;freq_label;unit;unit_label;icha11_hc;icha11_hc_label;geo;geo_label;time;time_label;value
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC13;Outpatient curative care;PT;Portugal;1996;1996;
A;Annual;MIO_EUR;Million euro;HC131;General outpatient curative care;PT;Portugal;1996;1996;
A;Annual;EUR_HAB;Euro per inhabitant;HC131;General outpatient curative care;PT;Portugal;1996;1996;
A;Annual;MIO_NAC;Million units of national currency;HC131;General outpatient curative care;PT;Portugal;1996;1996;
A;Annual;NAC_HAB;National currency per inhabitant;HC131;General outpatient curative care;PT;Portugal;1996;1996;
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC131;General outpatient curative care;PT;Portugal;1996;1996;
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC131;General outpatient curative care;PT;Portugal;1996;1996;
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC131;General outpatient curative care;PT;Portugal;1996;1996;
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC131;General outpatient curative care;PT;Portugal;1996;1996;
A;Annual;MIO_EUR;Million euro;HC132;Dental outpatient curative care;PT;Portugal;1996;1996;
A;Annual;EUR_HAB;Euro per inhabitant;HC132;Dental outpatient curative care;PT;Portugal;1996;1996;
A;Annual;MIO_NAC;Million units of national currency;HC132;Dental outpatient curative care;PT;Portugal;1996;1996;
A;Annual;NAC_HAB;National currency per inhabitant;HC132;Dental outpatient curative care;PT;Portugal;1996;1996;
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC132;Dental outpatient curative care;PT;Portugal;1996;1996;
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC132;Dental outpatient curative care;PT;Portugal;1996;1996;
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC132;Dental outpatient curative care;PT;Portugal;1996;1996;
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC132;Dental outpatient curative care;PT;Portugal;1996;1996;
A;Annual;MIO_EUR;Million euro;HC133;Specialised outpatient curative care;PT;Portugal;1996;1996;
A;Annual;EUR_HAB;Euro per inhabitant;HC133;Specialised outpatient curative care;PT;Portugal;1996;1996;
A;Annual;MIO_NAC;Million units of national currency;HC133;Specialised outpatient curative care;PT;Portugal;1996;1996;
A;Annual;NAC_HAB;National currency per inhabitant;HC133;Specialised outpatient curative care;PT;Portugal;1996;1996;
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC133;Specialised outpatient curative care;PT;Portugal;1996;1996;
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC133;Specialised outpatient curative care;PT;Portugal;1996;1996;
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC133;Specialised outpatient curative care;PT;Portugal;1996;1996;
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC133;Specialised outpatient curative care;PT;Portugal;1996;1996;
A;Annual;MIO_EUR;Million euro;HC139;All other outpatient curative care n.e.c.;PT;Portugal;1996;1996;
A;Annual;EUR_HAB;Euro per inhabitant;HC139;All other outpatient curative care n.e.c.;PT;Portugal;1996;1996;
A;Annual;MIO_NAC;Million units of national currency;HC139;All other outpatient curative care n.e.c.;PT;Portugal;1996;1996;
A;Annual;NAC_HAB;National currency per inhabitant;HC139;All other outpatient curative care n.e.c.;PT;Portugal;1996;1996;
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC139;All other outpatient curative care n.e.c.;PT;Portugal;1996;1996;
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC139;All other outpatient curative care n.e.c.;PT;Portugal;1996;1996;
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC139;All other outpatient curative care n.e.c.;PT;Portugal;1996;1996;
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC139;All other outpatient curative care n.e.c.;PT;Portugal;1996;1996;
A;Annual;MIO_EUR;Million euro;HC14_24;Home-based curative and rehabilitative care;PT;Portugal;1996;1996;
A;Annual;EUR_HAB;Euro per inhabitant;HC14_24;Home-based curative and rehabilitative care;PT;Portugal;1996;1996;
A;Annual;MIO_NAC;Million units of national currency;HC14_24;Home-based curative and rehabilitative care;PT;Portugal;1996;1996;
A;Annual;NAC_HAB;National currency per inhabitant;HC14_24;Home-based curative and rehabilitative care;PT;Portugal;1996;1996;
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC14_24;Home-based curative and rehabilitative care;PT;Portugal;1996;1996;
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC14_24;Home-based curative and rehabilitative care;PT;Portugal;1996;1996;
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC14_24;Home-based curative and rehabilitative care;PT;Portugal;1996;1996;
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC14_24;Home-based curative and rehabilitative care;PT;Portugal;1996;1996;
A;Annual;MIO_EUR;Million euro;HC14;Home-based curative care;PT;Portugal;1996;1996;
A;Annual;EUR_HAB;Euro per inhabitant;HC14;Home-based curative care;PT;Portugal;1996;1996;
A;Annual;MIO_NAC;Million units of national currency;HC14;Home-based curative care;PT;Portugal;1996;1996;
A;Annual;NAC_HAB;National currency per inhabitant;HC14;Home-based curative care;PT;Portugal;1996;1996;
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC14;Home-based curative care;PT;Portugal;1996;1996;
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC14;Home-based curative care;PT;Portugal;1996;1996;
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC14;Home-based curative care;PT;Portugal;1996;1996;
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC14;Home-based curative care;PT;Portugal;1996;1996;
A;Annual;MIO_EUR;Million euro;HC2;Rehabilitative care;PT;Portugal;1996;1996;
A;Annual;EUR_HAB;Euro per inhabitant;HC2;Rehabilitative care;PT;Portugal;1996;1996;
A;Annual;MIO_NAC;Million units of national currency;HC2;Rehabilitative care;PT;Portugal;1996;1996;
A;Annual;NAC_HAB;National currency per inhabitant;HC2;Rehabilitative care;PT;Portugal;1996;1996;
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC2;Rehabilitative care;PT;Portugal;1996;1996;
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC2;Rehabilitative care;PT;Portugal;1996;1996;
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC2;Rehabilitative care;PT;Portugal;1996;1996;
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC2;Rehabilitative care;PT;Portugal;1996;1996;
A;Annual;MIO_EUR;Million euro;HC21;Inpatient rehabilitative care;PT;Portugal;1996;1996;
A;Annual;EUR_HAB;Euro per inhabitant;HC21;Inpatient rehabilitative care;PT;Portugal;1996;1996;
A;Annual;MIO_NAC;Million units of national currency;HC21;Inpatient rehabilitative care;PT;Portugal;1996;1996;
A;Annual;NAC_HAB;National currency per inhabitant;HC21;Inpatient rehabilitative care;PT;Portugal;1996;1996;
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC21;Inpatient rehabilitative care;PT;Portugal;1996;1996;
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC21;Inpatient rehabilitative care;PT;Portugal;1996;1996;
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC21;Inpatient rehabilitative care;PT;Portugal;1996;1996;
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC21;Inpatient rehabilitative care;PT;Portugal;1996;1996;
A;Annual;MIO_EUR;Million euro;HC22;Day rehabilitative care;PT;Portugal;1996;1996;
A;Annual;EUR_HAB;Euro per inhabitant;HC22;Day rehabilitative care;PT;Portugal;1996;1996;
A;Annual;MIO_NAC;Million units of national currency;HC22;Day rehabilitative care;PT;Portugal;1996;1996;
A;Annual;NAC_HAB;National currency per inhabitant;HC22;Day rehabilitative care;PT;Portugal;1996;1996;
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC22;Day rehabilitative care;PT;Portugal;1996;1996;
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC22;Day rehabilitative care;PT;Portugal;1996;1996;
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC22;Day rehabilitative care;PT;Portugal;1996;1996;
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC22;Day rehabilitative care;PT;Portugal;1996;1996;
A;Annual;MIO_EUR;Million euro;HC23;Outpatient rehabilitative care;PT;Portugal;1996;1996;
A;Annual;EUR_HAB;Euro per inhabitant;HC23;Outpatient rehabilitative care;PT;Portugal;1996;1996;
A;Annual;MIO_NAC;Million units of national currency;HC23;Outpatient rehabilitative care;PT;Portugal;1996;1996;
A;Annual;NAC_HAB;National currency per inhabitant;HC23;Outpatient rehabilitative care;PT;Portugal;1996;1996;
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC23;Outpatient rehabilitative care;PT;Portugal;1996;1996;
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC23;Outpatient rehabilitative care;PT;Portugal;1996;1996;
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC23;Outpatient rehabilitative care;PT;Portugal;1996;1996;
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC23;Outpatient rehabilitative care;PT;Portugal;1996;1996;14.85
A;Annual;MIO_EUR;Million euro;HC24;Home-based rehabilitative care;PT;Portugal;1996;1996;16.22
A;Annual;EUR_HAB;Euro per inhabitant;HC24;Home-based rehabilitative care;PT;Portugal;1996;1996;17.07
A;Annual;MIO_NAC;Million units of national currency;HC24;Home-based rehabilitative care;PT;Portugal;1996;1996;18.78
A;Annual;NAC_HAB;National currency per inhabitant;HC24;Home-based rehabilitative care;PT;Portugal;1996;1996;20.13
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC24;Home-based rehabilitative care;PT;Portugal;1996;1996;137.51
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC24;Home-based rehabilitative care;PT;Portugal;1996;1996;147.25
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC24;Home-based rehabilitative care;PT;Portugal;1996;1996;151.43
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC24;Home-based rehabilitative care;PT;Portugal;1996;1996;163.14
A;Annual;MIO_EUR;Million euro;HC3;Long-term care (health);PT;Portugal;1996;1996;172.91
A;Annual;EUR_HAB;Euro per inhabitant;HC3;Long-term care (health);PT;Portugal;1996;1996;177.88
A;Annual;MIO_NAC;Million units of national currency;HC3;Long-term care (health);PT;Portugal;1996;1996;172.68
A;Annual;NAC_HAB;National currency per inhabitant;HC3;Long-term care (health);PT;Portugal;1996;1996;183.98
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC3;Long-term care (health);PT;Portugal;1996;1996;189.13
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC3;Long-term care (health);PT;Portugal;1996;1996;234.64
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC3;Long-term care (health);PT;Portugal;1996;1996;258.49
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC3;Long-term care (health);PT;Portugal;1996;1996;290.32
A;Annual;MIO_EUR;Million euro;HC31;Inpatient long-term care (health);PT;Portugal;1996;1996;307.88
A;Annual;EUR_HAB;Euro per inhabitant;HC31;Inpatient long-term care (health);PT;Portugal;1996;1996;347.97
A;Annual;MIO_NAC;Million units of national currency;HC31;Inpatient long-term care (health);PT;Portugal;1996;1996;365.72
A;Annual;NAC_HAB;National currency per inhabitant;HC31;Inpatient long-term care (health);PT;Portugal;1996;1996;415.21
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC31;Inpatient long-term care (health);PT;Portugal;1996;1996;
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC31;Inpatient long-term care (health);PT;Portugal;1996;1996;
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC31;Inpatient long-term care (health);PT;Portugal;1996;1996;
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC31;Inpatient long-term care (health);PT;Portugal;1996;1996;
A;Annual;MIO_EUR;Million euro;HC32;Day long-term care (health);PT;Portugal;1996;1996;
A;Annual;EUR_HAB;Euro per inhabitant;HC32;Day long-term care (health);PT;Portugal;1996;1996;
A;Annual;MIO_NAC;Million units of national currency;HC32;Day long-term care (health);PT;Portugal;1996;1996;
A;Annual;NAC_HAB;National currency per inhabitant;HC32;Day long-term care (health);PT;Portugal;1996;1996;
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC32;Day long-term care (health);PT;Portugal;1996;1996;
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC32;Day long-term care (health);PT;Portugal;1996;1996;
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC32;Day long-term care (health);PT;Portugal;1996;1996;
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC32;Day long-term care (health);PT;Portugal;1996;1996;
A;Annual;MIO_EUR;Million euro;HC33;Outpatient long-term care (health);PT;Portugal;1996;1996;
A;Annual;EUR_HAB;Euro per inhabitant;HC33;Outpatient long-term care (health);PT;Portugal;1996;1996;
A;Annual;MIO_NAC;Million units of national currency;HC33;Outpatient long-term care (health);PT;Portugal;1996;1996;
A;Annual;NAC_HAB;National currency per inhabitant;HC33;Outpatient long-term care (health);PT;Portugal;1996;1996;
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC33;Outpatient long-term care (health);PT;Portugal;1996;1996;
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC33;Outpatient long-term care (health);PT;Portugal;1996;1996;
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC33;Outpatient long-term care (health);PT;Portugal;1996;1996;
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC33;Outpatient long-term care (health);PT;Portugal;1996;1996;
A;Annual;MIO_EUR;Million euro;HC34;Home-based long-term care (health);PT;Portugal;1996;1996;
A;Annual;EUR_HAB;Euro per inhabitant;HC34;Home-based long-term care (health);PT;Portugal;1996;1996;13.14
A;Annual;MIO_NAC;Million units of national currency;HC34;Home-based long-term care (health);PT;Portugal;1996;1996;15.3
A;Annual;NAC_HAB;National currency per inhabitant;HC34;Home-based long-term care (health);PT;Portugal;1996;1996;24.99
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC34;Home-based long-term care (health);PT;Portugal;1996;1996;24.85
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC34;Home-based long-term care (health);PT;Portugal;1996;1996;24.27
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC34;Home-based long-term care (health);PT;Portugal;1996;1996;19.19
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC34;Home-based long-term care (health);PT;Portugal;1996;1996;20.09
A;Annual;MIO_EUR;Million euro;HC4;Ancillary services (non-specified by function);PT;Portugal;1996;1996;21.84
A;Annual;EUR_HAB;Euro per inhabitant;HC4;Ancillary services (non-specified by function);PT;Portugal;1996;1996;21.38
A;Annual;MIO_NAC;Million units of national currency;HC4;Ancillary services (non-specified by function);PT;Portugal;1996;1996;21.94
A;Annual;NAC_HAB;National currency per inhabitant;HC4;Ancillary services (non-specified by function);PT;Portugal;1996;1996;20.71
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC4;Ancillary services (non-specified by function);PT;Portugal;1996;1996;26.12
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC4;Ancillary services (non-specified by function);PT;Portugal;1996;1996;
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC4;Ancillary services (non-specified by function);PT;Portugal;1996;1996;
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC4;Ancillary services (non-specified by function);PT;Portugal;1996;1996;
A;Annual;MIO_EUR;Million euro;HC41;Laboratory services;PT;Portugal;1996;1996;
A;Annual;EUR_HAB;Euro per inhabitant;HC41;Laboratory services;PT;Portugal;1996;1996;
A;Annual;MIO_NAC;Million units of national currency;HC41;Laboratory services;PT;Portugal;1996;1996;
A;Annual;NAC_HAB;National currency per inhabitant;HC41;Laboratory services;PT;Portugal;1996;1996;
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC41;Laboratory services;PT;Portugal;1996;1996;
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC41;Laboratory services;PT;Portugal;1996;1996;
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC41;Laboratory services;PT;Portugal;1996;1996;
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC41;Laboratory services;PT;Portugal;1996;1996;
A;Annual;MIO_EUR;Million euro;HC42;Imaging services;PT;Portugal;1996;1996;
A;Annual;EUR_HAB;Euro per inhabitant;HC42;Imaging services;PT;Portugal;1996;1996;
A;Annual;MIO_NAC;Million units of national currency;HC42;Imaging services;PT;Portugal;1996;1996;
A;Annual;NAC_HAB;National currency per inhabitant;HC42;Imaging services;PT;Portugal;1996;1996;
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC42;Imaging services;PT;Portugal;1996;1996;
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC42;Imaging services;PT;Portugal;1996;1996;
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC42;Imaging services;PT;Portugal;1996;1996;
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC42;Imaging services;PT;Portugal;1996;1996;
A;Annual;MIO_EUR;Million euro;HC43;Patient transportation;PT;Portugal;1996;1996;15.99
A;Annual;EUR_HAB;Euro per inhabitant;HC43;Patient transportation;PT;Portugal;1996;1996;16.77
A;Annual;MIO_NAC;Million units of national currency;HC43;Patient transportation;PT;Portugal;1996;1996;16.54
A;Annual;NAC_HAB;National currency per inhabitant;HC43;Patient transportation;PT;Portugal;1996;1996;15.93
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC43;Patient transportation;PT;Portugal;1996;1996;16.16
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC43;Patient transportation;PT;Portugal;1996;1996;16.93
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC43;Patient transportation;PT;Portugal;1996;1996;17.94
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC43;Patient transportation;PT;Portugal;1996;1996;19.85
A;Annual;MIO_EUR;Million euro;HC5;Medical goods (non-specified by function);PT;Portugal;1996;1996;21.14
A;Annual;EUR_HAB;Euro per inhabitant;HC5;Medical goods (non-specified by function);PT;Portugal;1996;1996;22.93
A;Annual;MIO_NAC;Million units of national currency;HC5;Medical goods (non-specified by function);PT;Portugal;1996;1996;25.72
A;Annual;NAC_HAB;National currency per inhabitant;HC5;Medical goods (non-specified by function);PT;Portugal;1996;1996;27.78
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC5;Medical goods (non-specified by function);PT;Portugal;1996;1996;29.75
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC5;Medical goods (non-specified by function);PT;Portugal;1996;1996;33.97
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC5;Medical goods (non-specified by function);PT;Portugal;1996;1996;
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC5;Medical goods (non-specified by function);PT;Portugal;1996;1996;
A;Annual;MIO_EUR;Million euro;HC51;Pharmaceuticals and other medical non-durable goods;PT;Portugal;1996;1996;
A;Annual;EUR_HAB;Euro per inhabitant;HC51;Pharmaceuticals and other medical non-durable goods;PT;Portugal;1996;1996;
A;Annual;MIO_NAC;Million units of national currency;HC51;Pharmaceuticals and other medical non-durable goods;PT;Portugal;1996;1996;
A;Annual;NAC_HAB;National currency per inhabitant;HC51;Pharmaceuticals and other medical non-durable goods;PT;Portugal;1996;1996;
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC51;Pharmaceuticals and other medical non-durable goods;PT;Portugal;1996;1996;
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC51;Pharmaceuticals and other medical non-durable goods;PT;Portugal;1996;1996;
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC51;Pharmaceuticals and other medical non-durable goods;PT;Portugal;1996;1996;
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC51;Pharmaceuticals and other medical non-durable goods;PT;Portugal;1996;1996;
A;Annual;MIO_EUR;Million euro;HC511;Prescribed medicines;PT;Portugal;1996;1996;
A;Annual;EUR_HAB;Euro per inhabitant;HC511;Prescribed medicines;PT;Portugal;1996;1996;
A;Annual;MIO_NAC;Million units of national currency;HC511;Prescribed medicines;PT;Portugal;1996;1996;
A;Annual;NAC_HAB;National currency per inhabitant;HC511;Prescribed medicines;PT;Portugal;1996;1996;
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC511;Prescribed medicines;PT;Portugal;1996;1996;
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC511;Prescribed medicines;PT;Portugal;1996;1996;
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC511;Prescribed medicines;PT;Portugal;1996;1996;
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC511;Prescribed medicines;PT;Portugal;1996;1996;
A;Annual;MIO_EUR;Million euro;HC512;Over-the-counter medicines;PT;Portugal;1996;1996;
A;Annual;EUR_HAB;Euro per inhabitant;HC512;Over-the-counter medicines;PT;Portugal;1996;1996;
A;Annual;MIO_NAC;Million units of national currency;HC512;Over-the-counter medicines;PT;Portugal;1996;1996;
A;Annual;NAC_HAB;National currency per inhabitant;HC512;Over-the-counter medicines;PT;Portugal;1996;1996;
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC512;Over-the-counter medicines;PT;Portugal;1996;1996;
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC512;Over-the-counter medicines;PT;Portugal;1996;1996;
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC512;Over-the-counter medicines;PT;Portugal;1996;1996;
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC512;Over-the-counter medicines;PT;Portugal;1996;1996;
A;Annual;MIO_EUR;Million euro;HC513;Other medical non-durable goods;PT;Portugal;1996;1996;
A;Annual;EUR_HAB;Euro per inhabitant;HC513;Other medical non-durable goods;PT;Portugal;1996;1996;
A;Annual;MIO_NAC;Million units of national currency;HC513;Other medical non-durable goods;PT;Portugal;1996;1996;
A;Annual;NAC_HAB;National currency per inhabitant;HC513;Other medical non-durable goods;PT;Portugal;1996;1996;
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC513;Other medical non-durable goods;PT;Portugal;1996;1996;
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC513;Other medical non-durable goods;PT;Portugal;1996;1996;
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC513;Other medical non-durable goods;PT;Portugal;1996;1996;
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC513;Other medical non-durable goods;PT;Portugal;1996;1996;
A;Annual;MIO_EUR;Million euro;HC52;Therapeutic appliances and other medical durable goods;PT;Portugal;1996;1996;2.47
A;Annual;EUR_HAB;Euro per inhabitant;HC52;Therapeutic appliances and other medical durable goods;PT;Portugal;1996;1996;5.84
A;Annual;MIO_NAC;Million units of national currency;HC52;Therapeutic appliances and other medical durable goods;PT;Portugal;1996;1996;7.46
A;Annual;NAC_HAB;National currency per inhabitant;HC52;Therapeutic appliances and other medical durable goods;PT;Portugal;1996;1996;8.75
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC52;Therapeutic appliances and other medical durable goods;PT;Portugal;1996;1996;9.42
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC52;Therapeutic appliances and other medical durable goods;PT;Portugal;1996;1996;10.15
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC52;Therapeutic appliances and other medical durable goods;PT;Portugal;1996;1996;11.38
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC52;Therapeutic appliances and other medical durable goods;PT;Portugal;1996;1996;12.42
A;Annual;MIO_EUR;Million euro;HC6;Preventive care;PT;Portugal;1996;1996;13.44
A;Annual;EUR_HAB;Euro per inhabitant;HC6;Preventive care;PT;Portugal;1996;1996;15.36
A;Annual;MIO_NAC;Million units of national currency;HC6;Preventive care;PT;Portugal;1996;1996;17.91
A;Annual;NAC_HAB;National currency per inhabitant;HC6;Preventive care;PT;Portugal;1996;1996;18.85
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC6;Preventive care;PT;Portugal;1996;1996;20.51
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC6;Preventive care;PT;Portugal;1996;1996;21.81
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC6;Preventive care;PT;Portugal;1996;1996;27.01
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC6;Preventive care;PT;Portugal;1996;1996;30.21
A;Annual;MIO_EUR;Million euro;HC61;Information, education and counseling programmes;PT;Portugal;1996;1996;31.85
A;Annual;EUR_HAB;Euro per inhabitant;HC61;Information, education and counseling programmes;PT;Portugal;1996;1996;31.77
A;Annual;MIO_NAC;Million units of national currency;HC61;Information, education and counseling programmes;PT;Portugal;1996;1996;33.82
A;Annual;NAC_HAB;National currency per inhabitant;HC61;Information, education and counseling programmes;PT;Portugal;1996;1996;34.86
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC61;Information, education and counseling programmes;PT;Portugal;1996;1996;35.09
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC61;Information, education and counseling programmes;PT;Portugal;1996;1996;38.66
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC61;Information, education and counseling programmes;PT;Portugal;1996;1996;39.95
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC61;Information, education and counseling programmes;PT;Portugal;1996;1996;41.66
A;Annual;MIO_EUR;Million euro;HC62;Immunisation programmes;PT;Portugal;1996;1996;42.82
A;Annual;EUR_HAB;Euro per inhabitant;HC62;Immunisation programmes;PT;Portugal;1996;1996;42.84
A;Annual;MIO_NAC;Million units of national currency;HC62;Immunisation programmes;PT;Portugal;1996;1996;44.18
A;Annual;NAC_HAB;National currency per inhabitant;HC62;Immunisation programmes;PT;Portugal;1996;1996;76.97
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC62;Immunisation programmes;PT;Portugal;1996;1996;78.11
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC62;Immunisation programmes;PT;Portugal;1996;1996;83.18
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC62;Immunisation programmes;PT;Portugal;1996;1996;86.31
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC62;Immunisation programmes;PT;Portugal;1996;1996;93.98
A;Annual;MIO_EUR;Million euro;HC63;Early disease detection programmes;PT;Portugal;1996;1996;
A;Annual;EUR_HAB;Euro per inhabitant;HC63;Early disease detection programmes;PT;Portugal;1996;1996;
A;Annual;MIO_NAC;Million units of national currency;HC63;Early disease detection programmes;PT;Portugal;1996;1996;
A;Annual;NAC_HAB;National currency per inhabitant;HC63;Early disease detection programmes;PT;Portugal;1996;1996;
A;Annual;MIO_PPS;Million purchasing power standards (PPS);HC63;Early disease detection programmes;PT;Portugal;1996;1996;
A;Annual;PPS_HAB;Purchasing power standard (PPS) per inhabitant;HC63;Early disease detection programmes;PT;Portugal;1996;1996;
A;Annual;PC_GDP;Percentage of gross domestic product (GDP);HC63;Early disease detection programmes;PT;Portugal;1996;1996;
A;Annual;PC_CHE;Percentual share of total current health expenditure (CHE);HC63;Early disease detection programmes;PT;Portugal;1996;1996;
A;Annual;MIO_EUR;Million euro;HC64;Healthy condition monitoring programmes;PT;Portugal;1996;1996;
