Variable,Coefficient,Std_Error,T_Stat,P_Value,CI_Lower,CI_Upper
overdue_ratio,-0.14478686106222594,0.07182206737443668,-2.0159105182449717,0.05678261019068476,-0.29414902673106735,0.00457530460661551
log_debt,-0.03314539702695918,0.03343722255950242,-0.9912724350228572,0.3328377239436371,-0.10268190799094053,0.03639111393702217
log_revenue,0.058285416688654376,0.09006083891425165,0.6471782562912705,0.5245285964736643,-0.12900635078521117,0.2455771841625199
