Variable,Coefficient,Std_Error,T_Stat,P_Value,CI_Lower,CI_Upper
subsidy_dependence,-0.5473787599458565,0.054058008888364734,-10.125766213036982,1.555894080240705e-09,-0.6597985436485108,-0.4349589762432022
log_revenue,-0.06583223027297126,0.0650672221646741,-1.011757196370871,0.32317036409791333,-0.20114692632459813,0.06948246577865559
debt_ratio,-4.335983674084246,3.2804219816599427,-1.3217761916990245,0.20046168342918058,-11.157994643693215,2.486027295524724
