tempo;regiao;entidade;localizacao_geografica;tipologia_de_ausencia;valor
2014-05;Região de Saúde Norte;Administração Regional Saúde Norte, I.P.;41.1576361, -8.6066408;Com perda do vencimento;0
2014-05;Região de Saúde Norte;Administração Regional Saúde Norte, I.P.;41.1576361, -8.6066408;Greve;1779
2014-05;Região de Saúde Norte;Administração Regional Saúde Norte, I.P.;41.1576361, -8.6066408;Outras;14236
2014-05;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Com perda do vencimento;0
2014-05;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Greve;3
2014-05;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Injustificadas;0
2014-05;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711, -8.7589945;Por acidente em serviço ou doença profissional;186
2014-05;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711, -8.7589945;Por conta do período de férias;111
2014-05;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Falecimento de familiar;305
2014-05;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Por conta do período de férias;218
2014-05;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Com perda do vencimento;0
2014-05;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Cumprimento de pena disciplinar;0
2014-05;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Greve;288
2014-05;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Falecimento de familiar;153
2014-05;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Injustificadas;9
2014-05;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Outras;1045
2014-05;Região de Saúde Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Protecção na parentalidade;21279
2014-05;Região de Saúde Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Outras;4728
2014-05;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984, -8.4802503;Com perda do vencimento;0
2014-05;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984, -8.4802503;Outras;372
2014-05;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Falecimento de familiar;348
2014-05;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Trabalhador-estudante;373
2014-05;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Por conta do período de férias;550
2014-05;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Com perda do vencimento;62
2014-05;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Outras;4408
2014-05;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Falecimento de familiar;205
2014-05;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, E.P.E.;41.4387173, -8.3086907;Assistência a familiares;160
2014-05;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, E.P.E.;41.4387173, -8.3086907;Injustificadas;0
2014-05;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234, -8.6171561;Falecimento de familiar;69
2014-05;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234, -8.6171561;Por acidente em serviço ou doença profissional;282
2014-05;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234, -8.6171561;Com perda do vencimento;0
2014-05;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234, -8.6171561;Injustificadas;0
2014-05;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649, -8.6649823;Trabalhador-estudante;81
2014-05;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649, -8.6649823;Cumprimento de pena disciplinar;0
2014-05;Região de Saúde Norte;Instituto Português Oncologia do Porto, E.P.E.;41.1785642, -8.6062881;Por acidente em serviço ou doença profissional;2320
2014-05;Região de Saúde Norte;Instituto Português Oncologia do Porto, E.P.E.;41.1785642, -8.6062881;Cumprimento de pena disciplinar;0
2014-05;Região de Saúde Norte;Instituto Português Oncologia do Porto, E.P.E.;41.1785642, -8.6062881;Outras;1668
2014-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Casamento;65
2014-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Falecimento de familiar;248
2014-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Doença;17192
2014-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Por conta do período de férias;135
2014-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Cumprimento de pena disciplinar;0
2014-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Greve;557
2014-05;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Protecção na parentalidade;11058
2014-05;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Falecimento de familiar;186
2014-05;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Por conta do período de férias;70
2014-05;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Cumprimento de pena disciplinar;11
2014-05;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Greve;1
2014-05;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;38.5658621, -7.9136262;Casamento;15
2014-05;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;38.5658621, -7.9136262;Protecção na parentalidade;1095
2014-05;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;38.5658621, -7.9136262;Assistência a familiares;114
2014-05;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, E.P.E.;38.5684861, -7.9032848;Falecimento de familiar;143
2014-05;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, E.P.E.;38.5684861, -7.9032848;Assistência a familiares;120
2014-05;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, E.P.E.;38.5684861, -7.9032848;Por conta do período de férias;183
2014-05;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, E.P.E.;38.5684861, -7.9032848;Injustificadas;38
2014-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Casamento;26
2014-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Doença;6825
2014-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Por conta do período de férias;212
2014-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Outras;2625
2014-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Casamento;15
2014-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Cumprimento de pena disciplinar;20
2014-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Greve;339
2014-05;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272496, -7.9489909;Por acidente em serviço ou doença profissional;630
2014-05;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272496, -7.9489909;Trabalhador-estudante;92
2014-05;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272496, -7.9489909;Outras;2393
2014-05;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve;37.0238973, -7.9281554;Por acidente em serviço ou doença profissional;1623
2014-05;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve;37.0238973, -7.9281554;Assistência a familiares;363
2014-05;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038193, -8.4212899;Com perda do vencimento;18
2014-05;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038193, -8.4212899;Cumprimento de pena disciplinar;0
2014-05;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Protecção na parentalidade;3757
2014-05;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Por conta do período de férias;52
2014-05;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812, -8.7982706;Protecção na parentalidade;5704
2014-05;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812, -8.7982706;Assistência a familiares;2
2014-05;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812, -8.7982706;Greve;48
2014-05;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Casamento;16
2014-05;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Doença;9770
2014-05;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Trabalhador-estudante;156
2014-05;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Por conta do período de férias;253
2014-05;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Cumprimento de pena disciplinar;0
2014-05;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;Com perda do vencimento;1
2014-05;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;Cumprimento de pena disciplinar;0
2014-05;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Protecção na parentalidade;23968
2014-05;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Por conta do período de férias;537
2014-05;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Protecção na parentalidade;7
2014-05;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Doença;725
2014-05;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Assistência a familiares;26
2014-05;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Outras;46
2014-05;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Greve;0
2014-05;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, E.P.E.;40.2162514, -8.4103814;Protecção na parentalidade;3380
2014-05;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, E.P.E.;40.2162514, -8.4103814;Doença;3517
2014-05;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, E.P.E.;40.2162514, -8.4103814;Greve;345
2014-05;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Protecção na parentalidade;3384
2014-05;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Por acidente em serviço ou doença profissional;485
2014-05;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Cumprimento de pena disciplinar;0
2014-05;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Injustificadas;0
2014-05;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Falecimento de familiar;110
2014-05;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Doença;4219
2014-05;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Assistência a familiares;280
2014-05;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Com perda do vencimento;0
2014-05;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Cumprimento de pena disciplinar;0
2014-05;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Injustificadas;0
2014-05;Região de Saúde LVT;Autoridade Nacional Medicamento Produtos de Saúde, I.P.;38.7582532, -9.1502867;Protecção na parentalidade;610
2014-05;Região de Saúde LVT;Autoridade Nacional Medicamento Produtos de Saúde, I.P.;38.7582532, -9.1502867;Assistência a familiares;29
2014-05;Região de Saúde LVT;Autoridade Nacional Medicamento Produtos de Saúde, I.P.;38.7582532, -9.1502867;Trabalhador-estudante;71
2014-05;Região de Saúde LVT;Autoridade Nacional Medicamento Produtos de Saúde, I.P.;38.7582532, -9.1502867;Greve;0
2014-05;Região de Saúde LVT;Autoridade Nacional Medicamento Produtos de Saúde, I.P.;38.7582532, -9.1502867;Injustificadas;0
2014-05;Região de Saúde LVT;Autoridade Nacional Medicamento Produtos de Saúde, I.P.;38.7582532, -9.1502867;Outras;305
2014-05;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Casamento;0
2014-05;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Por acidente em serviço ou doença profissional;0
2014-05;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Assistência a familiares;0
2014-05;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Greve;0
2014-05;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.7313954, -9.1447467;Falecimento de familiar;94
2014-05;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.7313954, -9.1447467;Doença;3772
2014-05;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.7313954, -9.1447467;Por acidente em serviço ou doença profissional;3168
2014-05;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.7313954, -9.1447467;Assistência a familiares;100
2014-05;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.7313954, -9.1447467;Cumprimento de pena disciplinar;0
2014-05;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.7313954, -9.1447467;Greve;1
2014-05;Região de Saúde LVT;Secretaria-Geral do Ministério da Saúde;38.7362218, -9.1463126;Injustificadas;0
2014-05;Região de Saúde LVT;Serviços Partilhados do Ministério da Saúde, E.P.E.;38.739767, -9.1489431;Por acidente em serviço ou doença profissional;78
2014-05;Região de Saúde LVT;Serviços Partilhados do Ministério da Saúde, E.P.E.;38.739767, -9.1489431;Assistência a familiares;11
2014-05;Região de Saúde LVT;Serviços Partilhados do Ministério da Saúde, E.P.E.;38.739767, -9.1489431;Por conta do período de férias;16
2014-05;Região de Saúde LVT;Serviço de Intervenção Comportamentos Aditivos e Dependências;38.7653399, -9.1611815;Doença;653
2014-05;Região de Saúde LVT;Serviço de Intervenção Comportamentos Aditivos e Dependências;38.7653399, -9.1611815;Injustificadas;0
2014-06;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, I.P.;38.7490091, -9.1417844;Casamento;334
2014-06;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, I.P.;38.7490091, -9.1417844;Protecção na parentalidade;16802
2014-06;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, I.P.;38.7490091, -9.1417844;Falecimento de familiar;1029
2014-06;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, I.P.;38.7490091, -9.1417844;Com perda do vencimento;2
2014-06;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, I.P.;38.7490091, -9.1417844;Cumprimento de pena disciplinar;153
2014-06;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, I.P.;38.7490091, -9.1417844;Greve;166
2014-06;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, I.P.;38.7490091, -9.1417844;Injustificadas;401
2014-06;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, E.P.E.;38.6554005, -9.0592392;Doença;10571
2014-06;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, E.P.E.;38.6554005, -9.0592392;Outras;1373
2014-06;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Protecção na parentalidade;32363
2014-06;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Assistência a familiares;820
2014-06;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Doença;20040
2014-06;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Assistência a familiares;287
