freq;freq_label;sex;sex_label;unit;unit_label;age;age_label;geo;geo_label;time;time_label;value
A;Annual;F;Females;NR;Number;Y_GE85;85 years or over;PT;Portugal;2016;2016;347314
A;Annual;T;Total;NR;Number;Y_GE90;90 years or over;PT;Portugal;2016;2016;352972
A;Annual;M;Males;NR;Number;Y_GE90;90 years or over;PT;Portugal;2016;2016;360861
A;Annual;F;Females;NR;Number;Y_GE90;90 years or over;PT;Portugal;2016;2016;360855
A;Annual;T;Total;NR;Number;UNK;Unknown;PT;Portugal;2016;2016;358685
A;Annual;M;Males;NR;Number;UNK;Unknown;PT;Portugal;2016;2016;359261
A;Annual;F;Females;NR;Number;UNK;Unknown;PT;Portugal;2016;2016;363850
A;Annual;T;Total;NR;Number;TOTAL;Total;PT;Portugal;2017;2017;188562
A;Annual;M;Males;NR;Number;TOTAL;Total;PT;Portugal;2017;2017;194533
A;Annual;F;Females;NR;Number;TOTAL;Total;PT;Portugal;2017;2017;200136
A;Annual;T;Total;NR;Number;Y_LT5;Less than 5 years;PT;Portugal;2017;2017;205652
A;Annual;M;Males;NR;Number;Y_LT5;Less than 5 years;PT;Portugal;2017;2017;213070
A;Annual;F;Females;NR;Number;Y_LT5;Less than 5 years;PT;Portugal;2017;2017;217833
A;Annual;T;Total;NR;Number;Y5-9;From 5 to 9 years;PT;Portugal;2017;2017;223752
A;Annual;M;Males;NR;Number;Y5-9;From 5 to 9 years;PT;Portugal;2017;2017;229494
A;Annual;F;Females;NR;Number;Y5-9;From 5 to 9 years;PT;Portugal;2017;2017;235532
A;Annual;T;Total;NR;Number;Y10-14;From 10 to 14 years;PT;Portugal;2017;2017;239000
A;Annual;M;Males;NR;Number;Y10-14;From 10 to 14 years;PT;Portugal;2017;2017;245247
A;Annual;F;Females;NR;Number;Y10-14;From 10 to 14 years;PT;Portugal;2017;2017;274828
A;Annual;T;Total;NR;Number;Y15-19;From 15 to 19 years;PT;Portugal;2017;2017;287550
A;Annual;M;Males;NR;Number;Y15-19;From 15 to 19 years;PT;Portugal;2017;2017;298622
A;Annual;F;Females;NR;Number;Y15-19;From 15 to 19 years;PT;Portugal;2017;2017;310077
A;Annual;T;Total;NR;Number;Y20-24;From 20 to 24 years;PT;Portugal;2017;2017;322329
