ano;trimestre;regiao;faixa_etaria;cod_capitulo;desc_capitulo;taxa_internamento;taxa_mortalidade
2020;Primeiro;Região de Saúde do Alentejo;[5-15[;1;Algumas doenças infecciosas e parasitárias;3.67;0.0
2025;Terceiro;Região de Saúde do Norte;[25-45[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;2.42;0.0
2025;Terceiro;Região de Saúde do Norte;[25-45[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;0.68;0.0
2025;Terceiro;Região de Saúde do Norte;[25-45[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;2.37;0.7
2025;Terceiro;Região de Saúde do Norte;[45-65[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;2.12;1.31
2025;Terceiro;Região de Saúde do Norte;[45-65[;7;Doenças do olho e anexos;0.53;0.0
2025;Terceiro;Região de Saúde do Norte;[45-65[;9;Doenças do aparelho circulatório;11.56;2.04
2025;Terceiro;Região de Saúde do Norte;[45-65[;11;Doenças do aparelho digestivo;13.59;1.73
2025;Terceiro;Região de Saúde do Norte;[45-65[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;10.7;0.39
2025;Terceiro;Região de Saúde do Norte;[45-65[;14;Doenças do aparelho geniturinário;9.64;0.57
2025;Terceiro;Região de Saúde do Norte;[45-65[;22;Códigos para fins especiais;0.24;17.65
2025;Terceiro;Região de Saúde do Norte;[5-15[;6;Doenças do sistema nervoso;4.38;0.0
2025;Terceiro;Região de Saúde do Norte;[5-15[;12;Doenças da pele e do tecido subcutâneo;4.08;0.0
2025;Terceiro;Região de Saúde do Norte;[65-120[;2;Neoplasias;10.27;13.83
2025;Terceiro;Região de Saúde do Norte;[65-120[;7;Doenças do olho e anexos;0.42;0.0
2025;Terceiro;Região de Saúde do Norte;[65-120[;10;Doenças do aparelho respiratório;12.47;20.38
2025;Terceiro;Região de Saúde do Norte;[65-120[;11;Doenças do aparelho digestivo;11.11;5.73
2025;Terceiro;Região de Saúde do Norte;[65-120[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;1.86;13.82
2024;Primeiro;Região de Saúde LVT;[0-1[;8;Doenças do ouvido e da apófise mastóide;0.28;0.0
2024;Primeiro;Região de Saúde LVT;[0-1[;10;Doenças do aparelho respiratório;7.98;0.0
2024;Primeiro;Região de Saúde LVT;[0-1[;12;Doenças da pele e do tecido subcutâneo;0.36;0.0
2024;Primeiro;Região de Saúde LVT;[0-1[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;0.12;0.0
2024;Primeiro;Região de Saúde LVT;[0-1[;16;Algumas condições originadas no período perinatal;3.47;1.92
2024;Primeiro;Região de Saúde LVT;[0-1[;19;Lesões, envenenamento e algumas outras consequências de causas externas;0.19;0.0
2024;Primeiro;Região de Saúde LVT;[1-5[;2;Neoplasias;2.04;0.0
2024;Primeiro;Região de Saúde LVT;[1-5[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;4.78;0.0
2024;Primeiro;Região de Saúde LVT;[1-5[;4;Doenças endócrinas, nutricionais e metabólicas;2.13;0.0
2024;Primeiro;Região de Saúde LVT;[1-5[;11;Doenças do aparelho digestivo;3.01;0.0
2024;Primeiro;Região de Saúde LVT;[1-5[;12;Doenças da pele e do tecido subcutâneo;3.54;0.0
2024;Primeiro;Região de Saúde LVT;[1-5[;16;Algumas condições originadas no período perinatal;0.44;0.0
2024;Primeiro;Região de Saúde LVT;[1-5[;17;Malformações congénitas, deformações e anomalias cromossómicas;9.83;0.0
2024;Primeiro;Região de Saúde LVT;[1-5[;22;Códigos para fins especiais;0.35;0.0
2024;Primeiro;Região de Saúde LVT;[15-25[;10;Doenças do aparelho respiratório;5.34;0.0
2024;Primeiro;Região de Saúde LVT;[15-25[;11;Doenças do aparelho digestivo;7.3;0.0
2024;Primeiro;Região de Saúde LVT;[15-25[;22;Códigos para fins especiais;0.04;0.0
2024;Primeiro;Região de Saúde LVT;[25-45[;6;Doenças do sistema nervoso;1.29;2.24
2024;Primeiro;Região de Saúde LVT;[25-45[;9;Doenças do aparelho circulatório;3.38;2.85
2024;Primeiro;Região de Saúde LVT;[25-45[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;0.97;0.99
2024;Primeiro;Região de Saúde LVT;[25-45[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;2.9;0.33
2024;Primeiro;Região de Saúde LVT;[45-65[;2;Neoplasias;17.33;8.61
2024;Primeiro;Região de Saúde LVT;[45-65[;6;Doenças do sistema nervoso;2.39;7.17
2024;Quarto;Região de Saúde do Alentejo;[1-5[;11;Doenças do aparelho digestivo;2.33;0.0
2024;Quarto;Região de Saúde do Alentejo;[1-5[;12;Doenças da pele e do tecido subcutâneo;4.65;0.0
2024;Quarto;Região de Saúde do Alentejo;[15-25[;11;Doenças do aparelho digestivo;8.81;0.0
2024;Quarto;Região de Saúde do Alentejo;[15-25[;15;Gravidez, parto e puerpério;46.1;0.0
2024;Quarto;Região de Saúde do Alentejo;[15-25[;17;Malformações congénitas, deformações e anomalias cromossómicas;0.68;0.0
2024;Quarto;Região de Saúde do Alentejo;[25-45[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.2;0.0
2024;Quarto;Região de Saúde do Alentejo;[25-45[;12;Doenças da pele e do tecido subcutâneo;0.69;0.0
2024;Quarto;Região de Saúde do Alentejo;[25-45[;17;Malformações congénitas, deformações e anomalias cromossómicas;0.39;0.0
2024;Quarto;Região de Saúde do Alentejo;[25-45[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;0.98;0.0
2024;Quarto;Região de Saúde do Alentejo;[45-65[;4;Doenças endócrinas, nutricionais e metabólicas;3.08;2.5
2024;Quarto;Região de Saúde do Alentejo;[45-65[;11;Doenças do aparelho digestivo;16.49;2.8
2024;Quarto;Região de Saúde do Alentejo;[45-65[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;2.7;8.57
2024;Primeiro;Região de Saúde do Algarve;[5-15[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;2.31;0.0
2024;Primeiro;Região de Saúde do Algarve;[65-120[;2;Neoplasias;10.63;19.69
2024;Primeiro;Região de Saúde do Algarve;[65-120[;4;Doenças endócrinas, nutricionais e metabólicas;3.24;29.41
2024;Primeiro;Região de Saúde do Algarve;[65-120[;11;Doenças do aparelho digestivo;10.79;10.83
2024;Primeiro;Região de Saúde do Centro;[0-1[;9;Doenças do aparelho circulatório;0.03;0.0
2024;Primeiro;Região de Saúde do Centro;[0-1[;17;Malformações congénitas, deformações e anomalias cromossómicas;1.08;0.0
2024;Primeiro;Região de Saúde do Centro;[1-5[;1;Algumas doenças infecciosas e parasitárias;7.72;0.0
2024;Primeiro;Região de Saúde do Centro;[1-5[;11;Doenças do aparelho digestivo;2.63;0.0
2024;Primeiro;Região de Saúde do Centro;[1-5[;14;Doenças do aparelho geniturinário;2.79;0.0
2024;Primeiro;Região de Saúde do Centro;[15-25[;2;Neoplasias;3.11;5.0
2024;Primeiro;Região de Saúde do Centro;[15-25[;6;Doenças do sistema nervoso;2.95;2.63
2024;Primeiro;Região de Saúde do Centro;[15-25[;7;Doenças do olho e anexos;0.39;0.0
2024;Primeiro;Região de Saúde do Centro;[15-25[;8;Doenças do ouvido e da apófise mastóide;1.01;0.0
2024;Primeiro;Região de Saúde do Centro;[15-25[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;2.1;0.0
2024;Primeiro;Região de Saúde do Centro;[15-25[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;4.58;0.0
2024;Primeiro;Região de Saúde do Centro;[25-45[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.29;6.67
2024;Primeiro;Região de Saúde do Centro;[25-45[;4;Doenças endócrinas, nutricionais e metabólicas;2.46;0.0
2024;Primeiro;Região de Saúde do Centro;[25-45[;11;Doenças do aparelho digestivo;8.11;0.48
2024;Primeiro;Região de Saúde do Centro;[25-45[;12;Doenças da pele e do tecido subcutâneo;0.82;0.0
2024;Primeiro;Região de Saúde do Centro;[25-45[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;0.8;0.0
2024;Primeiro;Região de Saúde do Centro;[45-65[;2;Neoplasias;15.4;8.39
2024;Primeiro;Região de Saúde do Centro;[45-65[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.57;7.32
2024;Primeiro;Região de Saúde do Centro;[45-65[;4;Doenças endócrinas, nutricionais e metabólicas;3.76;0.74
2024;Primeiro;Região de Saúde do Centro;[45-65[;9;Doenças do aparelho circulatório;13.58;3.37
2024;Primeiro;Região de Saúde do Centro;[5-15[;1;Algumas doenças infecciosas e parasitárias;4.57;0.0
2024;Primeiro;Região de Saúde do Centro;[5-15[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.62;0.0
2024;Primeiro;Região de Saúde do Centro;[5-15[;7;Doenças do olho e anexos;0.99;0.0
2024;Primeiro;Região de Saúde do Centro;[5-15[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;3.46;0.0
2024;Primeiro;Região de Saúde do Centro;[65-120[;1;Algumas doenças infecciosas e parasitárias;3.92;31.01
2024;Primeiro;Região de Saúde do Centro;[65-120[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.64;8.0
2024;Primeiro;Região de Saúde do Centro;[65-120[;6;Doenças do sistema nervoso;1.36;15.91
2024;Primeiro;Região de Saúde do Centro;[65-120[;9;Doenças do aparelho circulatório;20.91;10.22
2024;Primeiro;Região de Saúde do Centro;[65-120[;10;Doenças do aparelho respiratório;22.73;17.76
2024;Primeiro;Região de Saúde do Centro;[65-120[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;4.15;1.74
2024;Primeiro;Região de Saúde do Centro;[65-120[;14;Doenças do aparelho geniturinário;7.34;8.63
2024;Primeiro;Região de Saúde do Norte;[0-1[;10;Doenças do aparelho respiratório;8.75;0.17
2024;Primeiro;Região de Saúde do Norte;[0-1[;11;Doenças do aparelho digestivo;0.58;0.0
2024;Primeiro;Região de Saúde do Norte;[0-1[;14;Doenças do aparelho geniturinário;1.14;0.0
2024;Primeiro;Região de Saúde do Norte;[0-1[;16;Algumas condições originadas no período perinatal;2.59;1.18
2024;Primeiro;Região de Saúde do Norte;[0-1[;17;Malformações congénitas, deformações e anomalias cromossómicas;0.84;3.64
2024;Primeiro;Região de Saúde do Norte;[1-5[;1;Algumas doenças infecciosas e parasitárias;6.32;0.0
2024;Primeiro;Região de Saúde do Norte;[1-5[;6;Doenças do sistema nervoso;1.82;0.0
2024;Primeiro;Região de Saúde do Norte;[1-5[;7;Doenças do olho e anexos;1.21;0.0
2024;Primeiro;Região de Saúde do Norte;[1-5[;10;Doenças do aparelho respiratório;45.71;0.0
2024;Primeiro;Região de Saúde do Norte;[1-5[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;2.34;0.0
2024;Primeiro;Região de Saúde do Norte;[15-25[;4;Doenças endócrinas, nutricionais e metabólicas;3.19;0.0
2024;Primeiro;Região de Saúde do Norte;[25-45[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;3.29;0.0
2024;Primeiro;Região de Saúde do Norte;[25-45[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;0.62;1.43
2024;Primeiro;Região de Saúde do Norte;[25-45[;22;Códigos para fins especiais;0.04;0.0
2024;Primeiro;Região de Saúde do Norte;[45-65[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.61;5.61
2024;Primeiro;Região de Saúde do Norte;[45-65[;12;Doenças da pele e do tecido subcutâneo;1.18;1.92
2024;Primeiro;Região de Saúde do Norte;[45-65[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;3.23;5.61
2024;Primeiro;Região de Saúde do Norte;[65-120[;4;Doenças endócrinas, nutricionais e metabólicas;2.28;11.19
2024;Primeiro;Região de Saúde do Norte;[65-120[;14;Doenças do aparelho geniturinário;7.78;7.39
2024;Quarto;Região de Saúde LVT;[0-1[;1;Algumas doenças infecciosas e parasitárias;0.7;0.0
2024;Quarto;Região de Saúde LVT;[0-1[;7;Doenças do olho e anexos;0.17;0.0
2024;Quarto;Região de Saúde LVT;[0-1[;8;Doenças do ouvido e da apófise mastóide;0.23;0.0
2024;Quarto;Região de Saúde LVT;[0-1[;17;Malformações congénitas, deformações e anomalias cromossómicas;0.55;4.88
2024;Quarto;Região de Saúde LVT;[0-1[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;86.35;0.29
2024;Quarto;Região de Saúde LVT;[1-5[;4;Doenças endócrinas, nutricionais e metabólicas;1.32;0.0
2024;Quarto;Região de Saúde LVT;[1-5[;16;Algumas condições originadas no período perinatal;0.22;0.0
2024;Quarto;Região de Saúde LVT;[1-5[;19;Lesões, envenenamento e algumas outras consequências de causas externas;3.18;0.0
2024;Quarto;Região de Saúde LVT;[15-25[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;2.12;1.82
2024;Quarto;Região de Saúde LVT;[15-25[;6;Doenças do sistema nervoso;1.43;0.0
2024;Quarto;Região de Saúde LVT;[15-25[;8;Doenças do ouvido e da apófise mastóide;0.66;0.0
2024;Quarto;Região de Saúde LVT;[25-45[;2;Neoplasias;4.67;3.05
2024;Quarto;Região de Saúde LVT;[25-45[;10;Doenças do aparelho respiratório;3.4;1.5
2024;Quarto;Região de Saúde LVT;[25-45[;11;Doenças do aparelho digestivo;6.08;0.67
2024;Quarto;Região de Saúde LVT;[25-45[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;1.4;0.0
2024;Quarto;Região de Saúde LVT;[25-45[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;0.7;1.45
2024;Quarto;Região de Saúde LVT;[45-65[;4;Doenças endócrinas, nutricionais e metabólicas;3.55;2.66
2024;Quarto;Região de Saúde LVT;[45-65[;7;Doenças do olho e anexos;0.41;0.0
2024;Quarto;Região de Saúde LVT;[45-65[;16;Algumas condições originadas no período perinatal;0.01;0.0
2024;Quarto;Região de Saúde LVT;[5-15[;1;Algumas doenças infecciosas e parasitárias;4.88;0.0
2024;Quarto;Região de Saúde LVT;[5-15[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;6.83;1.19
2024;Quarto;Região de Saúde LVT;[5-15[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;1.71;0.0
2024;Quarto;Região de Saúde LVT;[5-15[;12;Doenças da pele e do tecido subcutâneo;3.74;0.0
2024;Quarto;Região de Saúde LVT;[65-120[;9;Doenças do aparelho circulatório;22.61;10.48
2024;Quarto;Região de Saúde LVT;[65-120[;12;Doenças da pele e do tecido subcutâneo;0.95;11.39
2024;Quarto;Região de Saúde LVT;[65-120[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;4.04;1.19
2024;Quarto;Região de Saúde LVT;[65-120[;14;Doenças do aparelho geniturinário;10.56;7.95
2024;Quarto;Região de Saúde do Alentejo;[0-1[;1;Algumas doenças infecciosas e parasitárias;0.71;0.0
2024;Quarto;Região de Saúde do Alentejo;[0-1[;10;Doenças do aparelho respiratório;6.71;0.0
2024;Quarto;Região de Saúde do Alentejo;[0-1[;11;Doenças do aparelho digestivo;0.71;0.0
2024;Quarto;Região de Saúde do Alentejo;[0-1[;17;Malformações congénitas, deformações e anomalias cromossómicas;0.14;0.0
2024;Quarto;Região de Saúde do Alentejo;[1-5[;1;Algumas doenças infecciosas e parasitárias;8.14;0.0
2024;Quarto;Região de Saúde do Centro;[15-25[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.9;0.0
2024;Quarto;Região de Saúde do Centro;[25-45[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;3.33;0.68
2024;Quarto;Região de Saúde do Centro;[25-45[;9;Doenças do aparelho circulatório;3.71;1.21
2024;Quarto;Região de Saúde do Centro;[45-65[;1;Algumas doenças infecciosas e parasitárias;2.76;6.04
2024;Quarto;Região de Saúde do Centro;[45-65[;6;Doenças do sistema nervoso;2.22;9.59
2024;Quarto;Região de Saúde do Centro;[45-65[;14;Doenças do aparelho geniturinário;8.81;1.03
2024;Quarto;Região de Saúde do Centro;[45-65[;22;Códigos para fins especiais;0.15;20.0
2024;Quarto;Região de Saúde do Centro;[5-15[;9;Doenças do aparelho circulatório;1.77;7.69
2024;Quarto;Região de Saúde do Centro;[5-15[;17;Malformações congénitas, deformações e anomalias cromossómicas;5.32;2.56
2024;Quarto;Região de Saúde do Centro;[5-15[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;1.77;0.0
2024;Quarto;Região de Saúde do Centro;[65-120[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.7;5.98
2024;Quarto;Região de Saúde do Centro;[65-120[;6;Doenças do sistema nervoso;1.61;10.0
2024;Quarto;Região de Saúde do Centro;[65-120[;9;Doenças do aparelho circulatório;21.11;9.94
2024;Quarto;Região de Saúde do Centro;[65-120[;12;Doenças da pele e do tecido subcutâneo;1.05;7.95
2024;Quarto;Região de Saúde do Norte;[0-1[;10;Doenças do aparelho respiratório;5.73;0.0
2024;Quarto;Região de Saúde do Norte;[0-1[;17;Malformações congénitas, deformações e anomalias cromossómicas;0.82;1.92
2024;Quarto;Região de Saúde do Norte;[15-25[;2;Neoplasias;3.45;2.25
2024;Quarto;Região de Saúde do Norte;[15-25[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;4.04;0.0
2024;Quarto;Região de Saúde do Norte;[25-45[;4;Doenças endócrinas, nutricionais e metabólicas;3.34;0.52
2024;Quarto;Região de Saúde do Norte;[45-65[;1;Algumas doenças infecciosas e parasitárias;2.54;13.44
2024;Quarto;Região de Saúde do Norte;[45-65[;2;Neoplasias;17.33;7.26
2024;Quarto;Região de Saúde do Norte;[45-65[;7;Doenças do olho e anexos;0.59;0.0
2024;Quarto;Região de Saúde do Norte;[45-65[;8;Doenças do ouvido e da apófise mastóide;0.92;0.0
2024;Quarto;Região de Saúde do Norte;[45-65[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;10.37;0.11
2024;Quarto;Região de Saúde do Norte;[45-65[;19;Lesões, envenenamento e algumas outras consequências de causas externas;10.41;1.73
2024;Quarto;Região de Saúde do Norte;[5-15[;2;Neoplasias;3.13;1.85
2024;Quarto;Região de Saúde do Norte;[5-15[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;2.31;0.0
2024;Quarto;Região de Saúde do Norte;[5-15[;9;Doenças do aparelho circulatório;1.22;4.76
2024;Quarto;Região de Saúde do Norte;[5-15[;10;Doenças do aparelho respiratório;26.1;0.22
2024;Quarto;Região de Saúde do Norte;[5-15[;11;Doenças do aparelho digestivo;12.85;0.0
2024;Quarto;Região de Saúde do Norte;[5-15[;12;Doenças da pele e do tecido subcutâneo;2.2;0.0
2024;Quarto;Região de Saúde do Norte;[5-15[;14;Doenças do aparelho geniturinário;3.3;0.0
2024;Quarto;Região de Saúde do Norte;[5-15[;17;Malformações congénitas, deformações e anomalias cromossómicas;5.09;0.0
2024;Quarto;Região de Saúde do Norte;[65-120[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.69;8.75
2024;Quarto;Região de Saúde do Norte;[65-120[;9;Doenças do aparelho circulatório;18.08;8.99
2024;Quarto;Região de Saúde do Norte;[65-120[;16;Algumas condições originadas no período perinatal;0.0;0.0
2024;Quarto;Região de Saúde do Norte;[65-120[;17;Malformações congénitas, deformações e anomalias cromossómicas;0.1;0.0
2024;Quarto;Região de Saúde do Norte;[65-120[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.93;13.34
2024;Quarto;Região de Saúde do Norte;[65-120[;22;Códigos para fins especiais;0.34;12.71
2024;Segundo;Região de Saúde LVT;[0-1[;7;Doenças do olho e anexos;0.18;0.0
2024;Segundo;Região de Saúde LVT;[0-1[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;86.24;0.27
2024;Segundo;Região de Saúde LVT;[1-5[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;4.42;0.0
2024;Segundo;Região de Saúde LVT;[1-5[;6;Doenças do sistema nervoso;2.67;0.0
2024;Segundo;Região de Saúde LVT;[1-5[;7;Doenças do olho e anexos;0.46;0.0
2024;Quarto;Região de Saúde do Alentejo;[5-15[;1;Algumas doenças infecciosas e parasitárias;6.06;0.0
2024;Quarto;Região de Saúde do Alentejo;[5-15[;4;Doenças endócrinas, nutricionais e metabólicas;3.03;0.0
2024;Quarto;Região de Saúde do Alentejo;[5-15[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;2.27;0.0
2024;Quarto;Região de Saúde do Alentejo;[5-15[;6;Doenças do sistema nervoso;0.76;0.0
2024;Quarto;Região de Saúde do Alentejo;[5-15[;11;Doenças do aparelho digestivo;9.85;0.0
2024;Quarto;Região de Saúde do Alentejo;[5-15[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;12.88;0.0
2024;Quarto;Região de Saúde do Alentejo;[65-120[;7;Doenças do olho e anexos;0.35;0.0
2024;Quarto;Região de Saúde do Alentejo;[65-120[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;8.97;1.3
2024;Quarto;Região de Saúde do Alentejo;[65-120[;14;Doenças do aparelho geniturinário;9.41;12.07
2024;Quarto;Região de Saúde do Alentejo;[65-120[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;2.39;10.98
2024;Quarto;Região de Saúde do Alentejo;[65-120[;19;Lesões, envenenamento e algumas outras consequências de causas externas;13.69;5.32
2021;Terceiro;Região de Saúde LVT;[5-15[;7;Doenças do olho e anexos;0.52;0.0
2022;Segundo;Região de Saúde do Alentejo;[1-5[;19;Lesões, envenenamento e algumas outras consequências de causas externas;8.41;0.0
2022;Segundo;Região de Saúde do Alentejo;[15-25[;2;Neoplasias;1.07;33.33
2022;Segundo;Região de Saúde do Alentejo;[15-25[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;7.5;0.0
2022;Segundo;Região de Saúde do Alentejo;[15-25[;8;Doenças do ouvido e da apófise mastóide;0.36;0.0
2022;Segundo;Região de Saúde do Alentejo;[15-25[;9;Doenças do aparelho circulatório;1.43;0.0
2022;Segundo;Região de Saúde do Alentejo;[25-45[;4;Doenças endócrinas, nutricionais e metabólicas;2.18;4.55
2022;Segundo;Região de Saúde do Alentejo;[25-45[;9;Doenças do aparelho circulatório;3.86;5.13
2022;Segundo;Região de Saúde do Alentejo;[25-45[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;2.57;0.0
2022;Segundo;Região de Saúde do Alentejo;[25-45[;15;Gravidez, parto e puerpério;47.43;0.0
2022;Segundo;Região de Saúde do Alentejo;[45-65[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;3.14;0.0
2022;Segundo;Região de Saúde do Alentejo;[45-65[;9;Doenças do aparelho circulatório;16.31;1.28
2022;Segundo;Região de Saúde do Alentejo;[45-65[;12;Doenças da pele e do tecido subcutâneo;1.25;0.0
2022;Segundo;Região de Saúde do Alentejo;[45-65[;19;Lesões, envenenamento e algumas outras consequências de causas externas;9.83;0.71
2022;Segundo;Região de Saúde do Alentejo;[45-65[;22;Códigos para fins especiais;2.79;17.5
2022;Segundo;Região de Saúde do Alentejo;[5-15[;4;Doenças endócrinas, nutricionais e metabólicas;4.49;0.0
2022;Terceiro;Região de Saúde do Norte;[1-5[;6;Doenças do sistema nervoso;2.5;0.0
2022;Terceiro;Região de Saúde do Norte;[1-5[;8;Doenças do ouvido e da apófise mastóide;3.65;0.0
2022;Terceiro;Região de Saúde do Norte;[1-5[;14;Doenças do aparelho geniturinário;3.94;0.0
2022;Terceiro;Região de Saúde do Norte;[1-5[;16;Algumas condições originadas no período perinatal;0.1;0.0
2022;Terceiro;Região de Saúde do Norte;[15-25[;8;Doenças do ouvido e da apófise mastóide;1.08;0.0
2022;Terceiro;Região de Saúde do Norte;[15-25[;9;Doenças do aparelho circulatório;2.2;1.64
2022;Terceiro;Região de Saúde do Norte;[15-25[;11;Doenças do aparelho digestivo;11.75;0.31
2022;Terceiro;Região de Saúde do Norte;[15-25[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.34;0.0
2022;Terceiro;Região de Saúde do Norte;[25-45[;1;Algumas doenças infecciosas e parasitárias;1.15;3.62
2022;Terceiro;Região de Saúde do Norte;[25-45[;2;Neoplasias;5.4;5.54
2022;Terceiro;Região de Saúde do Norte;[25-45[;7;Doenças do olho e anexos;0.32;0.0
2022;Terceiro;Região de Saúde do Norte;[25-45[;8;Doenças do ouvido e da apófise mastóide;0.59;0.0
2022;Terceiro;Região de Saúde do Norte;[45-65[;1;Algumas doenças infecciosas e parasitárias;2.77;13.92
2021;Quarto;Região de Saúde do Algarve;[65-120[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.58;5.0
2021;Quarto;Região de Saúde do Algarve;[65-120[;12;Doenças da pele e do tecido subcutâneo;0.75;19.23
2021;Quarto;Região de Saúde do Centro;[0-1[;14;Doenças do aparelho geniturinário;1.08;0.0
2021;Quarto;Região de Saúde do Centro;[1-5[;1;Algumas doenças infecciosas e parasitárias;6.51;0.0
2021;Quarto;Região de Saúde do Centro;[1-5[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;1.88;0.0
2021;Quarto;Região de Saúde do Centro;[1-5[;4;Doenças endócrinas, nutricionais e metabólicas;1.2;0.0
2021;Quarto;Região de Saúde do Centro;[1-5[;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;5.31;0.0
2021;Quarto;Região de Saúde do Centro;[15-25[;9;Doenças do aparelho circulatório;2.69;0.0
2022;Primeiro;Região de Saúde do Centro;[5-15[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;6.86;0.0
2022;Primeiro;Região de Saúde do Centro;[5-15[;16;Algumas condições originadas no período perinatal;0.33;0.0
2022;Primeiro;Região de Saúde do Centro;[5-15[;17;Malformações congénitas, deformações e anomalias cromossómicas;8.03;0.0
2022;Primeiro;Região de Saúde do Centro;[65-120[;2;Neoplasias;12.36;16.73
2022;Primeiro;Região de Saúde do Centro;[65-120[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.8;3.97
2022;Primeiro;Região de Saúde do Centro;[65-120[;10;Doenças do aparelho respiratório;11.94;21.42
2022;Primeiro;Região de Saúde do Centro;[65-120[;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;4.09;1.56
2022;Primeiro;Região de Saúde do Norte;[0-1[;2;Neoplasias;0.06;0.0
2022;Primeiro;Região de Saúde do Norte;[0-1[;7;Doenças do olho e anexos;0.11;0.0
2022;Primeiro;Região de Saúde do Norte;[0-1[;8;Doenças do ouvido e da apófise mastóide;0.1;0.0
2022;Primeiro;Região de Saúde do Norte;[0-1[;9;Doenças do aparelho circulatório;0.05;0.0
2022;Primeiro;Região de Saúde do Norte;[0-1[;16;Algumas condições originadas no período perinatal;2.82;0.57
2022;Primeiro;Região de Saúde do Norte;[0-1[;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.22;0.0
2022;Primeiro;Região de Saúde do Norte;[1-5[;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;1.4;0.0
2022;Primeiro;Região de Saúde do Norte;[1-5[;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.56;0.0
