tempo;regiao;instituicao;localizacao_geografica;no_episodios_utentes_idade_sup_65_anos_com_diag_princ_820_com_cir_realiz_nas_1as_48h_apos_admissao;n_episodios_utentes_idade_sup_65_anos_com_diag_princ_820_com_cirurgia_realizada;fraturas_anca_com_cirurgia_realizada_nas_primeiras_48_horas
2016-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;56;116;48.28
2016-12;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;0;0;
2016-12;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;133;335;39.7
2016-12;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;100;216;46.3
2016-12;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;152;342;44.44
2016-12;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;245;291;84.19
2016-12;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;92;367;25.07
2016-12;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;134;294;45.58
2017-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;12;20;60.0
2017-01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;12;56;21.43
2017-01;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;0;0;
2017-01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;6;14;42.86
2017-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;6;16;37.5
2017-01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;9;38;23.68
2017-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;20;43;46.51
2017-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;7;22;31.82
2017-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;13;25;52.0
2017-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;35;43;81.4
2017-01;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;0;0;
2017-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;8;23;34.78
2017-02;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;16;24;66.67
2017-02;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;13;44;29.55
2017-02;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;0;0;
2017-02;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;29;44;65.91
2017-02;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;0;0;
2017-02;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;39;60;65.0
2017-02;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;5;22;22.73
2017-02;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;55;67;82.09
2017-03;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;17;60;28.33
2017-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;28;56;50.0
2017-03;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;49;127;38.58
2017-03;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;15;48;31.25
2017-03;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;14;81;17.28
2017-03;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;51;99;51.52
2017-03;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;85;109;77.98
2017-03;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;0;0;
2017-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;34;73;46.58
2017-04;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;46;179;25.7
2017-04;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;0;0;
2017-04;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;21;60;35.0
2017-04;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;44;94;46.81
2017-04;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;0;0;
2017-04;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;37;100;37.0
2017-04;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;124;153;81.05
2017-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;23;71;32.39
2017-05;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;80;202;39.6
2017-05;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;126;282;44.68
2017-05;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;54;125;43.2
2017-05;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;33;62;53.23
2017-05;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;54;89;60.67
2017-05;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;19;110;17.27
2017-05;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;40;121;33.06
2017-05;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;0;0;
2017-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;24;89;26.97
2017-06;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;85;240;35.42
2017-06;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;0;0;
2017-06;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;37;73;50.68
2017-06;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;54;171;31.58
2017-06;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;60;120;50.0
2017-06;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;50;179;27.93
2017-06;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;0;0;
2017-06;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;65;202;32.18
2017-06;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;0;0;
2017-06;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;48;53;90.57
2017-06;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;99;140;70.71
2017-06;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;0;0;
2017-07;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;0;0;
2017-07;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;57;188;30.32
2017-07;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;31;103;30.1
2017-07;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;112;176;63.64
2017-07;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;163;172;94.77
2017-07;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;21;148;14.19
2017-07;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;114;161;70.81
2017-07;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;54;108;50.0
2017-07;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;116;144;80.56
2017-08;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;47;144;32.64
2017-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;51;153;33.33
2017-08;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;104;319;32.6
2017-08;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;176;428;41.12
2017-08;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;86;139;61.87
2017-08;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;108;248;43.55
2017-08;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;90;207;43.48
2017-08;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;88;284;30.99
2017-08;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;69;75;92.0
2017-08;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;0;0;
2017-09;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;100;404;24.75
2017-09;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;75;111;67.57
2017-09;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;70;213;32.86
2017-09;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;59;119;49.58
2017-09;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;70;236;29.66
2017-09;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;78;153;50.98
2017-09;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;156;230;67.83
2017-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;138;290;47.59
2017-09;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;49;196;25.0
2017-09;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;83;168;49.4
2017-09;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;0;0;
2017-09;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;67;134;50.0
2017-09;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;153;198;77.27
2017-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;54;94;57.45
2017-10;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;210;521;40.31
2017-10;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;0;0;
2017-10;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;79;183;43.17
2017-10;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;25;211;11.85
2017-10;Região de Saúde LVT;Instituto Gama Pinto;38.7218793, -9.144249;0;0;
2017-10;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;158;320;49.38
2017-10;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;0;0;
2017-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;66;110;60.0
2017-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;53;169;31.36
2017-11;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;151;349;43.27
2017-11;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;0;0;
2017-11;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;0;0;
2017-11;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;54;239;22.59
2017-11;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;309;390;79.23
2017-11;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;0;0;
2017-12;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;81;271;29.89
2017-12;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;0;0;
2017-12;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;78;162;48.15
2017-12;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;93;344;27.03
2017-12;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;0;0;
2017-12;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;270;289;93.43
2017-12;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;182;390;46.67
2017-12;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;199;372;53.49
2017-12;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;0;0;
2018-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;7;10;70.0
2018-01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;42;82;51.22
2018-01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;5;26;19.23
2018-01;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;0;0;
2018-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;11;41;26.83
2018-01;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;10;15;66.67
2018-01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;5;29;17.24
2018-01;Região de Saúde LVT;Instituto Gama Pinto;38.7218793, -9.144249;0;0;
2018-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;8;22;36.36
2018-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;8;11;72.73
2018-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;27;30;90.0
2018-02;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;6;29;20.69
2018-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;12;35;34.29
2018-02;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;16;132;12.12
2018-02;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;10;43;23.26
2018-02;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;13;28;46.43
2018-02;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;42;71;59.15
2018-02;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;7;17;41.18
2018-02;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;31;64;48.44
2018-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;24;176;13.64
2018-03;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;49;112;43.75
2018-03;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;44;70;62.86
2018-03;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;0;0;
2018-03;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;11;29;37.93
2018-03;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;21;75;28.0
2018-03;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;27;57;47.37
2018-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;33;109;30.28
2018-03;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;43;58;74.14
2018-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;37;90;41.11
2018-04;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;31;103;30.1
2018-04;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;38;130;29.23
2018-04;Região de Saúde LVT;Instituto Gama Pinto;38.7218793, -9.144249;0;0;
2018-04;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;42;69;60.87
2018-05;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;17;93;18.28
2018-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;34;91;37.36
2018-05;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;53;77;68.83
2018-05;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;87;94;92.55
2018-05;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;44;93;47.31
2018-05;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;52;94;55.32
2018-06;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;19;108;17.59
2018-06;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;0;0;
2018-06;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;67;208;32.21
2018-06;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;97;209;46.41
2018-06;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;107;114;93.86
2018-06;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;55;152;36.18
2018-06;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;78;242;32.23
2018-06;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;0;0;
2018-06;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;107;185;57.84
2018-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;50;135;37.04
2018-07;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;46;100;46.0
2018-07;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;165;379;43.54
2018-07;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;0;0;
2018-07;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;0;0;
2018-07;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;122;130;93.85
2018-07;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;93;278;33.45
2018-07;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;0;0;
2018-07;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;134;236;56.78
2018-07;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;118;162;72.84
2018-07;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;64;143;44.76
2018-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;80;165;48.48
2018-08;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;93;138;67.39
2018-08;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;127;265;47.92
2018-08;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;115;313;36.74
2018-08;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;150;268;55.97
2018-08;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;71;167;42.51
2018-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;62;164;37.8
2018-09;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;98;302;32.45
2018-09;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;76;250;30.4
2018-09;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;61;158;38.61
2018-09;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;124;343;36.15
2018-09;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;55;229;24.02
2018-09;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;32;83;38.55
2018-09;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;179;216;82.87
2018-10;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;138;217;63.59
2018-10;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;0;0;
2018-10;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;83;243;34.16
2018-10;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;116;175;66.29
2018-10;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;80;163;49.08
2018-10;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;82;287;28.57
2018-10;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;163;173;94.22
2018-10;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;46;152;30.26
2018-10;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;53;218;24.31
2018-10;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;83;101;82.18
2018-10;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;278;373;74.53
2018-10;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;0;0;
2018-11;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;23;202;11.39
2018-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;104;213;48.83
2018-11;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;41;214;19.16
2018-11;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;0;0;
2018-11;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;92;269;34.2
2018-11;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;122;189;64.55
2018-11;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;186;604;30.79
2018-11;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;88;317;27.76
2018-11;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;163;246;66.26
2018-11;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;89;223;39.91
2018-11;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;0;0;
2018-11;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;228;273;83.52
2018-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;73;206;35.44
2018-12;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;75;579;12.95
2018-12;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;96;181;53.04
2018-12;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;128;474;27.0
2018-12;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;45;114;39.47
2018-12;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;0;0;
2018-12;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;100;296;33.78
2018-12;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;103;224;45.98
2018-12;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;0;0;
2018-12;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;193;206;93.69
2018-12;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;220;374;58.82
2018-12;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;327;444;73.65
2018-12;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;110;287;38.33
2018-12;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;47;116;40.52
