tempo;regiao;entidade;localizacao_geografica;ebitda;gastos_operacionais;rendimentos_operacionais;resultado_liquido;resultados_operacionais
2014-01;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;-163769.13999999998;6666151.97;6193218.26;-414185.88999999996;-472933.71
2014-01;Região de Saúde Norte;Centro Hospitalar do Alto Ave, EPE;41.4387173, -8.3086907;-650477.09;7167232.2700000005;6345342.53;-765976.6;-821889.74
2014-01;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015, -8.5933462;-64230.909999999996;259386.03999999998;195155.13;-77687.48999999999;-64230.909999999996
2014-01;Região de Saúde do Centro;Hospital Rovisco Pais;40.297919, -8.7707806;107558.13;474574.85000000003;497491.89;21954.43;22917.04
2014-01;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;98055.17;318235.97000000003;416291.13999999996;98055.17;98055.17
2014-01;Região de Saúde do Centro;Instituto Português de Oncologia de Coimbra, EPE;40.2162514, -8.4103814;809451.47;3317797.3200000003;3868936.38;616633.81;551139.0599999999
2014-01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;10036.31;5116441.2700000005;5014722.0200000005;-26375.75;-101719.25
2014-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;293627.99;5704251.62;5843985.28;533144.47;139733.65999999997
2014-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;958739.7999999999;3272350.71;4205113.46;937405.23;932762.75
2014-02;Região de Saúde LVT;Centro Hospitalar do Barreiro - Montijo, EPE;38.6554005, -9.0592392;-1724411.1800000002;12026994.34;9556314.53;-2469766.04;-2470679.81
2014-02;Região de Saúde LVT;Centro Hospitalar do Oeste, SPA;39.4054629, -9.1258493;2511501.13;9323865.52;11835366.65;2652731.73;2511501.13
2014-02;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;-285253.58999999997;18417701.28;17669848.689999998;-660456.0;-747852.59
2014-02;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;-3229834.4000000004;43886701.32;39776010.739999995;-4067110.67;-4110690.5800000005
2014-02;Região de Saúde Norte;Centro Hospitalar Vila Nova Gaia/Espinho, EPE;41.1094138, -8.5972617;322065.45;27470108.27;26606142.54;-759212.38;-863965.73
2014-02;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015, -8.5933462;-76746.98;605035.6000000001;528288.62;-114989.56;-76746.98
2014-02;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;209901.57;2890194.81;3048118.29;163468.14;157923.48
2014-02;Região de Saúde do Centro;Hospital Distrital Figueira da Foz, EPE;40.117897, -8.8586755;-151413.66999999998;4155380.3699999996;3884462.4;-166857.73;-270917.97000000003
2014-02;Região de Saúde LVT;Hospital Distrital Santarém, EPE;39.2410946, -8.6937515;-129097.37000000001;12170987.2;11698945.120000001;400794.78;-472042.08
2014-02;Região de Saúde do Centro;Hospital Rovisco Pais;40.297919, -8.7707806;169579.13;1034261.3200000001;1045492.6900000001;10993.39;11231.37
2014-02;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;-743538.95;14696705.309999999;13792250.03;-900737.7000000001;-904455.28
2014-03;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;-530588.15;19809035.91;18351000.77;-1280227.1900000002;-1458035.14
2014-03;Região de Saúde LVT;Centro Hospitalar do Barreiro - Montijo, EPE;38.6554005, -9.0592392;-3205084.7800000003;18724762.16;14402347.51;-3276732.39;-4322414.649999999
2014-03;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;-6227558.42;96299529.1;87919117.34;-6707129.2700000005;-8380411.760000001
2014-03;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;-9669804.13;104383644.04;91859759.25;-7544328.41;-12523884.790000001
2014-03;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015, -8.5933462;-104327.03;970309.06;865982.03;-144207.92;-104327.03
2014-03;Região de Saúde LVT;Hospital Garcia de Orta, EPE - Almada;38.6658713, -9.1822554;87874.44;33170909.269999996;32181864.24;-1605889.29;-989045.03
2014-03;Região de Saúde do Centro;Instituto Português de Oncologia de Coimbra, EPE;40.2162514, -8.4103814;-62803.26;11527592.32;10690333.67;-431982.62;-837258.65
2014-03;Região de Saúde LVT;Instituto Português de Oncologia de Lisboa, EPE;38.7396768, -9.1634516;-3205353.3200000003;28190513.95;23574127.71;-4062483.79;-4616386.24
2014-03;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;151730.29;15443096.48;15263451.2;-75316.29;-179645.28000000003
2014-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;-589454.0399999999;18708384.82;17662711.64;-632425.41;-1045673.18
2014-03;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;-3796092.18;23823726.86;19157982.89;-4749236.14;-4665743.970000001
2014-04;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;2827167.1500000004;27024736.86;28807078.46;1847293.31;1782341.5999999999
2014-04;Região de Saúde LVT;Centro Hospitalar de Lisboa - Zona Ocidental, EPE;38.708454, -9.216985;-7821664.6899999995;72271687.05;62114560.18;-10137533.36;-10157126.87
2014-04;Região de Saúde LVT;Centro Hospitalar do Barreiro - Montijo, EPE;38.6554005, -9.0592392;-4853649.7;24805531.88;18466760.65;-5292544.96;-6338771.23
2014-04;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;154116.80000000002;36156423.1;35385343.9;-574631.29;-771079.2000000001
2014-04;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;-3270043.53;39403609.29;33653798.580000006;-4764446.29;-5749810.71
2014-04;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E;37.0238973, -7.9281554;2396864.82;56354750.769999996;56817097.61;5934136.81;462346.83999999997
2014-04;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;-15279171.92;133118372.42;113929189.18;-20314608.84;-19189183.24
2014-04;Região de Saúde LVT;Hospital Distrital Santarém, EPE;39.2410946, -8.6937515;-1880184.49;24154861.07;21588787.169999998;-1680133.39;-2566073.9
2014-04;Região de Saúde LVT;Hospital Garcia de Orta, EPE - Almada;38.6658713, -9.1822554;-4611222.59;44594315.42;38543986.879999995;-7058449.55;-6050328.54
2014-04;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;-150416.9;1834785.8699999999;1607321.68;-233767.93;-227464.19
2014-04;Região de Saúde LVT;Instituto Português de Oncologia de Lisboa, EPE;38.7396768, -9.1634516;-4123821.24;37725872.5;31600399.41;-5568928.78;-6125473.090000001
2014-04;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;-3948603.31;29740118.81;25470507.87;-4261626.29;-4269610.9399999995
2014-04;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;488553.62;43805496.74;42649953.6;-965574.01;-1155543.14
2014-05;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;-6995202.140000001;40764336.629999995;32235810.14;-2697749.56;-8528526.49
2014-05;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;-4955269.07;49712909.29000001;41694689.15;-6786906.07;-8018220.140000001
2014-05;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;-3855019.07;138658638.85;130965415.97;-6773264.52;-7693222.88
2014-05;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;-5126508.21;107365831.24;100038447.24;-7268165.0;-7327384.0
2014-05;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015, -8.5933462;-244025.77;1705849.32;1461823.55;-349975.27999999997;-244025.77
2014-05;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;-164559.30000000002;11208589.52;10913092.3;-369099.27;-295497.22000000003
2014-05;Região de Saúde Norte;Hospital Distrital S.Maria Maior, EPE - Barcelos;41.5324234, -8.6171561;-520288.6;8912340.43;8169331.02;-694204.76;-743009.41
2014-05;Região de Saúde LVT;Hospital Garcia de Orta, EPE - Almada;38.6658713, -9.1822554;-6857731.71;57067072.78;48457988.63;-10090194.56;-8609084.15
2014-05;Região de Saúde Norte;Instituto Português de Oncologia do Porto, EPE;41.1785642, -8.6062881;-1959956.28;52203775.44;47409731.69;-3935060.39;-4794043.75
2014-05;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;-5573749.0;48798231.58;41896280.839999996;-6964777.84;-6901950.74
2014-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;402460.13;55066790.29;53414129.47;-1416101.6500000001;-1652660.82
2014-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;3621029.26;17889728.29;21398678.380000003;3610844.72;3508950.09
2014-05;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;-6269231.35;39706089.43;31938190.75;-7844833.63;-7767898.680000001
2014-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;-1044226.5400000002;35348010.84;33274610.3;-2096410.73;-2073400.54
2014-06;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;46034.31;37774140.61;35965304.300000004;-1420716.01;-1808836.3099999998
2014-06;Região de Saúde LVT;Centro Hospitalar do Oeste, SPA;39.4054629, -9.1258493;1759647.0999999999;32453808.819999997;34213455.92;1974976.54;1759647.0999999999
2014-06;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;-3070913.64;57836475.339999996;51119688.0;-4064634.2199999997;-6716787.34
2014-06;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;-6616938.1899999995;128314832.12;119065228.56;-9191814.37;-9249603.559999999
2014-06;Região de Saúde Norte;Hospital da Senhora da Oliveira Guimarães, EPE;41.4387173, -8.3086907;0.0;0.0;0.0;0.0;0.0
2014-06;Região de Saúde do Centro;Instituto Português de Oncologia de Coimbra, EPE;40.2162514, -8.4103814;1176511.44;23587927.0;23219226.46;555643.78;-368700.54
2014-06;Região de Saúde Norte;Instituto Português de Oncologia do Porto, EPE;41.1785642, -8.6062881;1631099.33;59058577.1;57218325.019999996;872405.3;-1840252.08
2014-06;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;-2032652.52;41918795.0;39224622.54;-2661972.86;-2694172.46
2014-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;1538866.23;39824758.71;40128426.04;281670.86;303667.33
2014-07;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;1736971.98;49216747.81;49145620.620000005;297503.89;-71127.19
2014-07;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;3036546.93;42372358.43;43990873.98;2368791.87;1618515.55
2014-07;Região de Saúde LVT;Centro Hospitalar do Barreiro - Montijo, EPE;38.6554005, -9.0592392;-6051316.659999991;42031898.12;33408995.28;-7563958.29;-8622902.83999999
2014-07;Região de Saúde LVT;Centro Hospitalar do Oeste, SPA;39.4054629, -9.1258493;1543614.8599999999;39348400.92;40892015.78;1767188.48;1543614.8599999999
2014-07;Região de Saúde Norte;Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE;41.3828711, -8.7589945;-2156622.04;14753274.729999999;12258430.870000001;-2162488.27;-2494843.86
2014-07;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;-5243018.49;68104239.58;58633011.480000004;-6628194.8;-9471228.1
2014-07;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;-5761732.29;33689508.94;27323898.369999997;-6397688.17;-6365610.569999999
2014-07;Região de Saúde Norte;Centro Hospitalar Vila Nova Gaia/Espinho, EPE;41.1094138, -8.5972617;-1958537.39;97969650.25;91867376.9;-3597869.83;-6102273.350000001
2014-07;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;175463.65;15580034.379999999;15571951.89;7074.32;-8082.49
2014-07;Região de Saúde do Centro;Hospital Distrital Figueira da Foz, EPE;40.117897, -8.8586755;492276.64;14168062.239999998;14232492.469999999;160811.86;64430.229999999996
2014-07;Região de Saúde LVT;Hospital Garcia de Orta, EPE - Almada;38.6658713, -9.1822554;-6483947.61;78537614.85;69602129.12;-9674711.99;-8935485.73
2014-07;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;96217.43;3110655.99;3072390.6999999997;-15945.51;-38265.29
2014-07;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;598928.37;79186072.94;76881147.96000001;-1629765.75;-2304924.98
2014-08;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;-4471103.76;62661213.97;55976490.85;373677.47000000003;-6684723.12
2014-08;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;-4151425.77;274730138.39;264837770.38;-7017690.08;-9892368.01
2014-08;Região de Saúde Norte;Centro Hospitalar Vila Nova Gaia/Espinho, EPE;41.1094138, -8.5972617;-1692547.6;111254620.41;104832867.07;-3861060.78;-6421753.34
2014-08;Região de Saúde do Centro;Hospital Distrital Figueira da Foz, EPE;40.117897, -8.8586755;-16648.79;16480232.299999999;15976436.219999999;-416334.2;-503796.08
2014-08;Região de Saúde Norte;Hospital Distrital S.Maria Maior, EPE - Barcelos;41.5324234, -8.6171561;-376721.52999999997;13374381.99;12738198.88;-562015.33;-636183.1100000001
2014-08;Região de Saúde LVT;Hospital Distrital Santarém, EPE;39.2410946, -8.6937515;-3479987.76;47352472.269999996;42185628.38;-4418990.35;-5166843.89
2014-08;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;547843.3099999999;3553587.27;3947806.8;415598.36;394219.53
2014-08;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;-3611697.81;76289784.8;70468461.07000001;-6701408.74;-5821323.73
2014-09;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;2094258.4200000002;63659292.44;63454795.39;351822.08;-204497.05
2014-09;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo - Ovar;40.8571967, -8.6318023;-934956.61;4986487.22;4051530.61;-915804.5700000001;-934956.61
2014-09;Região de Saúde LVT;Hospital Fernando Fonseca, EPE;38.7422257, -9.2264834;-3430442.17;119481511.02000001;112947204.77;-6519437.2;-6534306.25
2014-09;Região de Saúde do Centro;Hospital Rovisco Pais;40.297919, -8.7707806;675174.3;5363612.59;5322214.29;-15197.85;-41398.299999999996
2014-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;-4499597.32;59813554.300000004;53999589.9;-5497207.55;-5813964.399999999
2014-10;Região de Saúde LVT;Centro Hospitalar de Lisboa - Zona Ocidental, EPE;38.708454, -9.216985;-7093090.7;178037069.9;165204412.18;-13317549.31;-12832657.719999999
2014-10;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;3044162.75;61435307.23;62431547.919999994;1725071.7;996240.69
2014-10;Região de Saúde Norte;Centro Hospitalar Médio Ave, EPE;41.3423984, -8.4802503;665647.85;35196694.03;34779268.279999994;295409.99;-417425.75
2014-10;Região de Saúde Norte;Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE;41.3828711, -8.7589945;-989932.5;21997924.169999998;20532144.34;-1131085.76;-1465779.8299999998
2014-10;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;-10196489.06;100449452.5;84288812.29;-12589559.030000001;-16160640.209999999
2014-10;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;-11996197.700000001;277410241.62;257628931.13000003;-17676995.75;-19781310.49
2014-10;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E;37.0238973, -7.9281554;13556082.83;145935194.84;154730462.56;14211557.129999999;8795267.72
2014-10;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;-5280643.18;221843121.48999998;212240966.48999998;-8899309.19;-9602155.0
2014-10;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;181084.46000000002;22956138.29;22875371.43;-54342.7;-80766.86
2014-10;Região de Saúde Norte;Hospital Distrital S.Maria Maior, EPE - Barcelos;41.5324234, -8.6171561;-790700.7;17215157.04;16067841.65;-1071989.14;-1147315.39
2014-10;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;-5989601.19;69707054.71;61551171.86;-6922624.1;-8155882.85
2014-10;Região de Saúde do Centro;Hospital Rovisco Pais;40.297919, -8.7707806;899950.22;6011297.25;6114987.47;-1009023.1599999999;103690.22
2014-10;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;550308.9199999999;4506570.5600000005;4864988.71;378103.2;358418.15
2014-10;Região de Saúde do Centro;Instituto Português de Oncologia de Coimbra, EPE;40.2162514, -8.4103814;2068824.9500000002;39806117.059999995;39297292.410000004;1078936.6600000001;-508824.65
2014-10;Região de Saúde Norte;Instituto Português de Oncologia do Porto, EPE;41.1785642, -8.6062881;-509102.43000000005;103650457.63000001;97359288.98;-5265723.76;-6291168.649999999
2014-11;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;2270102.34;78426989.05;77901883.21;155109.38999999998;-525105.84
2014-11;Região de Saúde LVT;Centro Hospitalar de Lisboa - Zona Ocidental, EPE;38.708454, -9.216985;-5825987.87;193213581.79;181083410.94;-12706390.35;-12130170.85
2014-11;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;-266493.5;375395752.5;367235463.41999996;-5990828.819999999;-8160289.079999999
2014-11;Região de Saúde Norte;Centro Hospitalar Médio Ave, EPE;41.3423984, -8.4802503;1843116.35;37580398.55;38232133.94;1191003.48;651735.39
2014-11;Região de Saúde LVT;Hospital Garcia de Orta, EPE - Almada;38.6658713, -9.1822554;-2608328.27;122638259.44;116172410.32;-6700846.260000001;-6465849.12
2014-11;Região de Saúde do Centro;Instituto Português de Oncologia de Coimbra, EPE;40.2162514, -8.4103814;1752810.49;43738374.22;42653172.31;628285.08;-1085201.91
2014-11;Região de Saúde LVT;Instituto Português de Oncologia de Lisboa, EPE;38.7396768, -9.1634516;152638.35;106407716.01;101498024.00999999;-3594473.78;-4909692.0
2014-12;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;4030885.81;86805979.42;87257299.7;995097.0700000001;451320.28
2014-12;Região de Saúde Norte;Centro Hospitalar do Tâmega e Sousa, EPE;41.2494561, -8.264901;52247.25;79902953.78;74710885.53;-3526046.66;-5192068.25
2014-12;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;700165.65;419106475.49;411638468.66;-3183067.56;-7468006.83
2014-12;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;-2364177.0700000003;79039906.68;73082398.85;-1950471.77;-5957507.829999999
2014-12;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;2281668.0500000003;109391561.88;108915496.49000001;-269958.19999999995;-476065.38999999996
2014-12;Região de Saúde Norte;Hospital Distrital S.Maria Maior, EPE - Barcelos;41.5324234, -8.6171561;-71992.18999999999;21467747.56;20624290.09;-471255.72;-843457.47
2014-12;Região de Saúde do Centro;Instituto Português de Oncologia de Coimbra, EPE;40.2162514, -8.4103814;2957512.03;47316186.99;47173211.199999996;1602794.49;-142975.78999999998
2014-12;Região de Saúde LVT;Instituto Português de Oncologia de Lisboa, EPE;38.7396768, -9.1634516;1089066.51;119812390.23;113864404.91;-4015760.05;-5947985.319999999
2014-12;Região de Saúde Norte;Instituto Português de Oncologia do Porto, EPE;41.1785642, -8.6062881;6293418.74;120042706.47;119188634.86999999;5540594.54;-854071.6
2015-01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;1148449.84;6175866.8100000005;7053987.65;895142.41;878120.8400000001
2015-01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;-738282.4500000001;5906576.3100000005;4985212.89;-875605.9800000001;-921363.42
2015-01;Região de Saúde Norte;Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE;41.3828711, -8.7589945;-165520.66;2138116.76;1931893.8;-206222.96;-206222.96
2015-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;-1624038.65;28017586.459999997;25656702.44;-2236674.41;-2360884.02
2015-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;-7419009.22;34221316.879999995;25855205.470000003;-8146674.76;-8366111.409999999
2015-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;-1213056.35;10218208.76;8808890.09;-1773537.6;-1409318.6700000002
2015-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;1147148.3800000001;5010505.01;6015546.15;987431.4299999999;1005041.14
2015-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;4457.66;7294433.6899999995;7014934.27;-281257.86;-279499.42
2015-02;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;1238914.98;13442118.65;14140966.53;745007.8099999999;698847.88
2015-02;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;-1421470.04;11980366.35;10192940.1;-1743719.0;-1787426.25
2015-02;Região de Saúde Norte;Centro Hospitalar Médio Ave, EPE;41.3423984, -8.4802503;193052.27;7136741.46;7108162.33;-134092.7;-28579.13
2015-02;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;-1163278.47;13086148.66;11661975.51;-1494105.03;-1424173.1500000001
2015-02;Região de Saúde Norte;Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE;41.3828711, -8.7589945;-596980.5800000001;4280714.119999999;3602111.16;-678827.35;-678602.9600000001
2015-02;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;-3493910.42;45272616.6;40976931.78;-4249374.72;-4295684.82
2015-02;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015, -8.5933462;-3677.47;614475.4400000001;610797.97;-38065.55;-3677.47
2015-02;Região de Saúde LVT;Hospital Fernando Fonseca, EPE;38.7422257, -9.2264834;-3335052.21;26020982.48;22092205.18;-3934497.1999999997;-3928777.3000000003
2015-02;Região de Saúde LVT;Instituto Português de Oncologia de Lisboa, EPE;38.7396768, -9.1634516;-78359.36;19653028.51;18656033.43;-984005.58;-996995.0800000001
2015-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;1757142.1800000002;7161087.36;8833317.6;1671799.28;1672230.24
2015-03;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo - Ovar;40.8571967, -8.6318023;-41847.909999999996;1615330.0999999999;1573482.19;-64988.590000000004;-41847.909999999996
2015-03;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;-1012210.02;20137341.04;18455116.3;-1263831.3800000001;-1682224.7400000002
2015-03;Região de Saúde LVT;Hospital Fernando Fonseca, EPE;38.7422257, -9.2264834;-5620534.14;40381014.91;33847536.18;-6530391.21;-6533478.7299999995
2015-03;Região de Saúde do Centro;Hospital Rovisco Pais;40.297919, -8.7707806;234648.40000000002;1735956.28;1749992.32;17859.4;14036.039999999999
2015-03;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;-18449.88;1190531.6800000002;1139350.8699999999;-52144.34;-51180.81
2015-03;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;-1308737.5;23150174.34;21017867.040000003;-2181713.15;-2132307.3
2015-04;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;-10878470.31;140924942.13000003;127943472.82;-12119413.03;-12981469.31
2015-04;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;-4798686.41;90672336.24000001;84239481.43;-6267855.09;-6432854.81
2015-04;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;-40703.79;1619535.4400000002;1535392.82;-89712.36;-84142.62
2015-04;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;-8779301.29;30285343.32;20943646.04;-9333418.43;-9341697.280000001
2015-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;980260.24;16164646.19;17017538.52;874484.8200000001;852892.33
2015-05;Região de Saúde Norte;Centro Hospitalar do Alto Ave, EPE;41.4387173, -8.3086907;0.0;0.0;0.0;0.0;0.0
2015-05;Região de Saúde LVT;Centro Hospitalar do Oeste, SPA;39.4054629, -9.1258493;4118620.0300000003;24781696.25;28900316.279999997;4359901.29;4118620.0300000003
2015-05;Região de Saúde Norte;Centro Hospitalar do Tâmega e Sousa, EPE;41.2494561, -8.264901;2594548.4499999997;34987505.47;35875394.269999996;1425604.93;887888.7999999999
2015-05;Região de Saúde Norte;Centro Hospitalar Vila Nova Gaia/Espinho, EPE;41.1094138, -8.5972617;-3537958.38;73470631.25;67077125.830000006;-6060979.279999999;-6393505.420000001
2015-05;Região de Saúde Norte;Hospital Distrital S.Maria Maior, EPE - Barcelos;41.5324234, -8.6171561;-758749.4500000001;9381757.82;8468678.610000001;-1360342.83;-913079.21
2015-05;Região de Saúde do Centro;Hospital Rovisco Pais;40.297919, -8.7707806;266593.52999999997;3055196.52;2950981.9299999997;-92144.95;-104214.59
2015-05;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;-37028.060000000005;2037293.93;1946306.4;-97572.83;-90987.53000000001
2015-05;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;-7350728.37;52565724.03;44130745.33;-8870644.54;-8434978.7
