geocod;geodsg;dim_3;dim_3_t;dim_4;dim_4_t;ind_string;valor;periodo
2004301;Angra do Heroísmo;1;H;31;20 - 24 anos;971;971;2023
11C1311;Penafiel;2;M;91;80 - 84 anos;972;972;2023
16D0103;Anadia;1;H;72;65 - 69 anos;972;972;2023
16D0110;Ílhavo;1;H;21;10 - 14 anos;972;972;2023
16I1418;Tomar;1;H;32;25 - 29 anos;972;972;2023
2004301;Angra do Heroísmo;1;H;41;30 - 34 anos;972;972;2023
16B1108;Lourinhã;1;H;51;40 - 44 anos;973;973;2023
1810211;Odemira;2;M;42;35 - 39 anos;973;973;2023
2004301;Angra do Heroísmo;1;H;72;65 - 69 anos;973;973;2023
11C0305;Celorico de Basto;T;HM;42;35 - 39 anos;974;974;2023
1701502;Alcochete;1;H;52;45 - 49 anos;974;974;2023
1851403;Almeirim;T;HM;12;5 - 9 anos;974;974;2023
1851406;Cartaxo;T;HM;91;80 - 84 anos;974;974;2023
16B1005;Bombarral;T;HM;61;50 - 54 anos;975;975;2023
16B1104;Cadaval;T;HM;62;55 - 59 anos;975;975;2023
16B1108;Lourinhã;2;M;72;65 - 69 anos;975;975;2023
16H0502;Castelo Branco;1;H;11;0 - 4 anos;975;975;2023
16J0906;Gouveia;T;HM;71;60 - 64 anos;975;975;2023
1701502;Alcochete;T;HM;32;25 - 29 anos;975;975;2023
1851409;Coruche;T;HM;91;80 - 84 anos;975;975;2023
1500813;Silves;1;H;32;25 - 29 anos;976;976;2023
16B1005;Bombarral;T;HM;52;45 - 49 anos;976;976;2023
16B1012;Óbidos;T;HM;71;60 - 64 anos;976;976;2023
1500806;Lagoa;2;M;52;45 - 49 anos;977;977;2023
16D0102;Albergaria-a-Velha;2;M;61;50 - 54 anos;977;977;2023
1811509;Santiago do Cacém;1;H;81;70 - 74 anos;977;977;2023
16B1012;Óbidos;T;HM;52;45 - 49 anos;978;978;2023
16D0110;Ílhavo;2;M;21;10 - 14 anos;978;978;2023
16E0602;Cantanhede;1;H;82;75 - 79 anos;978;978;2023
16I1418;Tomar;1;H;31;20 - 24 anos;978;978;2023
1870704;Estremoz;T;HM;62;55 - 59 anos;978;978;2023
2004205;Ribeira Grande;1;H;12;5 - 9 anos;978;978;2023
16D0103;Anadia;1;H;61;50 - 54 anos;979;979;2023
16D0103;Anadia;1;H;62;55 - 59 anos;979;979;2023
16F1015;Pombal;2;M;12;5 - 9 anos;979;979;2023
1851414;Rio Maior;T;HM;11;0 - 4 anos;979;979;2023
2004201;Lagoa;T;HM;41;30 - 34 anos;979;979;2023
11D1805;Lamego;1;H;62;55 - 59 anos;980;980;2023
11E0402;Bragança;2;M;31;20 - 24 anos;980;980;2023
16B1014;Peniche;2;M;61;50 - 54 anos;980;980;2023
16B1014;Peniche;2;M;81;70 - 74 anos;980;980;2023
16D0115;Ovar;2;M;91;80 - 84 anos;980;980;2023
16E0604;Condeixa-a-Nova;T;HM;42;35 - 39 anos;980;980;2023
1851103;Azambuja;1;H;52;45 - 49 anos;981;981;2023
1861214;Portalegre;T;HM;21;10 - 14 anos;981;981;2023
1111601;Arcos de Valdevez;T;HM;31;20 - 24 anos;982;982;2023
1190314;Vizela;1;H;61;50 - 54 anos;982;982;2023
11C0305;Celorico de Basto;T;HM;81;70 - 74 anos;982;982;2023
11D1805;Lamego;2;M;72;65 - 69 anos;982;982;2023
16B1005;Bombarral;T;HM;71;60 - 64 anos;982;982;2023
16D0103;Anadia;1;H;52;45 - 49 anos;982;982;2023
1851103;Azambuja;T;HM;12;5 - 9 anos;982;982;2023
1111608;Valença;T;HM;62;55 - 59 anos;983;983;2023
16B1005;Bombarral;T;HM;81;70 - 74 anos;983;983;2023
1851406;Cartaxo;2;M;61;50 - 54 anos;983;983;2023
16D0114;Oliveira do Bairro;T;HM;92;85 e mais anos;984;984;2023
16E0111;Mealhada;T;HM;82;75 - 79 anos;984;984;2023
16E0610;Montemor-o-Velho;T;HM;91;80 - 84 anos;984;984;2023
16F1015;Pombal;1;H;12;5 - 9 anos;984;984;2023
16J0907;Guarda;2;M;32;25 - 29 anos;984;984;2023
1190311;Vieira do Minho;T;HM;71;60 - 64 anos;985;985;2023
11A0107;Espinho;1;H;81;70 - 74 anos;985;985;2023
1500810;Olhão;2;M;11;0 - 4 anos;985;985;2023
16G1806;Mangualde;T;HM;31;20 - 24 anos;985;985;2023
1120306;Esposende;1;H;22;15 - 19 anos;986;986;2023
11C1307;Marco de Canaveses;2;M;82;75 - 79 anos;986;986;2023
16F1015;Pombal;1;H;11;0 - 4 anos;986;986;2023
1190314;Vizela;1;H;62;55 - 59 anos;987;987;2023
16E0611;Oliveira do Hospital;T;HM;42;35 - 39 anos;987;987;2023
16G1821;Tondela;2;M;62;55 - 59 anos;987;987;2023
16E0609;Miranda do Corvo;T;HM;61;50 - 54 anos;988;988;2023
1811513;Sines;T;HM;62;55 - 59 anos;988;988;2023
1500813;Silves;1;H;21;10 - 14 anos;989;989;2023
16G1821;Tondela;2;M;82;75 - 79 anos;989;989;2023
1840205;Beja;2;M;81;70 - 74 anos;989;989;2023
1851405;Benavente;2;M;22;15 - 19 anos;989;989;2023
16D0114;Oliveira do Bairro;1;H;52;45 - 49 anos;990;990;2023
16E0609;Miranda do Corvo;T;HM;71;60 - 64 anos;990;990;2023
1810211;Odemira;1;H;72;65 - 69 anos;990;990;2023
2004205;Ribeira Grande;T;HM;81;70 - 74 anos;990;990;2023
16I1418;Tomar;1;H;51;40 - 44 anos;991;991;2023
2004701;Horta;T;HM;71;60 - 64 anos;991;991;2023
3003102;Câmara de Lobos;2;M;72;65 - 69 anos;991;991;2023
11A0116;São João da Madeira;2;M;62;55 - 59 anos;992;992;2023
16D0102;Albergaria-a-Velha;1;H;52;45 - 49 anos;992;992;2023
1851405;Benavente;2;M;42;35 - 39 anos;992;992;2023
11A1316;Vila do Conde;1;H;91;80 - 84 anos;993;993;2023
11B1713;Vila Pouca de Aguiar;T;HM;81;70 - 74 anos;993;993;2023
1500806;Lagoa;2;M;62;55 - 59 anos;993;993;2023
1861207;Elvas;T;HM;41;30 - 34 anos;993;993;2023
2004205;Ribeira Grande;2;M;62;55 - 59 anos;993;993;2023
1111608;Valença;T;HM;61;50 - 54 anos;994;994;2023
1500814;Tavira;T;HM;11;0 - 4 anos;994;994;2023
1840205;Beja;1;H;72;65 - 69 anos;994;994;2023
11A0116;São João da Madeira;2;M;71;60 - 64 anos;995;995;2023
1500810;Olhão;2;M;32;25 - 29 anos;995;995;2023
16D0102;Albergaria-a-Velha;2;M;62;55 - 59 anos;995;995;2023
16E0613;Penacova;T;HM;61;50 - 54 anos;995;995;2023
16I1410;Entroncamento;T;HM;81;70 - 74 anos;995;995;2023
16J0912;Seia;T;HM;42;35 - 39 anos;995;995;2023
11A1314;Santo Tirso;1;H;91;80 - 84 anos;996;996;2023
16B1102;Arruda dos Vinhos;T;HM;22;15 - 19 anos;996;996;2023
1111602;Caminha;T;HM;82;75 - 79 anos;997;997;2023
1120306;Esposende;2;M;81;70 - 74 anos;997;997;2023
11C0305;Celorico de Basto;T;HM;31;20 - 24 anos;997;997;2023
1500814;Tavira;2;M;52;45 - 49 anos;997;997;2023
16E0613;Penacova;T;HM;62;55 - 59 anos;997;997;2023
16J0503;Covilhã;2;M;41;30 - 34 anos;997;997;2023
1701508;Palmela;1;H;91;80 - 84 anos;997;997;2023
3003102;Câmara de Lobos;2;M;22;15 - 19 anos;997;997;2023
16E0613;Penacova;T;HM;72;65 - 69 anos;998;998;2023
16H0502;Castelo Branco;2;M;12;5 - 9 anos;998;998;2023
2004302;Vila da Praia da Vitória;T;HM;22;15 - 19 anos;998;998;2023
1111601;Arcos de Valdevez;T;HM;42;35 - 39 anos;999;999;2023
16B1006;Caldas da Rainha;1;H;11;0 - 4 anos;999;999;2023
16E0607;Lousã;T;HM;81;70 - 74 anos;999;999;2023
16F1016;Porto de Mós;T;HM;12;5 - 9 anos;999;999;2023
1811505;Grândola;T;HM;61;50 - 54 anos;999;999;2023
11A0104;Arouca;T;HM;21;10 - 14 anos;1 000;1000;2023
11C1302;Baião;T;HM;81;70 - 74 anos;1 000;1000;2023
16E0611;Oliveira do Hospital;T;HM;92;85 e mais anos;1 000;1000;2023
16J0504;Fundão;1;H;71;60 - 64 anos;1 000;1000;2023
1701502;Alcochete;T;HM;12;5 - 9 anos;1 001;1001;2023
11A1318;Trofa;T;HM;92;85 e mais anos;1 002;1002;2023
16B1014;Peniche;1;H;52;45 - 49 anos;1 002;1002;2023
16E0615;Soure;T;HM;51;40 - 44 anos;1 002;1002;2023
1811513;Sines;T;HM;72;65 - 69 anos;1 002;1002;2023
11C0106;Castelo de Paiva;T;HM;31;20 - 24 anos;1 003;1003;2023
16D0108;Estarreja;T;HM;91;80 - 84 anos;1 003;1003;2023
16I1401;Abrantes;T;HM;11;0 - 4 anos;1 003;1003;2023
16J0504;Fundão;T;HM;21;10 - 14 anos;1 003;1003;2023
1851414;Rio Maior;T;HM;12;5 - 9 anos;1 003;1003;2023
2004205;Ribeira Grande;1;H;62;55 - 59 anos;1 004;1004;2023
3003107;Ribeira Brava;T;HM;61;50 - 54 anos;1 004;1004;2023
11A0104;Arouca;T;HM;41;30 - 34 anos;1 006;1006;2023
11B1703;Chaves;1;H;51;40 - 44 anos;1 006;1006;2023
16B1108;Lourinhã;2;M;71;60 - 64 anos;1 006;1006;2023
11C0305;Celorico de Basto;T;HM;32;25 - 29 anos;1 007;1007;2023
16I0509;Sertã;T;HM;61;50 - 54 anos;1 007;1007;2023
1840213;Serpa;T;HM;61;50 - 54 anos;1 007;1007;2023
11C1302;Baião;T;HM;31;20 - 24 anos;1 008;1008;2023
11C1804;Cinfães;T;HM;31;20 - 24 anos;1 008;1008;2023
11E0402;Bragança;2;M;32;25 - 29 anos;1 008;1008;2023
16E0610;Montemor-o-Velho;2;M;52;45 - 49 anos;1 008;1008;2023
16G1816;São Pedro do Sul;T;HM;61;50 - 54 anos;1 008;1008;2023
1811509;Santiago do Cacém;2;M;81;70 - 74 anos;1 008;1008;2023
1811509;Santiago do Cacém;1;H;51;40 - 44 anos;1 009;1009;2023
1120306;Esposende;2;M;41;30 - 34 anos;1 010;1010;2023
11A0107;Espinho;2;M;51;40 - 44 anos;1 010;1010;2023
1500814;Tavira;2;M;61;50 - 54 anos;1 010;1010;2023
16B1112;Sobral de Monte Agraço;T;HM;52;45 - 49 anos;1 010;1010;2023
16E0111;Mealhada;T;HM;41;30 - 34 anos;1 010;1010;2023
16E0611;Oliveira do Hospital;T;HM;31;20 - 24 anos;1 010;1010;2023
1851414;Rio Maior;T;HM;21;10 - 14 anos;1 010;1010;2023
2004205;Ribeira Grande;2;M;32;25 - 29 anos;1 010;1010;2023
1190314;Vizela;2;M;62;55 - 59 anos;1 011;1011;2023
11E0405;Macedo de Cavaleiros;T;HM;82;75 - 79 anos;1 011;1011;2023
16D0108;Estarreja;2;M;61;50 - 54 anos;1 011;1011;2023
16G1816;São Pedro do Sul;T;HM;52;45 - 49 anos;1 011;1011;2023
1861207;Elvas;T;HM;82;75 - 79 anos;1 011;1011;2023
11C1307;Marco de Canaveses;1;H;12;5 - 9 anos;1 012;1012;2023
16F1010;Marinha Grande;1;H;22;15 - 19 anos;1 012;1012;2023
16E0610;Montemor-o-Velho;T;HM;12;5 - 9 anos;1 013;1013;2023
16G1821;Tondela;2;M;72;65 - 69 anos;1 013;1013;2023
16J0911;Sabugal;T;HM;81;70 - 74 anos;1 013;1013;2023
1190304;Cabeceiras de Basto;T;HM;51;40 - 44 anos;1 014;1014;2023
11A0107;Espinho;1;H;51;40 - 44 anos;1 014;1014;2023
1500814;Tavira;1;H;52;45 - 49 anos;1 014;1014;2023
16E0609;Miranda do Corvo;T;HM;62;55 - 59 anos;1 014;1014;2023
16G1816;São Pedro do Sul;T;HM;82;75 - 79 anos;1 014;1014;2023
16J0503;Covilhã;1;H;22;15 - 19 anos;1 014;1014;2023
1810211;Odemira;2;M;71;60 - 64 anos;1 014;1014;2023
1840205;Beja;1;H;42;35 - 39 anos;1 014;1014;2023
1120306;Esposende;T;HM;91;80 - 84 anos;1 015;1015;2023
1120306;Esposende;T;HM;92;85 e mais anos;1 015;1015;2023
1190309;Póvoa de Lanhoso;T;HM;21;10 - 14 anos;1 015;1015;2023
11D1708;Peso da Régua;T;HM;81;70 - 74 anos;1 015;1015;2023
16D0110;Ílhavo;2;M;22;15 - 19 anos;1 015;1015;2023
16J0907;Guarda;2;M;31;20 - 24 anos;1 015;1015;2023
11A0119;Vale de Cambra;T;HM;31;20 - 24 anos;1 016;1016;2023
11D1805;Lamego;1;H;71;60 - 64 anos;1 016;1016;2023
3003102;Câmara de Lobos;1;H;71;60 - 64 anos;1 016;1016;2023
16G1806;Mangualde;T;HM;42;35 - 39 anos;1 017;1017;2023
1811509;Santiago do Cacém;2;M;52;45 - 49 anos;1 017;1017;2023
11B1703;Chaves;T;HM;11;0 - 4 anos;1 018;1018;2023
11E0407;Mirandela;T;HM;32;25 - 29 anos;1 018;1018;2023
1500816;Vila Real de Santo António;T;HM;31;20 - 24 anos;1 018;1018;2023
16B1108;Lourinhã;2;M;61;50 - 54 anos;1 018;1018;2023
16D0101;Águeda;1;H;12;5 - 9 anos;1 018;1018;2023
16D0108;Estarreja;1;H;62;55 - 59 anos;1 018;1018;2023
16E0611;Oliveira do Hospital;T;HM;32;25 - 29 anos;1 018;1018;2023
1500814;Tavira;2;M;62;55 - 59 anos;1 019;1019;2023
2004201;Lagoa;T;HM;62;55 - 59 anos;1 019;1019;2023
1111604;Monção;T;HM;92;85 e mais anos;1 020;1020;2023
11D1714;Vila Real;1;H;12;5 - 9 anos;1 020;1020;2023
16J0912;Seia;2;M;72;65 - 69 anos;1 020;1020;2023
1120313;Vila Verde;1;H;12;5 - 9 anos;1 021;1021;2023
1851409;Coruche;T;HM;92;85 e mais anos;1 021;1021;2023
1851415;Salvaterra de Magos;T;HM;92;85 e mais anos;1 021;1021;2023
1111607;Ponte de Lima;2;M;22;15 - 19 anos;1 022;1022;2023
11A1310;Paredes;2;M;92;85 e mais anos;1 022;1022;2023
16E0111;Mealhada;T;HM;42;35 - 39 anos;1 022;1022;2023
1870704;Estremoz;T;HM;71;60 - 64 anos;1 022;1022;2023
16G1816;São Pedro do Sul;T;HM;62;55 - 59 anos;1 023;1023;2023
1811509;Santiago do Cacém;2;M;51;40 - 44 anos;1 023;1023;2023
3003102;Câmara de Lobos;2;M;42;35 - 39 anos;1 023;1023;2023
11C0106;Castelo de Paiva;T;HM;72;65 - 69 anos;1 024;1024;2023
1500810;Olhão;1;H;11;0 - 4 anos;1 024;1024;2023
16B1104;Cadaval;T;HM;52;45 - 49 anos;1 024;1024;2023
1120313;Vila Verde;1;H;11;0 - 4 anos;1 025;1025;2023
11C1311;Penafiel;2;M;92;85 e mais anos;1 025;1025;2023
11D1714;Vila Real;2;M;91;80 - 84 anos;1 025;1025;2023
1851409;Coruche;T;HM;82;75 - 79 anos;1 025;1025;2023
1500810;Olhão;2;M;12;5 - 9 anos;1 026;1026;2023
16F1015;Pombal;2;M;21;10 - 14 anos;1 026;1026;2023
11D1708;Peso da Régua;T;HM;52;45 - 49 anos;1 027;1027;2023
16J0503;Covilhã;2;M;32;25 - 29 anos;1 027;1027;2023
1190307;Fafe;2;M;92;85 e mais anos;1 028;1028;2023
1811505;Grândola;T;HM;51;40 - 44 anos;1 028;1028;2023
1870705;Évora;2;M;91;80 - 84 anos;1 028;1028;2023
3003104;Machico;T;HM;22;15 - 19 anos;1 028;1028;2023
1120306;Esposende;1;H;72;65 - 69 anos;1 029;1029;2023
16I1418;Tomar;2;M;51;40 - 44 anos;1 029;1029;2023
16D0101;Águeda;1;H;21;10 - 14 anos;1 030;1030;2023
16G1803;Castro Daire;T;HM;62;55 - 59 anos;1 030;1030;2023
16I1421;Ourém;1;H;21;10 - 14 anos;1 030;1030;2023
1701507;Montijo;2;M;92;85 e mais anos;1 030;1030;2023
16E0613;Penacova;T;HM;71;60 - 64 anos;1 031;1031;2023
16F1016;Porto de Mós;T;HM;92;85 e mais anos;1 031;1031;2023
11D1714;Vila Real;2;M;21;10 - 14 anos;1 032;1032;2023
16D0103;Anadia;T;HM;12;5 - 9 anos;1 032;1032;2023
11A0116;São João da Madeira;T;HM;82;75 - 79 anos;1 033;1033;2023
11A0119;Vale de Cambra;T;HM;32;25 - 29 anos;1 033;1033;2023
11D1805;Lamego;T;HM;92;85 e mais anos;1 033;1033;2023
16J0907;Guarda;1;H;41;30 - 34 anos;1 033;1033;2023
1811513;Sines;T;HM;71;60 - 64 anos;1 033;1033;2023
3003102;Câmara de Lobos;1;H;32;25 - 29 anos;1 033;1033;2023
11C1804;Cinfães;T;HM;51;40 - 44 anos;1 034;1034;2023
11E0407;Mirandela;T;HM;42;35 - 39 anos;1 034;1034;2023
16B1108;Lourinhã;2;M;51;40 - 44 anos;1 034;1034;2023
16G1809;Nelas;T;HM;72;65 - 69 anos;1 034;1034;2023
16J0906;Gouveia;T;HM;81;70 - 74 anos;1 034;1034;2023
2004301;Angra do Heroísmo;2;M;41;30 - 34 anos;1 034;1034;2023
16F1010;Marinha Grande;2;M;32;25 - 29 anos;1 035;1035;2023
16I0509;Sertã;T;HM;81;70 - 74 anos;1 035;1035;2023
1840213;Serpa;T;HM;72;65 - 69 anos;1 035;1035;2023
16D0108;Estarreja;2;M;62;55 - 59 anos;1 036;1036;2023
1870705;Évora;1;H;82;75 - 79 anos;1 037;1037;2023
11B;Alto Tâmega;2;M;11;0 - 4 anos;1 038;1038;2023
1190309;Póvoa de Lanhoso;T;HM;82;75 - 79 anos;1 039;1039;2023
1190311;Vieira do Minho;T;HM;72;65 - 69 anos;1 039;1039;2023
16B1101;Alenquer;2;M;11;0 - 4 anos;1 039;1039;2023
2004201;Lagoa;T;HM;31;20 - 24 anos;1 039;1039;2023
11A0119;Vale de Cambra;T;HM;41;30 - 34 anos;1 040;1040;2023
11C1309;Paços de Ferreira;2;M;82;75 - 79 anos;1 040;1040;2023
16D0102;Albergaria-a-Velha;2;M;52;45 - 49 anos;1 040;1040;2023
16G1821;Tondela;2;M;81;70 - 74 anos;1 040;1040;2023
16J0504;Fundão;1;H;72;65 - 69 anos;1 040;1040;2023
16J0504;Fundão;2;M;81;70 - 74 anos;1 040;1040;2023
1810211;Odemira;T;HM;12;5 - 9 anos;1 040;1040;2023
2004701;Horta;T;HM;62;55 - 59 anos;1 040;1040;2023
1120301;Amares;T;HM;22;15 - 19 anos;1 041;1041;2023
11B1712;Valpaços;T;HM;62;55 - 59 anos;1 041;1041;2023
16B1006;Caldas da Rainha;2;M;12;5 - 9 anos;1 041;1041;2023
16B1108;Lourinhã;T;HM;91;80 - 84 anos;1 041;1041;2023
16E0613;Penacova;T;HM;81;70 - 74 anos;1 041;1041;2023
16H0502;Castelo Branco;1;H;12;5 - 9 anos;1 041;1041;2023
1851405;Benavente;2;M;71;60 - 64 anos;1 041;1041;2023
11E0405;Macedo de Cavaleiros;T;HM;62;55 - 59 anos;1 042;1042;2023
16D0103;Anadia;2;M;52;45 - 49 anos;1 042;1042;2023
1870706;Montemor-o-Novo;T;HM;81;70 - 74 anos;1 042;1042;2023
1120306;Esposende;1;H;31;20 - 24 anos;1 043;1043;2023
1120306;Esposende;1;H;32;25 - 29 anos;1 043;1043;2023
16B1014;Peniche;2;M;71;60 - 64 anos;1 043;1043;2023
16D0110;Ílhavo;2;M;82;75 - 79 anos;1 044;1044;2023
1851415;Salvaterra de Magos;T;HM;21;10 - 14 anos;1 044;1044;2023
3003108;Santa Cruz;1;H;72;65 - 69 anos;1 044;1044;2023
2004802;Santa Cruz das Flores;1;H;T;Total;1 045;1045;2023
1111607;Ponte de Lima;1;H;41;30 - 34 anos;1 046;1046;2023
16D0108;Estarreja;T;HM;92;85 e mais anos;1 046;1046;2023
1861214;Portalegre;T;HM;92;85 e mais anos;1 046;1046;2023
11D1714;Vila Real;1;H;82;75 - 79 anos;1 047;1047;2023
16E0605;Figueira da Foz;1;H;11;0 - 4 anos;1 047;1047;2023
16I1410;Entroncamento;T;HM;12;5 - 9 anos;1 047;1047;2023
1870706;Montemor-o-Novo;T;HM;51;40 - 44 anos;1 047;1047;2023
1111602;Caminha;T;HM;51;40 - 44 anos;1 048;1048;2023
16D0110;Ílhavo;1;H;81;70 - 74 anos;1 048;1048;2023
16F1016;Porto de Mós;T;HM;21;10 - 14 anos;1 048;1048;2023
1111608;Valença;T;HM;52;45 - 49 anos;1 049;1049;2023
11B1703;Chaves;2;M;91;80 - 84 anos;1 049;1049;2023
1500801;Albufeira;T;HM;92;85 e mais anos;1 049;1049;2023
1500816;Vila Real de Santo António;T;HM;42;35 - 39 anos;1 049;1049;2023
16E0602;Cantanhede;2;M;91;80 - 84 anos;1 049;1049;2023
11E0402;Bragança;2;M;92;85 e mais anos;1 050;1050;2023
16B1011;Nazaré;T;HM;71;60 - 64 anos;1 050;1050;2023
16D0103;Anadia;2;M;61;50 - 54 anos;1 050;1050;2023
16D0108;Estarreja;2;M;71;60 - 64 anos;1 050;1050;2023
16J0907;Guarda;1;H;42;35 - 39 anos;1 050;1050;2023
1810211;Odemira;1;H;62;55 - 59 anos;1 050;1050;2023
1851406;Cartaxo;T;HM;12;5 - 9 anos;1 050;1050;2023
16D0118;Vagos;T;HM;11;0 - 4 anos;1 051;1051;2023
1500816;Vila Real de Santo António;T;HM;22;15 - 19 anos;1 052;1052;2023
16B1104;Cadaval;T;HM;72;65 - 69 anos;1 052;1052;2023
16D0114;Oliveira do Bairro;T;HM;11;0 - 4 anos;1 052;1052;2023
1701114;Vila Franca de Xira;1;H;92;85 e mais anos;1 052;1052;2023
1851103;Azambuja;T;HM;21;10 - 14 anos;1 052;1052;2023
3003102;Câmara de Lobos;2;M;32;25 - 29 anos;1 052;1052;2023
1190314;Vizela;T;HM;21;10 - 14 anos;1 053;1053;2023
1500814;Tavira;T;HM;12;5 - 9 anos;1 053;1053;2023
2004802;Santa Cruz das Flores;2;M;T;Total;1 053;1053;2023
1111607;Ponte de Lima;2;M;42;35 - 39 anos;1 054;1054;2023
1190314;Vizela;2;M;61;50 - 54 anos;1 054;1054;2023
11C1301;Amarante;1;H;82;75 - 79 anos;1 054;1054;2023
16B1001;Alcobaça;2;M;11;0 - 4 anos;1 054;1054;2023
1811509;Santiago do Cacém;T;HM;11;0 - 4 anos;1 054;1054;2023
1840203;Alvito;1;H;T;Total;1 054;1054;2023
16I1418;Tomar;2;M;91;80 - 84 anos;1 055;1055;2023
16J0911;Sabugal;T;HM;72;65 - 69 anos;1 055;1055;2023
1810211;Odemira;2;M;51;40 - 44 anos;1 055;1055;2023
3003102;Câmara de Lobos;1;H;22;15 - 19 anos;1 055;1055;2023
1190314;Vizela;T;HM;11;0 - 4 anos;1 056;1056;2023
11A0107;Espinho;1;H;61;50 - 54 anos;1 056;1056;2023
16B1014;Peniche;2;M;52;45 - 49 anos;1 056;1056;2023
3003107;Ribeira Brava;T;HM;62;55 - 59 anos;1 056;1056;2023
1111607;Ponte de Lima;2;M;32;25 - 29 anos;1 057;1057;2023
1120301;Amares;T;HM;81;70 - 74 anos;1 057;1057;2023
11A1318;Trofa;T;HM;91;80 - 84 anos;1 057;1057;2023
11E0407;Mirandela;T;HM;31;20 - 24 anos;1 057;1057;2023
16D0115;Ovar;2;M;11;0 - 4 anos;1 057;1057;2023
16G1821;Tondela;2;M;71;60 - 64 anos;1 057;1057;2023
1120306;Esposende;2;M;32;25 - 29 anos;1 058;1058;2023
16F1015;Pombal;1;H;91;80 - 84 anos;1 058;1058;2023
11A1313;Póvoa de Varzim;2;M;92;85 e mais anos;1 059;1059;2023
11A1318;Trofa;1;H;81;70 - 74 anos;1 059;1059;2023
11D1805;Lamego;2;M;62;55 - 59 anos;1 059;1059;2023
16B1113;Torres Vedras;1;H;92;85 e mais anos;1 059;1059;2023
1861213;Ponte de Sor;T;HM;52;45 - 49 anos;1 059;1059;2023
3003102;Câmara de Lobos;1;H;42;35 - 39 anos;1 059;1059;2023
1190314;Vizela;T;HM;12;5 - 9 anos;1 060;1060;2023
16B1011;Nazaré;T;HM;61;50 - 54 anos;1 060;1060;2023
1851406;Cartaxo;T;HM;21;10 - 14 anos;1 060;1060;2023
1111607;Ponte de Lima;1;H;22;15 - 19 anos;1 061;1061;2023
11C1301;Amarante;2;M;92;85 e mais anos;1 061;1061;2023
11E0402;Bragança;2;M;82;75 - 79 anos;1 061;1061;2023
1500814;Tavira;1;H;81;70 - 74 anos;1 061;1061;2023
16D0101;Águeda;1;H;22;15 - 19 anos;1 061;1061;2023
16J0907;Guarda;1;H;32;25 - 29 anos;1 061;1061;2023
11A0107;Espinho;2;M;82;75 - 79 anos;1 062;1062;2023
1861214;Portalegre;T;HM;22;15 - 19 anos;1 062;1062;2023
1870706;Montemor-o-Novo;T;HM;62;55 - 59 anos;1 062;1062;2023
1120306;Esposende;2;M;31;20 - 24 anos;1 063;1063;2023
11A0104;Arouca;T;HM;82;75 - 79 anos;1 063;1063;2023
16F1010;Marinha Grande;2;M;22;15 - 19 anos;1 063;1063;2023
16I1419;Torres Novas;1;H;81;70 - 74 anos;1 063;1063;2023
2004205;Ribeira Grande;1;H;21;10 - 14 anos;1 063;1063;2023
1851405;Benavente;1;H;62;55 - 59 anos;1 064;1064;2023
3003104;Machico;T;HM;32;25 - 29 anos;1 064;1064;2023
16B1108;Lourinhã;1;H;52;45 - 49 anos;1 065;1065;2023
2004205;Ribeira Grande;1;H;41;30 - 34 anos;1 065;1065;2023
3003108;Santa Cruz;1;H;12;5 - 9 anos;1 065;1065;2023
16B1104;Cadaval;T;HM;61;50 - 54 anos;1 066;1066;2023
3003107;Ribeira Brava;T;HM;52;45 - 49 anos;1 066;1066;2023
1111607;Ponte de Lima;1;H;81;70 - 74 anos;1 067;1067;2023
1111607;Ponte de Lima;2;M;41;30 - 34 anos;1 067;1067;2023
1500811;Portimão;2;M;91;80 - 84 anos;1 067;1067;2023
1811509;Santiago do Cacém;1;H;52;45 - 49 anos;1 069;1069;2023
1861207;Elvas;T;HM;21;10 - 14 anos;1 069;1069;2023
16E0607;Lousã;T;HM;72;65 - 69 anos;1 071;1071;2023
1851414;Rio Maior;T;HM;82;75 - 79 anos;1 071;1071;2023
1500813;Silves;2;M;82;75 - 79 anos;1 072;1072;2023
16E0111;Mealhada;T;HM;31;20 - 24 anos;1 072;1072;2023
16E0610;Montemor-o-Velho;T;HM;22;15 - 19 anos;1 072;1072;2023
11C1309;Paços de Ferreira;T;HM;92;85 e mais anos;1 073;1073;2023
1861207;Elvas;T;HM;42;35 - 39 anos;1 073;1073;2023
2004205;Ribeira Grande;2;M;61;50 - 54 anos;1 073;1073;2023
11D1708;Peso da Régua;T;HM;61;50 - 54 anos;1 074;1074;2023
16B1001;Alcobaça;1;H;12;5 - 9 anos;1 074;1074;2023
16F1010;Marinha Grande;2;M;41;30 - 34 anos;1 074;1074;2023
1861213;Ponte de Sor;T;HM;61;50 - 54 anos;1 074;1074;2023
1870706;Montemor-o-Novo;T;HM;61;50 - 54 anos;1 074;1074;2023
11A0104;Arouca;T;HM;32;25 - 29 anos;1 075;1075;2023
11B;Alto Tâmega;1;H;11;0 - 4 anos;1 075;1075;2023
16F1010;Marinha Grande;2;M;31;20 - 24 anos;1 075;1075;2023
11C1305;Lousada;2;M;12;5 - 9 anos;1 076;1076;2023
16E0605;Figueira da Foz;1;H;91;80 - 84 anos;1 076;1076;2023
1851403;Almeirim;T;HM;32;25 - 29 anos;1 076;1076;2023
2004302;Vila da Praia da Vitória;T;HM;31;20 - 24 anos;1 076;1076;2023
11C1305;Lousada;1;H;11;0 - 4 anos;1 077;1077;2023
