geocod,geodsg,dim_3,dim_3_t,ind_string,valor,periodo,sinal_conv,sinal_conv_desc
1111601,Arcos de Valdevez,60,Atividades de rádio e de televisão,0,0,2012,,
1111601,Arcos de Valdevez,63,Atividades dos serviços de informação,0,0,2012,,
1111601,Arcos de Valdevez,78,Atividades de emprego,0,0,2012,,
1111601,Arcos de Valdevez,80,Atividades de investigação e segurança,0,0,2012,,
1111601,Arcos de Valdevez,91,"Atividades das bibliotecas, arquivos, museus e outras atividades culturais",0,0,2012,,
1111601,Arcos de Valdevez,92,Lotarias e outros jogos de aposta,0,0,2012,,
1111602,Caminha,05,Extração de hulha e lenhite,0,0,2012,,
1111602,Caminha,06,Extração de petróleo bruto e gás natural,0,0,2012,,
1111602,Caminha,09,Atividades dos serviços relacionados com as indústrias extrativas,0,0,2012,,
1111602,Caminha,12,Indústria do tabaco,0,0,2012,,
1111602,Caminha,15,Indústria do couro e dos produtos do couro,0,0,2012,,
1111602,Caminha,17,"Fabricação de pasta, de papel, de cartão e seus artigos",0,0,2012,,
1111602,Caminha,19,"Fabricação de coque, produtos petrolíferos refinados e de aglomerados de combustíveis",0,0,2012,,
1111602,Caminha,20,"Fabricação de produtos químicos e de fibras sintéticas ou artificiais, exceto produtos farmacêuticos",0,0,2012,,
1111602,Caminha,21,Fabricação de produtos farmacêuticos de base e de  preparações farmacêuticas,0,0,2012,,
1111602,Caminha,23,Fabricação de outros produtos minerais não metálicos,0,0,2012,,
1111602,Caminha,26,"Fabricação de equipamentos informáticos, equipamento para comunicações e produtos eletrónicos e óticos",0,0,2012,,
1111602,Caminha,27,Fabricação de equipamento elétrico,0,0,2012,,
1111602,Caminha,29,"Fabricação de veículos automóveis, reboques, semi-reboques e componentes para veículos automóveis",0,0,2012,,
1111602,Caminha,30,Fabricação de outro equipamento de transporte,0,0,2012,,
1111602,Caminha,39,Descontaminação e atividades similares,0,0,2012,,
1111602,Caminha,50,Transportes por água,0,0,2012,,
1111602,Caminha,51,Transportes aéreos,0,0,2012,,
1111602,Caminha,61,Telecomunicações,0,0,2012,,
1111602,Caminha,63,Atividades dos serviços de informação,0,0,2012,,
1111602,Caminha,78,Atividades de emprego,0,0,2012,,
1111602,Caminha,94,Atividades das organizações associativas,0,0,2012,,
1111603,Melgaço,03,Pesca e aquicultura,0,0,2012,,
1111603,Melgaço,05,Extração de hulha e lenhite,0,0,2012,,
1111603,Melgaço,06,Extração de petróleo bruto e gás natural,0,0,2012,,
1111603,Melgaço,07,Extração e preparação de minérios metálicos,0,0,2012,,
1111603,Melgaço,08,Outras indústrias extrativas,0,0,2012,,
1111603,Melgaço,09,Atividades dos serviços relacionados com as indústrias extrativas,0,0,2012,,
1111603,Melgaço,12,Indústria do tabaco,0,0,2012,,
1111603,Melgaço,15,Indústria do couro e dos produtos do couro,0,0,2012,,
1111603,Melgaço,17,"Fabricação de pasta, de papel, de cartão e seus artigos",0,0,2012,,
1111603,Melgaço,18,Impressão e reprodução de suportes gravados,0,0,2012,,
1111603,Melgaço,21,Fabricação de produtos farmacêuticos de base e de  preparações farmacêuticas,0,0,2012,,
1111603,Melgaço,24,Indústrias metalúrgicas de base,0,0,2012,,
1111603,Melgaço,26,"Fabricação de equipamentos informáticos, equipamento para comunicações e produtos eletrónicos e óticos",0,0,2012,,
1111603,Melgaço,27,Fabricação de equipamento elétrico,0,0,2012,,
1111603,Melgaço,28,"Fabricação de máquinas e de equipamentos, n.e.",0,0,2012,,
1111603,Melgaço,31,Fabrico de mobiliário e de colchões,0,0,2012,,
1111603,Melgaço,33,"Reparação, manutenção e instalação de máquinas e equipamentos",0,0,2012,,
1111603,Melgaço,36,"Captação, tratamento e distribuição de água",0,0,2012,,
1111603,Melgaço,38,"Recolha, tratamento e eliminação  de resíduos; valorização de materiais",0,0,2012,,
1111603,Melgaço,39,Descontaminação e atividades similares,0,0,2012,,
1111603,Melgaço,50,Transportes por água,0,0,2012,,
1111603,Melgaço,51,Transportes aéreos,0,0,2012,,
1111603,Melgaço,52,Armazenagem e atividades auxiliares dos transportes(inclui manuseamento),0,0,2012,,
1111603,Melgaço,60,Atividades de rádio e de televisão,0,0,2012,,
1111603,Melgaço,61,Telecomunicações,0,0,2012,,
1111603,Melgaço,63,Atividades dos serviços de informação,0,0,2012,,
1111603,Melgaço,78,Atividades de emprego,0,0,2012,,
1111603,Melgaço,88,Atividades de apoio social sem alojamento,0,0,2012,,
1111603,Melgaço,91,"Atividades das bibliotecas, arquivos, museus e outras atividades culturais",0,0,2012,,
1111603,Melgaço,92,Lotarias e outros jogos de aposta,0,0,2012,,
1111603,Melgaço,B,Indústrias extrativas,0,0,2012,,
1111604,Monção,05,Extração de hulha e lenhite,0,0,2012,,
1111604,Monção,06,Extração de petróleo bruto e gás natural,0,0,2012,,
1111604,Monção,07,Extração e preparação de minérios metálicos,0,0,2012,,
1111604,Monção,09,Atividades dos serviços relacionados com as indústrias extrativas,0,0,2012,,
1111604,Monção,12,Indústria do tabaco,0,0,2012,,
1111604,Monção,15,Indústria do couro e dos produtos do couro,0,0,2012,,
1111604,Monção,19,"Fabricação de coque, produtos petrolíferos refinados e de aglomerados de combustíveis",0,0,2012,,
1111604,Monção,21,Fabricação de produtos farmacêuticos de base e de  preparações farmacêuticas,0,0,2012,,
1111604,Monção,27,Fabricação de equipamento elétrico,0,0,2012,,
1111604,Monção,28,"Fabricação de máquinas e de equipamentos, n.e.",0,0,2012,,
1111604,Monção,30,Fabricação de outro equipamento de transporte,0,0,2012,,
1111604,Monção,39,Descontaminação e atividades similares,0,0,2012,,
1111604,Monção,50,Transportes por água,0,0,2012,,
1111604,Monção,51,Transportes aéreos,0,0,2012,,
1111604,Monção,59,"Atividades cinematográficas, de vídeo, de produção de programas de televisão, de gravação de som e de edição de música",0,0,2012,,
1111604,Monção,61,Telecomunicações,0,0,2012,,
1111604,Monção,72,Atividades de investigação científica e de desenvolvimento,0,0,2012,,
1111604,Monção,78,Atividades de emprego,0,0,2012,,
1111604,Monção,80,Atividades de investigação e segurança,0,0,2012,,
1111604,Monção,88,Atividades de apoio social sem alojamento,0,0,2012,,
1111604,Monção,91,"Atividades das bibliotecas, arquivos, museus e outras atividades culturais",0,0,2012,,
1111605,Paredes de Coura,05,Extração de hulha e lenhite,0,0,2012,,
1111605,Paredes de Coura,06,Extração de petróleo bruto e gás natural,0,0,2012,,
1111605,Paredes de Coura,07,Extração e preparação de minérios metálicos,0,0,2012,,
1111605,Paredes de Coura,08,Outras indústrias extrativas,0,0,2012,,
1111605,Paredes de Coura,09,Atividades dos serviços relacionados com as indústrias extrativas,0,0,2012,,
1111605,Paredes de Coura,12,Indústria do tabaco,0,0,2012,,
1111605,Paredes de Coura,18,Impressão e reprodução de suportes gravados,0,0,2012,,
1111605,Paredes de Coura,19,"Fabricação de coque, produtos petrolíferos refinados e de aglomerados de combustíveis",0,0,2012,,
1111605,Paredes de Coura,21,Fabricação de produtos farmacêuticos de base e de  preparações farmacêuticas,0,0,2012,,
1111605,Paredes de Coura,24,Indústrias metalúrgicas de base,0,0,2012,,
1111605,Paredes de Coura,26,"Fabricação de equipamentos informáticos, equipamento para comunicações e produtos eletrónicos e óticos",0,0,2012,,
1111605,Paredes de Coura,27,Fabricação de equipamento elétrico,0,0,2012,,
1111605,Paredes de Coura,29,"Fabricação de veículos automóveis, reboques, semi-reboques e componentes para veículos automóveis",0,0,2012,,
1111605,Paredes de Coura,30,Fabricação de outro equipamento de transporte,0,0,2012,,
1111605,Paredes de Coura,35,"Eletricidade, gás, vapor, água quente e fria e ar frio",0,0,2012,,
1111605,Paredes de Coura,39,Descontaminação e atividades similares,0,0,2012,,
1111605,Paredes de Coura,50,Transportes por água,0,0,2012,,
1111605,Paredes de Coura,51,Transportes aéreos,0,0,2012,,
1111605,Paredes de Coura,52,Armazenagem e atividades auxiliares dos transportes(inclui manuseamento),0,0,2012,,
1111605,Paredes de Coura,59,"Atividades cinematográficas, de vídeo, de produção de programas de televisão, de gravação de som e de edição de música",0,0,2012,,
1111605,Paredes de Coura,60,Atividades de rádio e de televisão,0,0,2012,,
1111605,Paredes de Coura,62,Consultoria e programação informática e atividades relacionadas,0,0,2012,,
1111605,Paredes de Coura,75,Atividades veterinárias,0,0,2012,,
1111605,Paredes de Coura,78,Atividades de emprego,0,0,2012,,
1111605,Paredes de Coura,80,Atividades de investigação e segurança,0,0,2012,,
1111605,Paredes de Coura,87,Atividades de apoio social com alojamento,0,0,2012,,
1111605,Paredes de Coura,88,Atividades de apoio social sem alojamento,0,0,2012,,
1111605,Paredes de Coura,91,"Atividades das bibliotecas, arquivos, museus e outras atividades culturais",0,0,2012,,
1111605,Paredes de Coura,92,Lotarias e outros jogos de aposta,0,0,2012,,
1111605,Paredes de Coura,B,Indústrias extrativas,0,0,2012,,
1111605,Paredes de Coura,D,"Eletricidade, gás, vapor, água quente e fria e ar frio",0,0,2012,,
1111606,Ponte da Barca,03,Pesca e aquicultura,0,0,2012,,
1111606,Ponte da Barca,05,Extração de hulha e lenhite,0,0,2012,,
1111606,Ponte da Barca,06,Extração de petróleo bruto e gás natural,0,0,2012,,
1111606,Ponte da Barca,07,Extração e preparação de minérios metálicos,0,0,2012,,
1111606,Ponte da Barca,09,Atividades dos serviços relacionados com as indústrias extrativas,0,0,2012,,
1111606,Ponte da Barca,12,Indústria do tabaco,0,0,2012,,
1111606,Ponte da Barca,13,Fabricação de têxteis,0,0,2012,,
1111606,Ponte da Barca,15,Indústria do couro e dos produtos do couro,0,0,2012,,
1111606,Ponte da Barca,17,"Fabricação de pasta, de papel, de cartão e seus artigos",0,0,2012,,
1111606,Ponte da Barca,19,"Fabricação de coque, produtos petrolíferos refinados e de aglomerados de combustíveis",0,0,2012,,
1111606,Ponte da Barca,21,Fabricação de produtos farmacêuticos de base e de  preparações farmacêuticas,0,0,2012,,
1111606,Ponte da Barca,24,Indústrias metalúrgicas de base,0,0,2012,,
1111606,Ponte da Barca,26,"Fabricação de equipamentos informáticos, equipamento para comunicações e produtos eletrónicos e óticos",0,0,2012,,
1111606,Ponte da Barca,27,Fabricação de equipamento elétrico,0,0,2012,,
1111606,Ponte da Barca,28,"Fabricação de máquinas e de equipamentos, n.e.",0,0,2012,,
1111606,Ponte da Barca,29,"Fabricação de veículos automóveis, reboques, semi-reboques e componentes para veículos automóveis",0,0,2012,,
1111606,Ponte da Barca,30,Fabricação de outro equipamento de transporte,0,0,2012,,
1111606,Ponte da Barca,32,Outras indústrias transformadoras,0,0,2012,,
1111606,Ponte da Barca,33,"Reparação, manutenção e instalação de máquinas e equipamentos",0,0,2012,,
1111606,Ponte da Barca,36,"Captação, tratamento e distribuição de água",0,0,2012,,
1111606,Ponte da Barca,38,"Recolha, tratamento e eliminação  de resíduos; valorização de materiais",0,0,2012,,
1111606,Ponte da Barca,39,Descontaminação e atividades similares,0,0,2012,,
1111606,Ponte da Barca,50,Transportes por água,0,0,2012,,
1111606,Ponte da Barca,51,Transportes aéreos,0,0,2012,,
1111606,Ponte da Barca,61,Telecomunicações,0,0,2012,,
1111606,Ponte da Barca,63,Atividades dos serviços de informação,0,0,2012,,
1111606,Ponte da Barca,80,Atividades de investigação e segurança,0,0,2012,,
1111606,Ponte da Barca,91,"Atividades das bibliotecas, arquivos, museus e outras atividades culturais",0,0,2012,,
1111606,Ponte da Barca,94,Atividades das organizações associativas,0,0,2012,,
1111607,Ponte de Lima,05,Extração de hulha e lenhite,0,0,2012,,
1111607,Ponte de Lima,06,Extração de petróleo bruto e gás natural,0,0,2012,,
1111607,Ponte de Lima,07,Extração e preparação de minérios metálicos,0,0,2012,,
1111607,Ponte de Lima,09,Atividades dos serviços relacionados com as indústrias extrativas,0,0,2012,,
1111607,Ponte de Lima,12,Indústria do tabaco,0,0,2012,,
1111607,Ponte de Lima,19,"Fabricação de coque, produtos petrolíferos refinados e de aglomerados de combustíveis",0,0,2012,,
1111607,Ponte de Lima,21,Fabricação de produtos farmacêuticos de base e de  preparações farmacêuticas,0,0,2012,,
1111607,Ponte de Lima,26,"Fabricação de equipamentos informáticos, equipamento para comunicações e produtos eletrónicos e óticos",0,0,2012,,
1111607,Ponte de Lima,27,Fabricação de equipamento elétrico,0,0,2012,,
1111607,Ponte de Lima,30,Fabricação de outro equipamento de transporte,0,0,2012,,
1111607,Ponte de Lima,35,"Eletricidade, gás, vapor, água quente e fria e ar frio",0,0,2012,,
1111607,Ponte de Lima,39,Descontaminação e atividades similares,0,0,2012,,
1111607,Ponte de Lima,50,Transportes por água,0,0,2012,,
1111607,Ponte de Lima,51,Transportes aéreos,0,0,2012,,
1111607,Ponte de Lima,80,Atividades de investigação e segurança,0,0,2012,,
1111607,Ponte de Lima,91,"Atividades das bibliotecas, arquivos, museus e outras atividades culturais",0,0,2012,,
1111607,Ponte de Lima,92,Lotarias e outros jogos de aposta,0,0,2012,,
1111607,Ponte de Lima,D,"Eletricidade, gás, vapor, água quente e fria e ar frio",0,0,2012,,
1111608,Valença,05,Extração de hulha e lenhite,0,0,2012,,
1111608,Valença,06,Extração de petróleo bruto e gás natural,0,0,2012,,
1111608,Valença,07,Extração e preparação de minérios metálicos,0,0,2012,,
1111608,Valença,09,Atividades dos serviços relacionados com as indústrias extrativas,0,0,2012,,
1111608,Valença,12,Indústria do tabaco,0,0,2012,,
1111608,Valença,13,Fabricação de têxteis,0,0,2012,,
1111608,Valença,17,"Fabricação de pasta, de papel, de cartão e seus artigos",0,0,2012,,
1111608,Valença,19,"Fabricação de coque, produtos petrolíferos refinados e de aglomerados de combustíveis",0,0,2012,,
1111608,Valença,21,Fabricação de produtos farmacêuticos de base e de  preparações farmacêuticas,0,0,2012,,
1111608,Valença,27,Fabricação de equipamento elétrico,0,0,2012,,
1111608,Valença,28,"Fabricação de máquinas e de equipamentos, n.e.",0,0,2012,,
1111608,Valença,36,"Captação, tratamento e distribuição de água",0,0,2012,,
1111608,Valença,39,Descontaminação e atividades similares,0,0,2012,,
1111608,Valença,51,Transportes aéreos,0,0,2012,,
1111608,Valença,63,Atividades dos serviços de informação,0,0,2012,,
1111608,Valença,80,Atividades de investigação e segurança,0,0,2012,,
1111608,Valença,88,Atividades de apoio social sem alojamento,0,0,2012,,
1111608,Valença,91,"Atividades das bibliotecas, arquivos, museus e outras atividades culturais",0,0,2012,,
1111608,Valença,92,Lotarias e outros jogos de aposta,0,0,2012,,
1111609,Viana do Castelo,05,Extração de hulha e lenhite,0,0,2012,,
1111609,Viana do Castelo,06,Extração de petróleo bruto e gás natural,0,0,2012,,
1111609,Viana do Castelo,07,Extração e preparação de minérios metálicos,0,0,2012,,
1111609,Viana do Castelo,09,Atividades dos serviços relacionados com as indústrias extrativas,0,0,2012,,
1111609,Viana do Castelo,12,Indústria do tabaco,0,0,2012,,
1111609,Viana do Castelo,19,"Fabricação de coque, produtos petrolíferos refinados e de aglomerados de combustíveis",0,0,2012,,
1111609,Viana do Castelo,21,Fabricação de produtos farmacêuticos de base e de  preparações farmacêuticas,0,0,2012,,
1111609,Viana do Castelo,26,"Fabricação de equipamentos informáticos, equipamento para comunicações e produtos eletrónicos e óticos",0,0,2012,,
1111609,Viana do Castelo,39,Descontaminação e atividades similares,0,0,2012,,
1111609,Viana do Castelo,50,Transportes por água,0,0,2012,,
1111609,Viana do Castelo,51,Transportes aéreos,0,0,2012,,
1111610,Vila Nova de Cerveira,05,Extração de hulha e lenhite,0,0,2012,,
1111610,Vila Nova de Cerveira,06,Extração de petróleo bruto e gás natural,0,0,2012,,
1111610,Vila Nova de Cerveira,07,Extração e preparação de minérios metálicos,0,0,2012,,
1111610,Vila Nova de Cerveira,09,Atividades dos serviços relacionados com as indústrias extrativas,0,0,2012,,
1111610,Vila Nova de Cerveira,11,Indústria das bebidas,0,0,2012,,
1111610,Vila Nova de Cerveira,12,Indústria do tabaco,0,0,2012,,
1111610,Vila Nova de Cerveira,15,Indústria do couro e dos produtos do couro,0,0,2012,,
1111610,Vila Nova de Cerveira,17,"Fabricação de pasta, de papel, de cartão e seus artigos",0,0,2012,,
1111610,Vila Nova de Cerveira,18,Impressão e reprodução de suportes gravados,0,0,2012,,
1111610,Vila Nova de Cerveira,19,"Fabricação de coque, produtos petrolíferos refinados e de aglomerados de combustíveis",0,0,2012,,
1111610,Vila Nova de Cerveira,21,Fabricação de produtos farmacêuticos de base e de  preparações farmacêuticas,0,0,2012,,
1111610,Vila Nova de Cerveira,26,"Fabricação de equipamentos informáticos, equipamento para comunicações e produtos eletrónicos e óticos",0,0,2012,,
1111610,Vila Nova de Cerveira,36,"Captação, tratamento e distribuição de água",0,0,2012,,
1111610,Vila Nova de Cerveira,39,Descontaminação e atividades similares,0,0,2012,,
1111610,Vila Nova de Cerveira,50,Transportes por água,0,0,2012,,
1111610,Vila Nova de Cerveira,51,Transportes aéreos,0,0,2012,,
1111610,Vila Nova de Cerveira,61,Telecomunicações,0,0,2012,,
1111610,Vila Nova de Cerveira,63,Atividades dos serviços de informação,0,0,2012,,
1111610,Vila Nova de Cerveira,78,Atividades de emprego,0,0,2012,,
1111610,Vila Nova de Cerveira,91,"Atividades das bibliotecas, arquivos, museus e outras atividades culturais",0,0,2012,,
1111610,Vila Nova de Cerveira,92,Lotarias e outros jogos de aposta,0,0,2012,,
112,Cávado,05,Extração de hulha e lenhite,0,0,2012,,
112,Cávado,06,Extração de petróleo bruto e gás natural,0,0,2012,,
112,Cávado,12,Indústria do tabaco,0,0,2012,,
112,Cávado,21,Fabricação de produtos farmacêuticos de base e de  preparações farmacêuticas,0,0,2012,,
112,Cávado,39,Descontaminação e atividades similares,0,0,2012,,
1120301,Amares,03,Pesca e aquicultura,0,0,2012,,
1120301,Amares,05,Extração de hulha e lenhite,0,0,2012,,
1120301,Amares,06,Extração de petróleo bruto e gás natural,0,0,2012,,
1120301,Amares,07,Extração e preparação de minérios metálicos,0,0,2012,,
1120301,Amares,09,Atividades dos serviços relacionados com as indústrias extrativas,0,0,2012,,
1120301,Amares,12,Indústria do tabaco,0,0,2012,,
1120301,Amares,17,"Fabricação de pasta, de papel, de cartão e seus artigos",0,0,2012,,
1120301,Amares,21,Fabricação de produtos farmacêuticos de base e de  preparações farmacêuticas,0,0,2012,,
1120301,Amares,22,Fabricação de artigos de borracha e de matérias plásticas,0,0,2012,,
1120301,Amares,26,"Fabricação de equipamentos informáticos, equipamento para comunicações e produtos eletrónicos e óticos",0,0,2012,,
1120301,Amares,27,Fabricação de equipamento elétrico,0,0,2012,,
1120301,Amares,30,Fabricação de outro equipamento de transporte,0,0,2012,,
1120301,Amares,35,"Eletricidade, gás, vapor, água quente e fria e ar frio",0,0,2012,,
1120301,Amares,36,"Captação, tratamento e distribuição de água",0,0,2012,,
1120301,Amares,37,"Recolha, drenagem e tratamento de águas residuais",0,0,2012,,
1120301,Amares,39,Descontaminação e atividades similares,0,0,2012,,
1120301,Amares,50,Transportes por água,0,0,2012,,
1120301,Amares,51,Transportes aéreos,0,0,2012,,
1120301,Amares,60,Atividades de rádio e de televisão,0,0,2012,,
1120301,Amares,61,Telecomunicações,0,0,2012,,
1120301,Amares,63,Atividades dos serviços de informação,0,0,2012,,
1120301,Amares,80,Atividades de investigação e segurança,0,0,2012,,
1120301,Amares,91,"Atividades das bibliotecas, arquivos, museus e outras atividades culturais",0,0,2012,,
1120301,Amares,92,Lotarias e outros jogos de aposta,0,0,2012,,
1120301,Amares,94,Atividades das organizações associativas,0,0,2012,,
1120301,Amares,D,"Eletricidade, gás, vapor, água quente e fria e ar frio",0,0,2012,,
1120302,Barcelos,05,Extração de hulha e lenhite,0,0,2012,,
1120302,Barcelos,06,Extração de petróleo bruto e gás natural,0,0,2012,,
1120302,Barcelos,07,Extração e preparação de minérios metálicos,0,0,2012,,
1120302,Barcelos,09,Atividades dos serviços relacionados com as indústrias extrativas,0,0,2012,,
1120302,Barcelos,12,Indústria do tabaco,0,0,2012,,
1120302,Barcelos,19,"Fabricação de coque, produtos petrolíferos refinados e de aglomerados de combustíveis",0,0,2012,,
1120302,Barcelos,21,Fabricação de produtos farmacêuticos de base e de  preparações farmacêuticas,0,0,2012,,
1120302,Barcelos,30,Fabricação de outro equipamento de transporte,0,0,2012,,
1120302,Barcelos,39,Descontaminação e atividades similares,0,0,2012,,
1120302,Barcelos,50,Transportes por água,0,0,2012,,
1120302,Barcelos,51,Transportes aéreos,0,0,2012,,
1120302,Barcelos,91,"Atividades das bibliotecas, arquivos, museus e outras atividades culturais",0,0,2012,,
1120303,Braga,03,Pesca e aquicultura,0,0,2012,,
1120303,Braga,05,Extração de hulha e lenhite,0,0,2012,,
1120303,Braga,06,Extração de petróleo bruto e gás natural,0,0,2012,,
1120303,Braga,12,Indústria do tabaco,0,0,2012,,
1120303,Braga,21,Fabricação de produtos farmacêuticos de base e de  preparações farmacêuticas,0,0,2012,,
1120303,Braga,30,Fabricação de outro equipamento de transporte,0,0,2012,,
1120303,Braga,39,Descontaminação e atividades similares,0,0,2012,,
1120303,Braga,50,Transportes por água,0,0,2012,,
1120306,Esposende,05,Extração de hulha e lenhite,0,0,2012,,
1120306,Esposende,06,Extração de petróleo bruto e gás natural,0,0,2012,,
1120306,Esposende,07,Extração e preparação de minérios metálicos,0,0,2012,,
1120306,Esposende,09,Atividades dos serviços relacionados com as indústrias extrativas,0,0,2012,,
1120306,Esposende,12,Indústria do tabaco,0,0,2012,,
1120306,Esposende,15,Indústria do couro e dos produtos do couro,0,0,2012,,
1120306,Esposende,19,"Fabricação de coque, produtos petrolíferos refinados e de aglomerados de combustíveis",0,0,2012,,
1120306,Esposende,21,Fabricação de produtos farmacêuticos de base e de  preparações farmacêuticas,0,0,2012,,
1120306,Esposende,39,Descontaminação e atividades similares,0,0,2012,,
1120306,Esposende,51,Transportes aéreos,0,0,2012,,
1120306,Esposende,61,Telecomunicações,0,0,2012,,
1120306,Esposende,63,Atividades dos serviços de informação,0,0,2012,,
1120306,Esposende,91,"Atividades das bibliotecas, arquivos, museus e outras atividades culturais",0,0,2012,,
1120310,Terras de Bouro,03,Pesca e aquicultura,0,0,2012,,
1120310,Terras de Bouro,05,Extração de hulha e lenhite,0,0,2012,,
1120310,Terras de Bouro,06,Extração de petróleo bruto e gás natural,0,0,2012,,
1120310,Terras de Bouro,07,Extração e preparação de minérios metálicos,0,0,2012,,
1120310,Terras de Bouro,08,Outras indústrias extrativas,0,0,2012,,
1120310,Terras de Bouro,09,Atividades dos serviços relacionados com as indústrias extrativas,0,0,2012,,
1120310,Terras de Bouro,12,Indústria do tabaco,0,0,2012,,
1120310,Terras de Bouro,14,Indústria do vestuário,0,0,2012,,
1120310,Terras de Bouro,15,Indústria do couro e dos produtos do couro,0,0,2012,,
1120310,Terras de Bouro,17,"Fabricação de pasta, de papel, de cartão e seus artigos",0,0,2012,,
1120310,Terras de Bouro,18,Impressão e reprodução de suportes gravados,0,0,2012,,
1120310,Terras de Bouro,19,"Fabricação de coque, produtos petrolíferos refinados e de aglomerados de combustíveis",0,0,2012,,
1120310,Terras de Bouro,21,Fabricação de produtos farmacêuticos de base e de  preparações farmacêuticas,0,0,2012,,
1120310,Terras de Bouro,22,Fabricação de artigos de borracha e de matérias plásticas,0,0,2012,,
1120310,Terras de Bouro,23,Fabricação de outros produtos minerais não metálicos,0,0,2012,,
1120310,Terras de Bouro,24,Indústrias metalúrgicas de base,0,0,2012,,
1120310,Terras de Bouro,26,"Fabricação de equipamentos informáticos, equipamento para comunicações e produtos eletrónicos e óticos",0,0,2012,,
1120310,Terras de Bouro,27,Fabricação de equipamento elétrico,0,0,2012,,
1120310,Terras de Bouro,28,"Fabricação de máquinas e de equipamentos, n.e.",0,0,2012,,
1120310,Terras de Bouro,29,"Fabricação de veículos automóveis, reboques, semi-reboques e componentes para veículos automóveis",0,0,2012,,
1120310,Terras de Bouro,30,Fabricação de outro equipamento de transporte,0,0,2012,,
1120310,Terras de Bouro,31,Fabrico de mobiliário e de colchões,0,0,2012,,
1120310,Terras de Bouro,33,"Reparação, manutenção e instalação de máquinas e equipamentos",0,0,2012,,
1120310,Terras de Bouro,36,"Captação, tratamento e distribuição de água",0,0,2012,,
1120310,Terras de Bouro,39,Descontaminação e atividades similares,0,0,2012,,
1120310,Terras de Bouro,50,Transportes por água,0,0,2012,,
1120310,Terras de Bouro,51,Transportes aéreos,0,0,2012,,
1120310,Terras de Bouro,52,Armazenagem e atividades auxiliares dos transportes(inclui manuseamento),0,0,2012,,
1120310,Terras de Bouro,59,"Atividades cinematográficas, de vídeo, de produção de programas de televisão, de gravação de som e de edição de música",0,0,2012,,
1120310,Terras de Bouro,60,Atividades de rádio e de televisão,0,0,2012,,
1120310,Terras de Bouro,61,Telecomunicações,0,0,2012,,
1120310,Terras de Bouro,71,"Atividades de arquitetura, de engenharia e técnicas afins; atividades de ensaios e de análises técnicas",0,0,2012,,
1120310,Terras de Bouro,75,Atividades veterinárias,0,0,2012,,
1120310,Terras de Bouro,78,Atividades de emprego,0,0,2012,,
1120310,Terras de Bouro,79,"Agências de viagem, operadores turísticos, outros serviços de reservas e atividades relacionadas",0,0,2012,,
1120310,Terras de Bouro,80,Atividades de investigação e segurança,0,0,2012,,
1120310,Terras de Bouro,91,"Atividades das bibliotecas, arquivos, museus e outras atividades culturais",0,0,2012,,
1120310,Terras de Bouro,94,Atividades das organizações associativas,0,0,2012,,
1120310,Terras de Bouro,95,Reparação de computadores e de bens de uso pessoal e doméstico,0,0,2012,,
