geocod,geodsg,dim_3,dim_3_t,ind_string,valor,periodo,sinal_conv,sinal_conv_desc
150,Algarve,82,Atividades de serviços administrativos e de apoio prestados às empresas,1 102,1102,2022,,
16G,Viseu Dão Lafões,682,Arrendamento de bens imobiliários,1 105,1105,2022,,
16G,Viseu Dão Lafões,6820,Arrendamento de bens imobiliários,1 105,1105,2022,,
16G,Viseu Dão Lafões,68200,Arrendamento de bens imobiliários,1 105,1105,2022,,
111,Alto Minho,58,Atividades de edição,1 106,1106,2022,,
111,Alto Minho,581,"Edição de livros, de jornais e de outras publicações",1 106,1106,2022,,
111,Alto Minho,5813,Edição de jornais,1 106,1106,2022,,
111,Alto Minho,58130,Edição de jornais,1 106,1106,2022,,
17,Área Metropolitana de Lisboa,8292,Atividades de embalagem,1 112,1112,2022,,
17,Área Metropolitana de Lisboa,82922,Outras atividades de embalagem,1 112,1112,2022,,
170,Área Metropolitana de Lisboa,8292,Atividades de embalagem,1 112,1112,2022,,
170,Área Metropolitana de Lisboa,82922,Outras atividades de embalagem,1 112,1112,2022,,
185,Lezíria do Tejo,08112,Extração de granito ornamental e rochas similares,1 113,1113,2022,,
119,Ave,58,Atividades de edição,1 115,1115,2022,,
119,Ave,581,"Edição de livros, de jornais e de outras publicações",1 115,1115,2022,,
119,Ave,5811,Edição de livros,1 115,1115,2022,,
119,Ave,58110,Edição de livros,1 115,1115,2022,,
16D,Região de Aveiro,324,Fabricação de jogos e de brinquedos,1 117,1117,2022,,
16D,Região de Aveiro,3240,Fabricação de jogos e de brinquedos,1 117,1117,2022,,
16D,Região de Aveiro,32400,Fabricação de jogos e de brinquedos,1 117,1117,2022,,
112,Cávado,4613,Agentes do comércio por grosso de madeira e materiais de construção,1 137,1137,2022,,
112,Cávado,46130,Agentes do comércio por grosso de madeira e materiais de construção,1 137,1137,2022,,
15,Algarve,4333,Revestimento de pavimentos e de paredes,1 138,1138,2022,,
15,Algarve,43330,Revestimento de pavimentos e de paredes,1 138,1138,2022,,
150,Algarve,4333,Revestimento de pavimentos e de paredes,1 138,1138,2022,,
150,Algarve,43330,Revestimento de pavimentos e de paredes,1 138,1138,2022,,
15,Algarve,383,Valorização de materiais,1 144,1144,2022,,
150,Algarve,383,Valorização de materiais,1 144,1144,2022,,
16F,Região de Leiria,11013,Produção de licores e de outras bebidas destiladas,1 144,1144,2022,,
16E,Região de Coimbra,86906,"Outras atividades de saúde humana, n.e.",1 148,1148,2022,,
3,Região Autónoma da Madeira,4791,Comércio a retalho por correspondência ou via Internet,1 148,1148,2022,,
3,Região Autónoma da Madeira,47910,Comércio a retalho por correspondência ou via Internet,1 148,1148,2022,,
30,Região Autónoma da Madeira,4791,Comércio a retalho por correspondência ou via Internet,1 148,1148,2022,,
30,Região Autónoma da Madeira,47910,Comércio a retalho por correspondência ou via Internet,1 148,1148,2022,,
300,Região Autónoma da Madeira,4791,Comércio a retalho por correspondência ou via Internet,1 148,1148,2022,,
300,Região Autónoma da Madeira,47910,Comércio a retalho por correspondência ou via Internet,1 148,1148,2022,,
16G,Viseu Dão Lafões,461,Agentes do comércio por grosso,1 159,1159,2022,,
16G,Viseu Dão Lafões,4619,Agentes do comércio por grosso misto sem predominância,1 159,1159,2022,,
16G,Viseu Dão Lafões,46190,Agentes do comércio por grosso misto sem predominância,1 159,1159,2022,,
1,Continente,9525,Reparação de relógios e de artigos de joalharia,1 169,1169,2022,,
1,Continente,95250,Reparação de relógios e de artigos de joalharia,1 169,1169,2022,,
PT,Portugal,9525,Reparação de relógios e de artigos de joalharia,1 169,1169,2022,,
PT,Portugal,95250,Reparação de relógios e de artigos de joalharia,1 169,1169,2022,,
111,Alto Minho,8292,Atividades de embalagem,1 200,1200,2022,,
111,Alto Minho,82922,Outras atividades de embalagem,1 200,1200,2022,,
16E,Região de Coimbra,86903,Atividades de enfermagem,1 205,1205,2022,,
18,Alentejo,10393,"Fabricação de doces, compotas, geleias e marmelada",1 212,1212,2022,,
16,Centro,86903,Atividades de enfermagem,1 214,1214,2022,,
16E,Região de Coimbra,8623,Atividades de medicina dentária e odontologia,1 223,1223,2022,,
16E,Região de Coimbra,86230,Atividades de medicina dentária e odontologia,1 223,1223,2022,,
2,Região Autónoma dos Açores,742,Atividades fotográficas,1 227,1227,2022,,
2,Região Autónoma dos Açores,7420,Atividades fotográficas,1 227,1227,2022,,
2,Região Autónoma dos Açores,74200,Atividades fotográficas,1 227,1227,2022,,
20,Região Autónoma dos Açores,742,Atividades fotográficas,1 227,1227,2022,,
20,Região Autónoma dos Açores,7420,Atividades fotográficas,1 227,1227,2022,,
20,Região Autónoma dos Açores,74200,Atividades fotográficas,1 227,1227,2022,,
200,Região Autónoma dos Açores,742,Atividades fotográficas,1 227,1227,2022,,
200,Região Autónoma dos Açores,7420,Atividades fotográficas,1 227,1227,2022,,
200,Região Autónoma dos Açores,74200,Atividades fotográficas,1 227,1227,2022,,
16B,Oeste,742,Atividades fotográficas,1 231,1231,2022,,
16B,Oeste,7420,Atividades fotográficas,1 231,1231,2022,,
16B,Oeste,74200,Atividades fotográficas,1 231,1231,2022,,
16I,Médio Tejo,01492,Cunicultura,1 237,1237,2022,,
112,Cávado,7311,Agências de publicidade,1 257,1257,2022,,
112,Cávado,73110,Agências de publicidade,1 257,1257,2022,,
16I,Médio Tejo,10712,Pastelaria,1 260,1260,2022,,
119,Ave,96022,Institutos de beleza,1 275,1275,2022,,
112,Cávado,10712,Pastelaria,1 280,1280,2022,,
16,Centro,701,Atividades das sedes sociais,1 282,1282,2022,,
16,Centro,7010,Atividades das sedes sociais,1 282,1282,2022,,
16,Centro,70100,Atividades das sedes sociais,1 282,1282,2022,,
16D,Região de Aveiro,701,Atividades das sedes sociais,1 282,1282,2022,,
16D,Região de Aveiro,7010,Atividades das sedes sociais,1 282,1282,2022,,
16D,Região de Aveiro,70100,Atividades das sedes sociais,1 282,1282,2022,,
18,Alentejo,6832,Administração de imóveis por conta de outrem; administração de condomínios,1 286,1286,2022,,
18,Alentejo,68321,Administração de imóveis por conta de outrem,1 286,1286,2022,,
185,Lezíria do Tejo,6832,Administração de imóveis por conta de outrem; administração de condomínios,1 286,1286,2022,,
185,Lezíria do Tejo,68321,Administração de imóveis por conta de outrem,1 286,1286,2022,,
16D,Região de Aveiro,86,Atividades de saúde humana,1 289,1289,2022,,
112,Cávado,01111,Cerealicultura (exceto arroz),1 290,1290,2022,,
119,Ave,551,Estabelecimentos hoteleiros,1 291,1291,2022,,
119,Ave,55119,Outros estabelecimentos hoteleiros com restaurante,1 291,1291,2022,,
119,Ave,70,Atividades das sedes sociais e de consultoria para a gestão,1 293,1293,2022,,
119,Ave,702,Atividades de consultoria para os negócios e a gestão,1 293,1293,2022,,
119,Ave,2454,Fundição de outros metais não ferrosos,1 298,1298,2022,,
119,Ave,24540,Fundição de outros metais não ferrosos,1 298,1298,2022,,
11,Norte,96092,Atividades dos serviços para animais de companhia,1 299,1299,2022,,
11A,Área Metropolitana do Porto,96092,Atividades dos serviços para animais de companhia,1 299,1299,2022,,
17,Área Metropolitana de Lisboa,3514,Comércio de eletricidade,1 300,1300,2022,,
17,Área Metropolitana de Lisboa,35140,Comércio de eletricidade,1 300,1300,2022,,
170,Área Metropolitana de Lisboa,3514,Comércio de eletricidade,1 300,1300,2022,,
170,Área Metropolitana de Lisboa,35140,Comércio de eletricidade,1 300,1300,2022,,
187,Alentejo Central,4759,"Comércio a retalho de móveis, de artigos de iluminação e de outros artigos para o lar, em estabelecimentos especializados",1 305,1305,2022,,
187,Alentejo Central,47591,"Comércio a retalho de mobiliário e artigos de iluminação, em estabelecimentos especializados",1 305,1305,2022,,
17,Área Metropolitana de Lisboa,4637,"Comércio por grosso de café, chá, cacau e especiarias",1 318,1318,2022,,
17,Área Metropolitana de Lisboa,46370,"Comércio por grosso de café, chá, cacau e especiarias",1 318,1318,2022,,
170,Área Metropolitana de Lisboa,4637,"Comércio por grosso de café, chá, cacau e especiarias",1 318,1318,2022,,
170,Área Metropolitana de Lisboa,46370,"Comércio por grosso de café, chá, cacau e especiarias",1 318,1318,2022,,
185,Lezíria do Tejo,4669,Comércio por grosso de outras máquinas e equipamentos,1 351,1351,2022,,
185,Lezíria do Tejo,46690,Comércio por grosso de outras máquinas e equipamentos,1 351,1351,2022,,
16G,Viseu Dão Lafões,4721,"Comércio a retalho de frutas e produtos hortícolas, em estabelecimentos especializados",1 365,1365,2022,,
16G,Viseu Dão Lafões,47210,"Comércio a retalho de frutas e produtos hortícolas, em estabelecimentos especializados",1 365,1365,2022,,
15,Algarve,0126,Cultura de frutos oleaginosos,1 375,1375,2022,,
15,Algarve,01261,Olivicultura,1 375,1375,2022,,
150,Algarve,0126,Cultura de frutos oleaginosos,1 375,1375,2022,,
150,Algarve,01261,Olivicultura,1 375,1375,2022,,
184,Baixo Alentejo,87,Atividades de apoio social com alojamento,1 392,1392,2022,,
184,Baixo Alentejo,873,"Atividades de apoio social para pessoas idosas e com deficiência, com alojamento",1 392,1392,2022,,
184,Baixo Alentejo,8730,"Atividades de apoio social para pessoas idosas e com deficiência, com alojamento",1 392,1392,2022,,
11D,Douro,82,Atividades de serviços administrativos e de apoio prestados às empresas,1 406,1406,2022,,
11D,Douro,829,"Atividades de serviços de apoio prestados às empresas, n.e.",1 406,1406,2022,,
16D,Região de Aveiro,Q,Atividades de saúde humana e apoio  social,1 407,1407,2022,,
16E,Região de Coimbra,47112,"Comércio a retalho em outros estabelecimentos não especializados, com predominância de produtos alimentares, bebidas ou tabaco",1 424,1424,2022,,
16E,Região de Coimbra,4711,"Comércio a retalho em estabelecimentos não especializados, com predominância de produtos alimentares, bebidas ou tabaco",1 426,1426,2022,,
16B,Oeste,8559,"Formação profissional, escolas de línguas e outras atividades educativas",1 431,1431,2022,,
186,Alto Alentejo,N,Atividades administrativas e dos serviços de apoio,1 434,1434,2022,,
16H,Beira Baixa,0126,Cultura de frutos oleaginosos,1 435,1435,2022,,
16H,Beira Baixa,01261,Olivicultura,1 435,1435,2022,,
16D,Região de Aveiro,8552,Ensino de atividades culturais,1 450,1450,2022,,
16D,Região de Aveiro,85520,Ensino de atividades culturais,1 450,1450,2022,,
184,Baixo Alentejo,Q,Atividades de saúde humana e apoio  social,1 454,1454,2022,,
16H,Beira Baixa,4642,Comércio por grosso de vestuário e calçado,1 490,1490,2022,,
16H,Beira Baixa,46421,Comércio por grosso de vestuário e de acessórios,1 490,1490,2022,,
16D,Região de Aveiro,85,Educação,1 492,1492,2022,,
16D,Região de Aveiro,855,Outras atividades educativas,1 492,1492,2022,,
16D,Região de Aveiro,P,Educação,1 492,1492,2022,,
11C,Tâmega e Sousa,4762,"Comércio a retalho de jornais, revistas e artigos de papelaria, em estabelecimentos especializados",1 496,1496,2022,,
11C,Tâmega e Sousa,47620,"Comércio a retalho de jornais, revistas e artigos de papelaria, em estabelecimentos especializados",1 496,1496,2022,,
11,Norte,4762,"Comércio a retalho de jornais, revistas e artigos de papelaria, em estabelecimentos especializados",1 512,1512,2022,,
11,Norte,47620,"Comércio a retalho de jornais, revistas e artigos de papelaria, em estabelecimentos especializados",1 512,1512,2022,,
186,Alto Alentejo,86906,"Outras atividades de saúde humana, n.e.",1 526,1526,2022,,
16,Centro,4637,"Comércio por grosso de café, chá, cacau e especiarias",1 531,1531,2022,,
16,Centro,46370,"Comércio por grosso de café, chá, cacau e especiarias",1 531,1531,2022,,
111,Alto Minho,022,Exploração florestal,1 550,1550,2022,,
111,Alto Minho,0220,Exploração florestal,1 550,1550,2022,,
111,Alto Minho,02200,Exploração florestal,1 550,1550,2022,,
16,Centro,96093,"Outras atividades de serviços pessoais diversas, n.e.",1 550,1550,2022,,
16B,Oeste,96093,"Outras atividades de serviços pessoais diversas, n.e.",1 550,1550,2022,,
16E,Região de Coimbra,143,Fabricação de artigos de malha,1 550,1550,2022,,
16B,Oeste,9609,"Outras atividades de serviços pessoais, n.e.",1 551,1551,2022,,
185,Lezíria do Tejo,4754,"Comércio a retalho de eletrodomésticos, em estabelecimentos especializados",1 551,1551,2022,,
185,Lezíria do Tejo,47540,"Comércio a retalho de eletrodomésticos, em estabelecimentos especializados",1 551,1551,2022,,
16,Centro,9609,"Outras atividades de serviços pessoais, n.e.",1 552,1552,2022,,
15,Algarve,59,"Atividades cinematográficas, de vídeo, de produção de programas de televisão, de gravação de som e de edição de música",1 554,1554,2022,,
15,Algarve,591,"Atividades cinematográficas, de vídeo e de produção de programas de televisão",1 554,1554,2022,,
15,Algarve,5911,"Produção de filmes, de vídeos e de programas de televisão",1 554,1554,2022,,
15,Algarve,59110,"Produção de filmes, de vídeos e de programas de televisão",1 554,1554,2022,,
150,Algarve,59,"Atividades cinematográficas, de vídeo, de produção de programas de televisão, de gravação de som e de edição de música",1 554,1554,2022,,
150,Algarve,591,"Atividades cinematográficas, de vídeo e de produção de programas de televisão",1 554,1554,2022,,
150,Algarve,5911,"Produção de filmes, de vídeos e de programas de televisão",1 554,1554,2022,,
150,Algarve,59110,"Produção de filmes, de vídeos e de programas de televisão",1 554,1554,2022,,
16,Centro,9523,Reparação de calçado e de artigos de couro,1 557,1557,2022,,
16,Centro,95230,Reparação de calçado e de artigos de couro,1 557,1557,2022,,
16D,Região de Aveiro,9523,Reparação de calçado e de artigos de couro,1 557,1557,2022,,
16D,Região de Aveiro,95230,Reparação de calçado e de artigos de couro,1 557,1557,2022,,
111,Alto Minho,47784,"Comércio a retalho de outros produtos novos, em estabelecimentos especializados, n.e.",1 564,1564,2022,,
111,Alto Minho,43222,Instalação de climatização,1 569,1569,2022,,
16,Centro,46771,Comércio por grosso de sucatas e de desperdícios metálicos,1 577,1577,2022,,
16J,Beiras e Serra da Estrela,4751,"Comércio a retalho de têxteis, em estabelecimentos especializados",1 592,1592,2022,,
16J,Beiras e Serra da Estrela,47510,"Comércio a retalho de têxteis, em estabelecimentos especializados",1 592,1592,2022,,
11,Norte,86903,Atividades de enfermagem,1 597,1597,2022,,
16,Centro,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco",1 614,1614,2022,,
11B,Alto Tâmega,471,Comércio a retalho em estabelecimentos não especializados,1 620,1620,2022,,
11B,Alto Tâmega,4711,"Comércio a retalho em estabelecimentos não especializados, com predominância de produtos alimentares, bebidas ou tabaco",1 620,1620,2022,,
11B,Alto Tâmega,47112,"Comércio a retalho em outros estabelecimentos não especializados, com predominância de produtos alimentares, bebidas ou tabaco",1 620,1620,2022,,
2,Região Autónoma dos Açores,4532,Comércio a retalho de peças e acessórios para veículos automóveis,1 622,1622,2022,,
2,Região Autónoma dos Açores,45320,Comércio a retalho de peças e acessórios para veículos automóveis,1 622,1622,2022,,
20,Região Autónoma dos Açores,4532,Comércio a retalho de peças e acessórios para veículos automóveis,1 622,1622,2022,,
20,Região Autónoma dos Açores,45320,Comércio a retalho de peças e acessórios para veículos automóveis,1 622,1622,2022,,
200,Região Autónoma dos Açores,4532,Comércio a retalho de peças e acessórios para veículos automóveis,1 622,1622,2022,,
200,Região Autónoma dos Açores,45320,Comércio a retalho de peças e acessórios para veículos automóveis,1 622,1622,2022,,
2,Região Autónoma dos Açores,453,Comércio de peças e acessórios para veículos automóveis,1 623,1623,2022,,
20,Região Autónoma dos Açores,453,Comércio de peças e acessórios para veículos automóveis,1 623,1623,2022,,
200,Região Autónoma dos Açores,453,Comércio de peças e acessórios para veículos automóveis,1 623,1623,2022,,
11C,Tâmega e Sousa,474,"Comércio a retalho de equipamento das tecnologias de informação e comunicação (TIC), em estabelecimentos especializados",1 633,1633,2022,,
11C,Tâmega e Sousa,4741,"Comércio a retalho de computadores, unidades periféricas e programas informáticos, em estabelecimentos especializados",1 633,1633,2022,,
11C,Tâmega e Sousa,47410,"Comércio a retalho de computadores, unidades periféricas e programas informáticos, em estabelecimentos especializados",1 633,1633,2022,,
11A,Área Metropolitana do Porto,422,"Construção de redes de transporte de águas, de esgotos, de distribuição de energia, de telecomunicações  e de outras redes",1 660,1660,2022,,
16E,Região de Coimbra,47593,"Comércio a retalho de outros artigos para o lar, n.e., em estabelecimentos especializados",1 662,1662,2022,,
2,Região Autónoma dos Açores,4778,"Comércio a retalho de outros produtos novos, em estabelecimentos especializados",1 669,1669,2022,,
2,Região Autónoma dos Açores,47784,"Comércio a retalho de outros produtos novos, em estabelecimentos especializados, n.e.",1 669,1669,2022,,
20,Região Autónoma dos Açores,4778,"Comércio a retalho de outros produtos novos, em estabelecimentos especializados",1 669,1669,2022,,
20,Região Autónoma dos Açores,47784,"Comércio a retalho de outros produtos novos, em estabelecimentos especializados, n.e.",1 669,1669,2022,,
200,Região Autónoma dos Açores,4778,"Comércio a retalho de outros produtos novos, em estabelecimentos especializados",1 669,1669,2022,,
200,Região Autónoma dos Açores,47784,"Comércio a retalho de outros produtos novos, em estabelecimentos especializados, n.e.",1 669,1669,2022,,
119,Ave,2521,Fabricação de caldeiras e radiadores para aquecimento central,1 675,1675,2022,,
119,Ave,25210,Fabricação de caldeiras e radiadores para aquecimento central,1 675,1675,2022,,
187,Alentejo Central,85,Educação,1 700,1700,2022,,
187,Alentejo Central,855,Outras atividades educativas,1 700,1700,2022,,
187,Alentejo Central,8551,Ensinos desportivo e recreativo,1 700,1700,2022,,
187,Alentejo Central,85510,Ensinos desportivo e recreativo,1 700,1700,2022,,
187,Alentejo Central,P,Educação,1 700,1700,2022,,
11E,Terras de Trás-os-Montes,82,Atividades de serviços administrativos e de apoio prestados às empresas,1 703,1703,2022,,
11E,Terras de Trás-os-Montes,829,"Atividades de serviços de apoio prestados às empresas, n.e.",1 703,1703,2022,,
11,Norte,3514,Comércio de eletricidade,1 707,1707,2022,,
11,Norte,35140,Comércio de eletricidade,1 707,1707,2022,,
3,Região Autónoma da Madeira,55119,Outros estabelecimentos hoteleiros com restaurante,1 719,1719,2022,,
30,Região Autónoma da Madeira,55119,Outros estabelecimentos hoteleiros com restaurante,1 719,1719,2022,,
300,Região Autónoma da Madeira,55119,Outros estabelecimentos hoteleiros com restaurante,1 719,1719,2022,,
119,Ave,01191,Cultura de flores e de plantas ornamentais,1 723,1723,2022,,
112,Cávado,42,Engenharia civil,1 727,1727,2022,,
1,Continente,28221,"Fabricação de ascensores e monta cargas, escadas e passadeiras rolantes",1 731,1731,2022,,
PT,Portugal,28221,"Fabricação de ascensores e monta cargas, escadas e passadeiras rolantes",1 731,1731,2022,,
186,Alto Alentejo,56302,Bares,1 735,1735,2022,,
16E,Região de Coimbra,6201,Atividades de programação informática,1 740,1740,2022,,
16E,Região de Coimbra,62010,Atividades de programação informática,1 740,1740,2022,,
181,Alentejo Litoral,553,Parques de campismo e de caravanismo,1 750,1750,2022,,
181,Alentejo Litoral,5530,Parques de campismo e de caravanismo,1 750,1750,2022,,
181,Alentejo Litoral,55300,Parques de campismo e de caravanismo,1 750,1750,2022,,
16J,Beiras e Serra da Estrela,321,"Fabricação de joalharia, ourivesaria, bijutaria e artigos similares; cunhagem de moedas",1 752,1752,2022,,
11,Norte,4789,"Comércio a retalho em bancas, feiras e unidades móveis de venda, de outros produtos",1 754,1754,2022,,
11,Norte,47890,"Comércio a retalho em bancas, feiras e unidades móveis de venda, de outros produtos",1 754,1754,2022,,
2,Região Autónoma dos Açores,4721,"Comércio a retalho de frutas e produtos hortícolas, em estabelecimentos especializados",1 772,1772,2022,,
2,Região Autónoma dos Açores,47210,"Comércio a retalho de frutas e produtos hortícolas, em estabelecimentos especializados",1 772,1772,2022,,
20,Região Autónoma dos Açores,4721,"Comércio a retalho de frutas e produtos hortícolas, em estabelecimentos especializados",1 772,1772,2022,,
20,Região Autónoma dos Açores,47210,"Comércio a retalho de frutas e produtos hortícolas, em estabelecimentos especializados",1 772,1772,2022,,
200,Região Autónoma dos Açores,4721,"Comércio a retalho de frutas e produtos hortícolas, em estabelecimentos especializados",1 772,1772,2022,,
200,Região Autónoma dos Açores,47210,"Comércio a retalho de frutas e produtos hortícolas, em estabelecimentos especializados",1 772,1772,2022,,
16F,Região de Leiria,47112,"Comércio a retalho em outros estabelecimentos não especializados, com predominância de produtos alimentares, bebidas ou tabaco",1 774,1774,2022,,
16G,Viseu Dão Lafões,749,"Outras atividades de consultoria, científicas, técnicas e similares, n.e.",1 775,1775,2022,,
16G,Viseu Dão Lafões,7490,"Outras atividades de consultoria, científicas, técnicas e similares, n.e.",1 775,1775,2022,,
16G,Viseu Dão Lafões,74900,"Outras atividades de consultoria, científicas, técnicas e similares, n.e.",1 775,1775,2022,,
18,Alentejo,47782,"Comércio a retalho de material ótico, fotográfico, cinematográfico e de instrumentos de precisão, em estabelecimentos especializados",1 785,1785,2022,,
187,Alentejo Central,47782,"Comércio a retalho de material ótico, fotográfico, cinematográfico e de instrumentos de precisão, em estabelecimentos especializados",1 785,1785,2022,,
16D,Região de Aveiro,4642,Comércio por grosso de vestuário e calçado,1 818,1818,2022,,
16D,Região de Aveiro,46421,Comércio por grosso de vestuário e de acessórios,1 818,1818,2022,,
111,Alto Minho,35,"Eletricidade, gás, vapor, água quente e fria e ar frio",1 829,1829,2022,,
111,Alto Minho,D,"Eletricidade, gás, vapor, água quente e fria e ar frio",1 829,1829,2022,,
PT,Portugal,38311,"Desmantelamento de veículos automóveis, em fim de vida",1 831,1831,2022,,
18,Alentejo,7211,Investigação e desenvolvimento em biotecnologia,1 846,1846,2022,,
18,Alentejo,72110,Investigação e desenvolvimento em biotecnologia,1 846,1846,2022,,
184,Baixo Alentejo,721,Investigação e desenvolvimento das ciências físicas e naturais,1 846,1846,2022,,
11D,Douro,682,Arrendamento de bens imobiliários,1 856,1856,2022,,
11D,Douro,6820,Arrendamento de bens imobiliários,1 856,1856,2022,,
11D,Douro,68200,Arrendamento de bens imobiliários,1 856,1856,2022,,
16F,Região de Leiria,01191,Cultura de flores e de plantas ornamentais,1 857,1857,2022,,
16H,Beira Baixa,1071,Panificação e pastelaria,1 873,1873,2022,,
16H,Beira Baixa,10712,Pastelaria,1 873,1873,2022,,
16F,Região de Leiria,85591,Formação profissional,1 874,1874,2022,,
112,Cávado,55204,Outros locais de alojamento de curta duração,1 890,1890,2022,,
112,Cávado,5813,Edição de jornais,1 898,1898,2022,,
112,Cávado,58130,Edição de jornais,1 898,1898,2022,,
16E,Região de Coimbra,14132,Confeção de outro vestuário exterior por medida,1 901,1901,2022,,
119,Ave,01492,Cunicultura,1 902,1902,2022,,
17,Área Metropolitana de Lisboa,4641,Comércio por grosso de têxteis,1 911,1911,2022,,
17,Área Metropolitana de Lisboa,46410,Comércio por grosso de têxteis,1 911,1911,2022,,
170,Área Metropolitana de Lisboa,4641,Comércio por grosso de têxteis,1 911,1911,2022,,
170,Área Metropolitana de Lisboa,46410,Comércio por grosso de têxteis,1 911,1911,2022,,
16B,Oeste,4622,Comércio por grosso de flores e plantas,1 927,1927,2022,,
16B,Oeste,46220,Comércio por grosso de flores e plantas,1 927,1927,2022,,
119,Ave,802,Atividades relacionadas com sistemas de segurança,1 939,1939,2022,,
119,Ave,8020,Atividades relacionadas com sistemas de segurança,1 939,1939,2022,,
119,Ave,80200,Atividades relacionadas com sistemas de segurança,1 939,1939,2022,,
15,Algarve,4671,"Comércio por grosso de combustíveis sólidos, líquidos, gasosos e produtos derivados",1 944,1944,2022,,
150,Algarve,4671,"Comércio por grosso de combustíveis sólidos, líquidos, gasosos e produtos derivados",1 944,1944,2022,,
16,Centro,871,"Atividades dos estabelecimentos de cuidados continuados integrados, com alojamento",1 960,1960,2022,,
16,Centro,8710,"Atividades dos estabelecimentos de cuidados continuados integrados, com alojamento",1 960,1960,2022,,
16,Centro,87100,"Atividades dos estabelecimentos de cuidados continuados integrados, com alojamento",1 960,1960,2022,,
PT,Portugal,871,"Atividades dos estabelecimentos de cuidados continuados integrados, com alojamento",1 960,1960,2022,,
PT,Portugal,8710,"Atividades dos estabelecimentos de cuidados continuados integrados, com alojamento",1 960,1960,2022,,
PT,Portugal,87100,"Atividades dos estabelecimentos de cuidados continuados integrados, com alojamento",1 960,1960,2022,,
11C,Tâmega e Sousa,4334,Pintura e colocação de vidros,1 967,1967,2022,,
11C,Tâmega e Sousa,43340,Pintura e colocação de vidros,1 967,1967,2022,,
119,Ave,6201,Atividades de programação informática,1 972,1972,2022,,
119,Ave,62010,Atividades de programação informática,1 972,1972,2022,,
16B,Oeste,0122,Cultura de frutos tropicais e subtropicais,1 983,1983,2022,,
16B,Oeste,01220,Cultura de frutos tropicais e subtropicais,1 983,1983,2022,,
11D,Douro,85593,"Outras atividades educativas, n.e.",2 000,2000,2022,,
11D,Douro,862,"Atividades de prática clínica em ambulatório, de medicina dentária e de odontologia",2 000,2000,2022,,
11D,Douro,8623,Atividades de medicina dentária e odontologia,2 000,2000,2022,,
11D,Douro,86230,Atividades de medicina dentária e odontologia,2 000,2000,2022,,
16E,Região de Coimbra,9103,Atividades dos sítios e monumentos históricos,2 000,2000,2022,,
16E,Região de Coimbra,91030,Atividades dos sítios e monumentos históricos,2 000,2000,2022,,
18,Alentejo,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco",2 000,2000,2022,,
18,Alentejo,47192,"Comércio a retalho em outros estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco",2 000,2000,2022,,
186,Alto Alentejo,4719,"Comércio a retalho em estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco",2 000,2000,2022,,
186,Alto Alentejo,47192,"Comércio a retalho em outros estabelecimentos não especializados, sem predominância de produtos alimentares, bebidas ou tabaco",2 000,2000,2022,,
185,Lezíria do Tejo,1031,Preparação e conservação de batatas,2 008,2008,2022,,
185,Lezíria do Tejo,10310,Preparação e conservação de batatas,2 008,2008,2022,,
11D,Douro,0146,Suinicultura,2 015,2015,2022,,
11D,Douro,01460,Suinicultura,2 015,2015,2022,,
16H,Beira Baixa,107,Fabricação de produtos de padaria e outros produtos à base de farinha,2 019,2019,2022,,
16E,Região de Coimbra,4776,"Comércio a retalho de flores, plantas, sementes, fertilizantes, animais de companhia e respetivos alimentos, em estabelecimentos especializados",2 025,2025,2022,,
16E,Região de Coimbra,47761,"Comércio a retalho de flores, plantas, sementes e fertilizantes, em estabelecimentos especializados",2 025,2025,2022,,
16,Centro,2013,Fabricação de outros produtos químicos inorgânicos de base,2 031,2031,2022,,
16,Centro,20130,Fabricação de outros produtos químicos inorgânicos de base,2 031,2031,2022,,
11,Norte,611,Atividades de telecomunicações por fio,2 036,2036,2022,,
11,Norte,6110,Atividades de telecomunicações por fio,2 036,2036,2022,,
11,Norte,61100,Atividades de telecomunicações por fio,2 036,2036,2022,,
16B,Oeste,0141,Criação de bovinos para produção de leite,2 046,2046,2022,,
16B,Oeste,01410,Criação de bovinos para produção de leite,2 046,2046,2022,,
16E,Região de Coimbra,01491,Apicultura,2 055,2055,2022,,
16,Centro,4677,Comércio por grosso de desperdícios e sucata,2 057,2057,2022,,
16,Centro,4782,"Comércio a retalho em bancas, feiras e unidades móveis de venda, de têxteis, vestuário, calçado, malas e similares",2 060,2060,2022,,
16,Centro,47820,"Comércio a retalho em bancas, feiras e unidades móveis de venda, de têxteis, vestuário, calçado, malas e similares",2 060,2060,2022,,
16G,Viseu Dão Lafões,4782,"Comércio a retalho em bancas, feiras e unidades móveis de venda, de têxteis, vestuário, calçado, malas e similares",2 060,2060,2022,,
16G,Viseu Dão Lafões,47820,"Comércio a retalho em bancas, feiras e unidades móveis de venda, de têxteis, vestuário, calçado, malas e similares",2 060,2060,2022,,
18,Alentejo,4331,Estucagem,2 060,2060,2022,,
18,Alentejo,43310,Estucagem,2 060,2060,2022,,
185,Lezíria do Tejo,4331,Estucagem,2 060,2060,2022,,
185,Lezíria do Tejo,43310,Estucagem,2 060,2060,2022,,
