geocod,geodsg,dim_3,dim_3_t,ind_string,valor,periodo,sinal_conv,sinal_conv_desc
17,Área Metropolitana de Lisboa,41,Promoção imobiliária (desenvolvimento de projetos de edifícios); construção de edifícios,-60 475 251,-60475251,2022,,
170,Área Metropolitana de Lisboa,41,Promoção imobiliária (desenvolvimento de projetos de edifícios); construção de edifícios,-60 475 251,-60475251,2022,,
17,Área Metropolitana de Lisboa,411,Promoção imobiliária (desenvolvimento de projetos de edifícios),-44 307 301,-44307301,2022,,
17,Área Metropolitana de Lisboa,4110,Promoção imobiliária (desenvolvimento de projetos de edifícios),-44 307 301,-44307301,2022,,
17,Área Metropolitana de Lisboa,41100,Promoção imobiliária (desenvolvimento de projetos de edifícios),-44 307 301,-44307301,2022,,
170,Área Metropolitana de Lisboa,411,Promoção imobiliária (desenvolvimento de projetos de edifícios),-44 307 301,-44307301,2022,,
170,Área Metropolitana de Lisboa,4110,Promoção imobiliária (desenvolvimento de projetos de edifícios),-44 307 301,-44307301,2022,,
170,Área Metropolitana de Lisboa,41100,Promoção imobiliária (desenvolvimento de projetos de edifícios),-44 307 301,-44307301,2022,,
184,Baixo Alentejo,01,"Agricultura, produção animal, caça e atividades dos serviços relacionados",-26 243 888,-26243888,2022,,
184,Baixo Alentejo,A,"Agricultura, produção animal, caça, floresta e pesca",-26 221 862,-26221862,2022,,
18,Alentejo,012,Culturas permanentes,-22 288 885,-22288885,2022,,
18,Alentejo,01,"Agricultura, produção animal, caça e atividades dos serviços relacionados",-21 779 180,-21779180,2022,,
18,Alentejo,A,"Agricultura, produção animal, caça, floresta e pesca",-21 734 459,-21734459,2022,,
15,Algarve,36,"Captação, tratamento e distribuição de água",-20 495 618,-20495618,2022,,
15,Algarve,360,"Captação, tratamento e distribuição de água",-20 495 618,-20495618,2022,,
15,Algarve,3600,"Captação, tratamento e distribuição de água",-20 495 618,-20495618,2022,,
15,Algarve,36001,Captação e tratamento de água,-20 495 618,-20495618,2022,,
150,Algarve,36,"Captação, tratamento e distribuição de água",-20 495 618,-20495618,2022,,
150,Algarve,360,"Captação, tratamento e distribuição de água",-20 495 618,-20495618,2022,,
150,Algarve,3600,"Captação, tratamento e distribuição de água",-20 495 618,-20495618,2022,,
150,Algarve,36001,Captação e tratamento de água,-20 495 618,-20495618,2022,,
15,Algarve,E,"Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",-20 477 565,-20477565,2022,,
150,Algarve,E,"Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",-20 477 565,-20477565,2022,,
PT,Portugal,36001,Captação e tratamento de água,-20 444 253,-20444253,2022,,
1,Continente,36,"Captação, tratamento e distribuição de água",-20 441 632,-20441632,2022,,
1,Continente,360,"Captação, tratamento e distribuição de água",-20 441 632,-20441632,2022,,
1,Continente,3600,"Captação, tratamento e distribuição de água",-20 441 632,-20441632,2022,,
PT,Portugal,36,"Captação, tratamento e distribuição de água",-20 441 632,-20441632,2022,,
PT,Portugal,360,"Captação, tratamento e distribuição de água",-20 441 632,-20441632,2022,,
PT,Portugal,3600,"Captação, tratamento e distribuição de água",-20 441 632,-20441632,2022,,
PT,Portugal,262,Fabricação de computadores e de equipamento periférico,-18 703 162,-18703162,2022,,
PT,Portugal,2620,Fabricação de computadores e de equipamento periférico,-18 703 162,-18703162,2022,,
PT,Portugal,26200,Fabricação de computadores e de equipamento periférico,-18 703 162,-18703162,2022,,
11A,Área Metropolitana do Porto,262,Fabricação de computadores e de equipamento periférico,-18 542 749,-18542749,2022,,
11A,Área Metropolitana do Porto,2620,Fabricação de computadores e de equipamento periférico,-18 542 749,-18542749,2022,,
11A,Área Metropolitana do Porto,26200,Fabricação de computadores e de equipamento periférico,-18 542 749,-18542749,2022,,
11,Norte,262,Fabricação de computadores e de equipamento periférico,-18 455 761,-18455761,2022,,
11,Norte,2620,Fabricação de computadores e de equipamento periférico,-18 455 761,-18455761,2022,,
11,Norte,26200,Fabricação de computadores e de equipamento periférico,-18 455 761,-18455761,2022,,
1,Continente,0126,Cultura de frutos oleaginosos,-17 796 055,-17796055,2022,,
PT,Portugal,0126,Cultura de frutos oleaginosos,-17 796 055,-17796055,2022,,
1,Continente,01261,Olivicultura,-17 696 156,-17696156,2022,,
PT,Portugal,01261,Olivicultura,-17 696 156,-17696156,2022,,
17,Área Metropolitana de Lisboa,F,Construção,-17 342 876,-17342876,2022,,
170,Área Metropolitana de Lisboa,F,Construção,-17 342 876,-17342876,2022,,
11A,Área Metropolitana do Porto,26,"Fabricação de equipamentos informáticos, equipamento para comunicações e produtos eletrónicos e óticos",-16 808 919,-16808919,2022,,
16B,Oeste,68,Atividades imobiliárias,-16 771 305,-16771305,2022,,
16B,Oeste,L,Atividades imobiliárias,-16 771 305,-16771305,2022,,
16B,Oeste,681,Compra e venda de bens imobiliários,-16 700 090,-16700090,2022,,
16B,Oeste,6810,Compra e venda de bens imobiliários,-16 700 090,-16700090,2022,,
16B,Oeste,68100,Compra e venda de bens imobiliários,-16 700 090,-16700090,2022,,
17,Área Metropolitana de Lisboa,412,Construção de edifícios (residenciais e não residenciais),-16 167 950,-16167950,2022,,
17,Área Metropolitana de Lisboa,4120,Construção de edifícios (residenciais e não residenciais),-16 167 950,-16167950,2022,,
17,Área Metropolitana de Lisboa,41200,Construção de edifícios (residenciais e não residenciais),-16 167 950,-16167950,2022,,
170,Área Metropolitana de Lisboa,412,Construção de edifícios (residenciais e não residenciais),-16 167 950,-16167950,2022,,
170,Área Metropolitana de Lisboa,4120,Construção de edifícios (residenciais e não residenciais),-16 167 950,-16167950,2022,,
170,Área Metropolitana de Lisboa,41200,Construção de edifícios (residenciais e não residenciais),-16 167 950,-16167950,2022,,
1,Continente,E,"Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",-16 153 455,-16153455,2022,,
PT,Portugal,E,"Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",-16 094 476,-16094476,2022,,
18,Alentejo,0126,Cultura de frutos oleaginosos,-15 445 481,-15445481,2022,,
1,Continente,10412,Produção de azeite,-14 428 947,-14428947,2022,,
PT,Portugal,10412,Produção de azeite,-14 428 947,-14428947,2022,,
1,Continente,465,Comércio por grosso de equipamento das tecnologias de informação e comunicação ( TIC),-13 721 508,-13721508,2022,,
PT,Portugal,465,Comércio por grosso de equipamento das tecnologias de informação e comunicação ( TIC),-13 721 508,-13721508,2022,,
17,Área Metropolitana de Lisboa,74,"Outras atividades de consultoria, científicas, técnicas e similares",-13 259 939,-13259939,2022,,
170,Área Metropolitana de Lisboa,74,"Outras atividades de consultoria, científicas, técnicas e similares",-13 259 939,-13259939,2022,,
17,Área Metropolitana de Lisboa,749,"Outras atividades de consultoria, científicas, técnicas e similares, n.e.",-12 820 705,-12820705,2022,,
17,Área Metropolitana de Lisboa,7490,"Outras atividades de consultoria, científicas, técnicas e similares, n.e.",-12 820 705,-12820705,2022,,
17,Área Metropolitana de Lisboa,74900,"Outras atividades de consultoria, científicas, técnicas e similares, n.e.",-12 820 705,-12820705,2022,,
170,Área Metropolitana de Lisboa,749,"Outras atividades de consultoria, científicas, técnicas e similares, n.e.",-12 820 705,-12820705,2022,,
170,Área Metropolitana de Lisboa,7490,"Outras atividades de consultoria, científicas, técnicas e similares, n.e.",-12 820 705,-12820705,2022,,
170,Área Metropolitana de Lisboa,74900,"Outras atividades de consultoria, científicas, técnicas e similares, n.e.",-12 820 705,-12820705,2022,,
181,Alentejo Litoral,681,Compra e venda de bens imobiliários,-12 463 310,-12463310,2022,,
181,Alentejo Litoral,6810,Compra e venda de bens imobiliários,-12 463 310,-12463310,2022,,
181,Alentejo Litoral,68100,Compra e venda de bens imobiliários,-12 463 310,-12463310,2022,,
181,Alentejo Litoral,68,Atividades imobiliárias,-11 901 607,-11901607,2022,,
181,Alentejo Litoral,L,Atividades imobiliárias,-11 901 607,-11901607,2022,,
17,Área Metropolitana de Lisboa,465,Comércio por grosso de equipamento das tecnologias de informação e comunicação ( TIC),-11 721 212,-11721212,2022,,
170,Área Metropolitana de Lisboa,465,Comércio por grosso de equipamento das tecnologias de informação e comunicação ( TIC),-11 721 212,-11721212,2022,,
17,Área Metropolitana de Lisboa,4652,"Comércio por grosso de equipamentos eletrónicos, de telecomunicações e suas partes",-11 677 885,-11677885,2022,,
17,Área Metropolitana de Lisboa,46520,"Comércio por grosso de equipamentos eletrónicos, de telecomunicações e suas partes",-11 677 885,-11677885,2022,,
170,Área Metropolitana de Lisboa,4652,"Comércio por grosso de equipamentos eletrónicos, de telecomunicações e suas partes",-11 677 885,-11677885,2022,,
170,Área Metropolitana de Lisboa,46520,"Comércio por grosso de equipamentos eletrónicos, de telecomunicações e suas partes",-11 677 885,-11677885,2022,,
18,Alentejo,0121,Viticultura,-11 496 717,-11496717,2022,,
18,Alentejo,01210,Viticultura,-11 496 717,-11496717,2022,,
16E,Região de Coimbra,681,Compra e venda de bens imobiliários,-11 487 704,-11487704,2022,,
16E,Região de Coimbra,6810,Compra e venda de bens imobiliários,-11 487 704,-11487704,2022,,
16E,Região de Coimbra,68100,Compra e venda de bens imobiliários,-11 487 704,-11487704,2022,,
16E,Região de Coimbra,68,Atividades imobiliárias,-11 461 721,-11461721,2022,,
16E,Região de Coimbra,L,Atividades imobiliárias,-11 461 721,-11461721,2022,,
1,Continente,4652,"Comércio por grosso de equipamentos eletrónicos, de telecomunicações e suas partes",-11 409 815,-11409815,2022,,
1,Continente,46520,"Comércio por grosso de equipamentos eletrónicos, de telecomunicações e suas partes",-11 409 815,-11409815,2022,,
PT,Portugal,4652,"Comércio por grosso de equipamentos eletrónicos, de telecomunicações e suas partes",-11 409 815,-11409815,2022,,
PT,Portugal,46520,"Comércio por grosso de equipamentos eletrónicos, de telecomunicações e suas partes",-11 409 815,-11409815,2022,,
11,Norte,26,"Fabricação de equipamentos informáticos, equipamento para comunicações e produtos eletrónicos e óticos",-11 297 559,-11297559,2022,,
184,Baixo Alentejo,015,Agricultura e produção animal combinadas,-11 134 033,-11134033,2022,,
184,Baixo Alentejo,0150,Agricultura e produção animal combinadas,-11 134 033,-11134033,2022,,
184,Baixo Alentejo,01500,Agricultura e produção animal combinadas,-11 134 033,-11134033,2022,,
111,Alto Minho,2932,Fabricação de outros componentes e acessórios para veículos automóveis,-10 533 882,-10533882,2022,,
111,Alto Minho,29320,Fabricação de outros componentes e acessórios para veículos automóveis,-10 533 882,-10533882,2022,,
1,Continente,74,"Outras atividades de consultoria, científicas, técnicas e similares",-10 020 076,-10020076,2022,,
1,Continente,303,"Fabricação de aeronaves, de veículos espaciais e equipamento relacionado",-9 925 975,-9925975,2022,,
1,Continente,3030,"Fabricação de aeronaves, de veículos espaciais e equipamento relacionado",-9 925 975,-9925975,2022,,
1,Continente,30300,"Fabricação de aeronaves, de veículos espaciais e equipamento relacionado",-9 925 975,-9925975,2022,,
PT,Portugal,303,"Fabricação de aeronaves, de veículos espaciais e equipamento relacionado",-9 925 975,-9925975,2022,,
PT,Portugal,3030,"Fabricação de aeronaves, de veículos espaciais e equipamento relacionado",-9 925 975,-9925975,2022,,
PT,Portugal,30300,"Fabricação de aeronaves, de veículos espaciais e equipamento relacionado",-9 925 975,-9925975,2022,,
PT,Portugal,74,"Outras atividades de consultoria, científicas, técnicas e similares",-9 875 534,-9875534,2022,,
17,Área Metropolitana de Lisboa,55118,Apartamentos turísticos com restaurante,-9 680 781,-9680781,2022,,
170,Área Metropolitana de Lisboa,55118,Apartamentos turísticos com restaurante,-9 680 781,-9680781,2022,,
1,Continente,749,"Outras atividades de consultoria, científicas, técnicas e similares, n.e.",-9 532 263,-9532263,2022,,
1,Continente,7490,"Outras atividades de consultoria, científicas, técnicas e similares, n.e.",-9 532 263,-9532263,2022,,
1,Continente,74900,"Outras atividades de consultoria, científicas, técnicas e similares, n.e.",-9 532 263,-9532263,2022,,
PT,Portugal,749,"Outras atividades de consultoria, científicas, técnicas e similares, n.e.",-9 388 738,-9388738,2022,,
PT,Portugal,7490,"Outras atividades de consultoria, científicas, técnicas e similares, n.e.",-9 388 738,-9388738,2022,,
PT,Portugal,74900,"Outras atividades de consultoria, científicas, técnicas e similares, n.e.",-9 388 738,-9388738,2022,,
11,Norte,2932,Fabricação de outros componentes e acessórios para veículos automóveis,-9 261 805,-9261805,2022,,
11,Norte,29320,Fabricação de outros componentes e acessórios para veículos automóveis,-9 261 805,-9261805,2022,,
16E,Região de Coimbra,411,Promoção imobiliária (desenvolvimento de projetos de edifícios),-8 942 555,-8942555,2022,,
16E,Região de Coimbra,4110,Promoção imobiliária (desenvolvimento de projetos de edifícios),-8 942 555,-8942555,2022,,
16E,Região de Coimbra,41100,Promoção imobiliária (desenvolvimento de projetos de edifícios),-8 942 555,-8942555,2022,,
18,Alentejo,2016,Fabricação de matérias plásticas sob formas primárias,-8 602 303,-8602303,2022,,
18,Alentejo,20160,Fabricação de matérias plásticas sob formas primárias,-8 602 303,-8602303,2022,,
PT,Portugal,931,Atividades desportivas,-8 458 545,-8458545,2022,,
1,Continente,931,Atividades desportivas,-8 457 403,-8457403,2022,,
1,Continente,55118,Apartamentos turísticos com restaurante,-8 403 088,-8403088,2022,,
PT,Portugal,55118,Apartamentos turísticos com restaurante,-8 397 447,-8397447,2022,,
181,Alentejo Litoral,201,"Fabricação de produtos químicos de base, adubos e compostos azotados, matérias plásticas e borracha sintética, sob formas primárias",-8 188 172,-8188172,2022,,
16I,Médio Tejo,F,Construção,-8 033 157,-8033157,2022,,
PT,Portugal,93,"Atividades desportivas, de diversão e recreativas",-8 000 547,-8000547,2022,,
1,Continente,93,"Atividades desportivas, de diversão e recreativas",-7 991 564,-7991564,2022,,
1,Continente,9311,Gestão de instalações desportivas,-7 740 339,-7740339,2022,,
1,Continente,93110,Gestão de instalações desportivas,-7 740 339,-7740339,2022,,
PT,Portugal,9311,Gestão de instalações desportivas,-7 740 339,-7740339,2022,,
PT,Portugal,93110,Gestão de instalações desportivas,-7 740 339,-7740339,2022,,
181,Alentejo Litoral,TOT,Total,-7 704 022,-7704022,2022,,
18,Alentejo,015,Agricultura e produção animal combinadas,-7 538 325,-7538325,2022,,
18,Alentejo,0150,Agricultura e produção animal combinadas,-7 538 325,-7538325,2022,,
18,Alentejo,01500,Agricultura e produção animal combinadas,-7 538 325,-7538325,2022,,
PT,Portugal,R,"Atividades artísticas, de espetáculos, desportivas e recreativas",-7 083 052,-7083052,2022,,
1,Continente,R,"Atividades artísticas, de espetáculos, desportivas e recreativas",-7 078 652,-7078652,2022,,
15,Algarve,93,"Atividades desportivas, de diversão e recreativas",-6 791 562,-6791562,2022,,
150,Algarve,93,"Atividades desportivas, de diversão e recreativas",-6 791 562,-6791562,2022,,
15,Algarve,R,"Atividades artísticas, de espetáculos, desportivas e recreativas",-6 791 189,-6791189,2022,,
150,Algarve,R,"Atividades artísticas, de espetáculos, desportivas e recreativas",-6 791 189,-6791189,2022,,
15,Algarve,931,Atividades desportivas,-6 703 351,-6703351,2022,,
150,Algarve,931,Atividades desportivas,-6 703 351,-6703351,2022,,
15,Algarve,9311,Gestão de instalações desportivas,-6 703 006,-6703006,2022,,
15,Algarve,93110,Gestão de instalações desportivas,-6 703 006,-6703006,2022,,
150,Algarve,9311,Gestão de instalações desportivas,-6 703 006,-6703006,2022,,
150,Algarve,93110,Gestão de instalações desportivas,-6 703 006,-6703006,2022,,
15,Algarve,411,Promoção imobiliária (desenvolvimento de projetos de edifícios),-6 502 119,-6502119,2022,,
15,Algarve,4110,Promoção imobiliária (desenvolvimento de projetos de edifícios),-6 502 119,-6502119,2022,,
15,Algarve,41100,Promoção imobiliária (desenvolvimento de projetos de edifícios),-6 502 119,-6502119,2022,,
150,Algarve,411,Promoção imobiliária (desenvolvimento de projetos de edifícios),-6 502 119,-6502119,2022,,
150,Algarve,4110,Promoção imobiliária (desenvolvimento de projetos de edifícios),-6 502 119,-6502119,2022,,
150,Algarve,41100,Promoção imobiliária (desenvolvimento de projetos de edifícios),-6 502 119,-6502119,2022,,
119,Ave,42,Engenharia civil,-6 444 797,-6444797,2022,,
11,Norte,293,Fabricação de componentes e acessórios para veículos automóveis,-6 236 523,-6236523,2022,,
16I,Médio Tejo,41,Promoção imobiliária (desenvolvimento de projetos de edifícios); construção de edifícios,-6 131 990,-6131990,2022,,
11,Norte,271,"Fabricação de motores, geradores e transformadores elétricos e fabricação de material de distribuição e de controlo para instalações elétricas",-5 905 862,-5905862,2022,,
17,Área Metropolitana de Lisboa,014,Produção animal,-5 890 875,-5890875,2022,,
170,Área Metropolitana de Lisboa,014,Produção animal,-5 890 875,-5890875,2022,,
18,Alentejo,681,Compra e venda de bens imobiliários,-5 718 843,-5718843,2022,,
18,Alentejo,6810,Compra e venda de bens imobiliários,-5 718 843,-5718843,2022,,
18,Alentejo,68100,Compra e venda de bens imobiliários,-5 718 843,-5718843,2022,,
184,Baixo Alentejo,TOT,Total,-5 706 255,-5706255,2022,,
1,Continente,015,Agricultura e produção animal combinadas,-5 685 731,-5685731,2022,,
1,Continente,0150,Agricultura e produção animal combinadas,-5 685 731,-5685731,2022,,
1,Continente,01500,Agricultura e produção animal combinadas,-5 685 731,-5685731,2022,,
11,Norte,2711,"Fabricação de motores, geradores e transformadores elétricos",-5 660 410,-5660410,2022,,
11,Norte,27110,"Fabricação de motores, geradores e transformadores elétricos",-5 660 410,-5660410,2022,,
11A,Área Metropolitana do Porto,271,"Fabricação de motores, geradores e transformadores elétricos e fabricação de material de distribuição e de controlo para instalações elétricas",-5 658 271,-5658271,2022,,
11A,Área Metropolitana do Porto,2711,"Fabricação de motores, geradores e transformadores elétricos",-5 644 529,-5644529,2022,,
11A,Área Metropolitana do Porto,27110,"Fabricação de motores, geradores e transformadores elétricos",-5 644 529,-5644529,2022,,
16G,Viseu Dão Lafões,1621,Fabricação de folheados e painéis à base de madeira,-5 468 240,-5468240,2022,,
PT,Portugal,015,Agricultura e produção animal combinadas,-5 444 232,-5444232,2022,,
PT,Portugal,0150,Agricultura e produção animal combinadas,-5 444 232,-5444232,2022,,
PT,Portugal,01500,Agricultura e produção animal combinadas,-5 444 232,-5444232,2022,,
1,Continente,6832,Administração de imóveis por conta de outrem; administração de condomínios,-5 435 386,-5435386,2022,,
PT,Portugal,6832,Administração de imóveis por conta de outrem; administração de condomínios,-5 434 908,-5434908,2022,,
119,Ave,421,"Construção de estradas, pontes, túneis, pistas de aeroportos e vias férreas",-5 400 071,-5400071,2022,,
119,Ave,4211,Construção de estradas e pistas de aeroportos,-5 400 071,-5400071,2022,,
119,Ave,42110,Construção de estradas e pistas de aeroportos,-5 400 071,-5400071,2022,,
187,Alentejo Central,A,"Agricultura, produção animal, caça, floresta e pesca",-5 233 122,-5233122,2022,,
1,Continente,16211,Fabricação de painéis de partículas de madeira,-5 014 907,-5014907,2022,,
PT,Portugal,16211,Fabricação de painéis de partículas de madeira,-5 014 907,-5014907,2022,,
16,Centro,411,Promoção imobiliária (desenvolvimento de projetos de edifícios),-4 964 943,-4964943,2022,,
16,Centro,4110,Promoção imobiliária (desenvolvimento de projetos de edifícios),-4 964 943,-4964943,2022,,
16,Centro,41100,Promoção imobiliária (desenvolvimento de projetos de edifícios),-4 964 943,-4964943,2022,,
11A,Área Metropolitana do Porto,682,Arrendamento de bens imobiliários,-4 807 781,-4807781,2022,,
11A,Área Metropolitana do Porto,6820,Arrendamento de bens imobiliários,-4 807 781,-4807781,2022,,
11A,Área Metropolitana do Porto,68200,Arrendamento de bens imobiliários,-4 807 781,-4807781,2022,,
16D,Região de Aveiro,0311,"Pesca marítima, apanha de algas e de outros produtos do mar",-4 671 604,-4671604,2022,,
16D,Região de Aveiro,03111,Pesca marítima,-4 671 604,-4671604,2022,,
187,Alentejo Central,104,Produção de óleos e gorduras animais e vegetais,-4 541 389,-4541389,2022,,
187,Alentejo Central,1041,Produção de óleos e gorduras,-4 541 389,-4541389,2022,,
187,Alentejo Central,10412,Produção de azeite,-4 541 389,-4541389,2022,,
PT,Portugal,2932,Fabricação de outros componentes e acessórios para veículos automóveis,-4 521 378,-4521378,2022,,
PT,Portugal,29320,Fabricação de outros componentes e acessórios para veículos automóveis,-4 521 378,-4521378,2022,,
16I,Médio Tejo,412,Construção de edifícios (residenciais e não residenciais),-4 491 345,-4491345,2022,,
16I,Médio Tejo,4120,Construção de edifícios (residenciais e não residenciais),-4 491 345,-4491345,2022,,
16I,Médio Tejo,41200,Construção de edifícios (residenciais e não residenciais),-4 491 345,-4491345,2022,,
187,Alentejo Central,01,"Agricultura, produção animal, caça e atividades dos serviços relacionados",-4 459 651,-4459651,2022,,
111,Alto Minho,681,Compra e venda de bens imobiliários,-4 195 437,-4195437,2022,,
111,Alto Minho,6810,Compra e venda de bens imobiliários,-4 195 437,-4195437,2022,,
111,Alto Minho,68100,Compra e venda de bens imobiliários,-4 195 437,-4195437,2022,,
15,Algarve,10394,Descasque e transformação de frutos de casca rija comestíveis,-4 158 830,-4158830,2022,,
150,Algarve,10394,Descasque e transformação de frutos de casca rija comestíveis,-4 158 830,-4158830,2022,,
15,Algarve,1039,Outra preparação e conservação de frutos e de produtos hortícolas,-4 155 510,-4155510,2022,,
150,Algarve,1039,Outra preparação e conservação de frutos e de produtos hortícolas,-4 155 510,-4155510,2022,,
1,Continente,55117,Aldeamentos turísticos com restaurante,-4 058 507,-4058507,2022,,
PT,Portugal,55117,Aldeamentos turísticos com restaurante,-4 058 507,-4058507,2022,,
PT,Portugal,0311,"Pesca marítima, apanha de algas e de outros produtos do mar",-4 049 277,-4049277,2022,,
PT,Portugal,03111,Pesca marítima,-4 049 277,-4049277,2022,,
119,Ave,F,Construção,-4 024 371,-4024371,2022,,
PT,Portugal,031,Pesca,-4 023 277,-4023277,2022,,
17,Área Metropolitana de Lisboa,6832,Administração de imóveis por conta de outrem; administração de condomínios,-3 996 688,-3996688,2022,,
170,Área Metropolitana de Lisboa,6832,Administração de imóveis por conta de outrem; administração de condomínios,-3 996 688,-3996688,2022,,
16I,Médio Tejo,291,Fabricação de veículos automóveis,-3 990 713,-3990713,2022,,
16I,Médio Tejo,2910,Fabricação de veículos automóveis,-3 990 713,-3990713,2022,,
16I,Médio Tejo,29100,Fabricação de veículos automóveis,-3 990 713,-3990713,2022,,
1,Continente,5512,Estabelecimentos hoteleiros sem restaurante,-3 976 906,-3976906,2022,,
PT,Portugal,5512,Estabelecimentos hoteleiros sem restaurante,-3 952 957,-3952957,2022,,
1,Continente,0311,"Pesca marítima, apanha de algas e de outros produtos do mar",-3 949 950,-3949950,2022,,
1,Continente,03111,Pesca marítima,-3 949 950,-3949950,2022,,
111,Alto Minho,412,Construção de edifícios (residenciais e não residenciais),-3 947 724,-3947724,2022,,
111,Alto Minho,4120,Construção de edifícios (residenciais e não residenciais),-3 947 724,-3947724,2022,,
111,Alto Minho,41200,Construção de edifícios (residenciais e não residenciais),-3 947 724,-3947724,2022,,
1,Continente,031,Pesca,-3 923 950,-3923950,2022,,
16,Centro,0311,"Pesca marítima, apanha de algas e de outros produtos do mar",-3 904 025,-3904025,2022,,
16,Centro,03111,Pesca marítima,-3 904 025,-3904025,2022,,
16,Centro,031,Pesca,-3 878 025,-3878025,2022,,
PT,Portugal,2825,Fabricação de equipamento não doméstico para refrigeração e ventilação,-3 874 445,-3874445,2022,,
PT,Portugal,28250,Fabricação de equipamento não doméstico para refrigeração e ventilação,-3 874 445,-3874445,2022,,
16G,Viseu Dão Lafões,68,Atividades imobiliárias,-3 781 254,-3781254,2022,,
16G,Viseu Dão Lafões,L,Atividades imobiliárias,-3 781 254,-3781254,2022,,
1,Continente,411,Promoção imobiliária (desenvolvimento de projetos de edifícios),-3 747 272,-3747272,2022,,
1,Continente,4110,Promoção imobiliária (desenvolvimento de projetos de edifícios),-3 747 272,-3747272,2022,,
1,Continente,41100,Promoção imobiliária (desenvolvimento de projetos de edifícios),-3 747 272,-3747272,2022,,
1,Continente,272,Fabricação de acumuladores e pilhas,-3 688 762,-3688762,2022,,
1,Continente,2720,Fabricação de acumuladores e pilhas,-3 688 762,-3688762,2022,,
1,Continente,27200,Fabricação de acumuladores e pilhas,-3 688 762,-3688762,2022,,
PT,Portugal,272,Fabricação de acumuladores e pilhas,-3 688 762,-3688762,2022,,
PT,Portugal,2720,Fabricação de acumuladores e pilhas,-3 688 762,-3688762,2022,,
PT,Portugal,27200,Fabricação de acumuladores e pilhas,-3 688 762,-3688762,2022,,
18,Alentejo,68,Atividades imobiliárias,-3 663 045,-3663045,2022,,
18,Alentejo,L,Atividades imobiliárias,-3 663 045,-3663045,2022,,
15,Algarve,4299,"Construção de outras obras de engenharia civil, n.e.",-3 597 444,-3597444,2022,,
15,Algarve,42990,"Construção de outras obras de engenharia civil, n.e.",-3 597 444,-3597444,2022,,
150,Algarve,4299,"Construção de outras obras de engenharia civil, n.e.",-3 597 444,-3597444,2022,,
150,Algarve,42990,"Construção de outras obras de engenharia civil, n.e.",-3 597 444,-3597444,2022,,
17,Área Metropolitana de Lisboa,0142,Criação de outros bovinos (exceto para produção de leite) e búfalos,-3 555 210,-3555210,2022,,
17,Área Metropolitana de Lisboa,01420,Criação de outros bovinos (exceto para produção de leite) e búfalos,-3 555 210,-3555210,2022,,
170,Área Metropolitana de Lisboa,0142,Criação de outros bovinos (exceto para produção de leite) e búfalos,-3 555 210,-3555210,2022,,
170,Área Metropolitana de Lisboa,01420,Criação de outros bovinos (exceto para produção de leite) e búfalos,-3 555 210,-3555210,2022,,
15,Algarve,429,Construção de outras obras de engenharia civil,-3 540 774,-3540774,2022,,
150,Algarve,429,Construção de outras obras de engenharia civil,-3 540 774,-3540774,2022,,
16J,Beiras e Serra da Estrela,293,Fabricação de componentes e acessórios para veículos automóveis,-3 524 003,-3524003,2022,,
16J,Beiras e Serra da Estrela,2932,Fabricação de outros componentes e acessórios para veículos automóveis,-3 524 003,-3524003,2022,,
16J,Beiras e Serra da Estrela,29320,Fabricação de outros componentes e acessórios para veículos automóveis,-3 524 003,-3524003,2022,,
16J,Beiras e Serra da Estrela,29,"Fabricação de veículos automóveis, reboques, semi-reboques e componentes para veículos automóveis",-3 521 499,-3521499,2022,,
15,Algarve,103,Preparação e conservação de frutos e de produtos hortícolas,-3 516 266,-3516266,2022,,
150,Algarve,103,Preparação e conservação de frutos e de produtos hortícolas,-3 516 266,-3516266,2022,,
15,Algarve,42,Engenharia civil,-3 500 344,-3500344,2022,,
150,Algarve,42,Engenharia civil,-3 500 344,-3500344,2022,,
16I,Médio Tejo,29,"Fabricação de veículos automóveis, reboques, semi-reboques e componentes para veículos automóveis",-3 387 450,-3387450,2022,,
1,Continente,0143,"Criação de equinos, asininos e muares",-3 348 483,-3348483,2022,,
1,Continente,01430,"Criação de equinos, asininos e muares",-3 348 483,-3348483,2022,,
PT,Portugal,0143,"Criação de equinos, asininos e muares",-3 348 483,-3348483,2022,,
PT,Portugal,01430,"Criação de equinos, asininos e muares",-3 348 483,-3348483,2022,,
11B,Alto Tâmega,412,Construção de edifícios (residenciais e não residenciais),-3 293 255,-3293255,2022,,
11B,Alto Tâmega,4120,Construção de edifícios (residenciais e não residenciais),-3 293 255,-3293255,2022,,
11B,Alto Tâmega,41200,Construção de edifícios (residenciais e não residenciais),-3 293 255,-3293255,2022,,
PT,Portugal,26,"Fabricação de equipamentos informáticos, equipamento para comunicações e produtos eletrónicos e óticos",-3 235 919,-3235919,2022,,
11B,Alto Tâmega,F,Construção,-3 212 543,-3212543,2022,,
1,Continente,68322,Administração de condomínios,-3 122 624,-3122624,2022,,
PT,Portugal,68322,Administração de condomínios,-3 122 406,-3122406,2022,,
17,Área Metropolitana de Lisboa,105,Indústria de laticínios,-3 113 536,-3113536,2022,,
